Time (Ma),Lat,Lon,V mag (cm/yr),V azimuth (°),V colat (cm/yr),V lon (cm/yr),Ang V (°/Ma)
166,-31.5360,-5.2301,1.3808,272.4227,-0.0584,-1.3795,0.2626
165,-31.5484,-5.3523,1.1674,263.3534,0.1351,-1.1596,0.2114
164,-31.5603,-5.4746,1.1674,263.6010,0.1301,-1.1602,0.2114
163,-31.5717,-5.5969,1.1674,263.8486,0.1251,-1.1607,0.2114
162,-31.5827,-5.7194,1.1674,264.0963,0.1201,-1.1612,0.2114
161,-31.5933,-5.8418,1.1674,264.3440,0.1151,-1.1617,0.2114
160,-31.6034,-5.9644,1.1674,264.5918,0.1100,-1.1622,0.2114
159,-31.6063,-6.3177,1.6023,267.1953,0.0784,-1.6004,0.2935
158,-31.6053,-6.6710,2.0384,269.0002,0.0356,-2.0381,0.3757
157,-31.6005,-7.0243,2.4751,270.4276,-0.0185,-2.4750,0.4579
156,-31.5919,-7.3774,2.9122,271.6469,-0.0837,-2.9110,0.5401
155,-31.5794,-7.7303,3.3497,272.7393,-0.1601,-3.3459,0.6223
154,-31.5631,-8.0830,3.3497,273.4686,-0.2027,-3.3435,0.6223
153,-31.5430,-8.4353,3.3497,274.1977,-0.2452,-3.3407,0.6223
152,-31.5190,-8.7872,3.3497,274.9264,-0.2877,-3.3373,0.6223
151,-31.4913,-9.1386,3.3497,275.6547,-0.3301,-3.3334,0.6223
150,-31.4597,-9.4895,3.3497,276.3826,-0.3724,-3.3289,0.6223
149,-31.3354,-9.2948,2.3570,283.7278,-0.5593,-2.2896,0.4501
148,-31.2103,-9.1011,1.4665,301.1366,-0.7583,-1.2553,0.2822
147,-31.0842,-8.9085,0.9952,346.8807,-0.9692,-0.2259,0.1354
146,-30.9574,-8.7168,1.4346,33.8164,-1.1919,0.7984,0.1369
145,-30.8297,-8.5262,2.3102,51.8776,-1.4262,1.8175,0.2843
144,-30.6429,-8.3980,2.3037,47.3105,-1.5620,1.6933,0.2731
143,-30.4557,-8.2712,2.3108,42.7434,-1.6970,1.5684,0.2634
142,-30.2680,-8.1458,2.3314,38.2280,-1.8315,1.4427,0.2553
141,-30.0799,-8.0217,2.3652,33.8121,-1.9652,1.3162,0.2491
140,-29.8914,-7.8989,2.4117,29.5373,-2.0983,1.1890,0.2448
139,-29.7812,-7.7508,2.2872,32.4912,-1.9292,1.2286,0.2455
138,-29.6704,-7.6039,2.1704,35.7805,-1.7607,1.2690,0.2491
137,-29.5588,-7.4582,2.0623,39.4344,-1.5929,1.3100,0.2552
136,-29.4467,-7.3138,1.9645,43.4755,-1.4256,1.3517,0.2638
135,-29.3339,-7.1706,1.8783,47.9151,-1.2589,1.3940,0.2747
134,-29.2204,-7.0286,1.8754,47.5398,-1.2661,1.3836,0.2747
133,-29.1063,-6.8878,1.8726,47.1650,-1.2731,1.3732,0.2747
132,-28.9916,-6.7483,1.8697,46.7907,-1.2801,1.3628,0.2748
131,-28.8762,-6.6100,1.8668,46.4167,-1.2870,1.3523,0.2748
130,-28.7603,-6.4729,1.8640,46.0431,-1.2938,1.3418,0.2749
129,-28.6491,-6.3598,1.8209,45.0056,-1.2875,1.2877,0.2672
128,-28.5376,-6.2477,1.7784,43.9343,-1.2807,1.2339,0.2595
127,-28.4256,-6.1366,1.7364,42.8274,-1.2735,1.1804,0.2518
126,-28.3132,-6.0265,1.6949,41.6828,-1.2658,1.1271,0.2442
125,-28.2004,-5.9174,1.6541,40.4983,-1.2578,1.0742,0.2366
124,-28.0878,-6.0495,1.3897,25.5775,-1.2535,0.6000,0.1706
123,-27.9749,-6.1821,1.2593,5.7293,-1.2530,0.1257,0.1231
122,-27.8616,-6.3151,1.3037,344.4922,-1.2562,-0.3486,0.1187
121,-27.7478,-6.4488,1.5076,326.9202,-1.2632,-0.8229,0.1611
120,-27.6321,-6.7360,2.0479,308.6712,-1.2796,-1.5989,0.2260
119,-27.7239,-7.1390,2.2916,291.1265,-0.8259,-2.1375,0.2163
118,-27.8184,-7.5421,2.6987,277.7415,-0.3635,-2.6741,0.2424
117,-27.9155,-7.9454,3.2103,268.0807,0.1075,-3.2085,0.2950
116,-28.0154,-8.3490,3.7866,261.0810,0.5871,-3.7408,0.3625
115,-28.1178,-8.7527,4.1136,254.8210,1.0771,-3.9701,0.4045
114,-28.2229,-9.1566,4.1198,254.4216,1.1064,-3.9685,0.4045
113,-28.3306,-9.5607,4.1262,254.0269,1.1355,-3.9668,0.4045
112,-28.4409,-9.9651,4.1325,253.6370,1.1642,-3.9651,0.4045
111,-28.5536,-10.3696,4.1389,253.2518,1.1927,-3.9634,0.4045
110,-28.6689,-10.7744,4.1454,252.8715,1.2209,-3.9615,0.4045
109,-28.8003,-11.1261,4.0618,251.5824,1.2833,-3.8538,0.4050
108,-28.9355,-11.4778,3.9808,250.2038,1.3482,-3.7455,0.4067
107,-29.0744,-11.8294,3.9026,248.7323,1.4156,-3.6368,0.4094
106,-29.2171,-12.1810,3.8276,247.1645,1.4854,-3.5276,0.4131
105,-29.3636,-12.5325,3.7561,245.4976,1.5578,-3.4178,0.4180
104,-29.5137,-12.8840,3.7688,244.8939,1.5991,-3.4128,0.4180
103,-29.6674,-13.2354,3.7817,244.2975,1.6401,-3.4076,0.4180
102,-29.8248,-13.5868,3.7947,243.7085,1.6808,-3.4022,0.4180
101,-29.9858,-13.9381,3.8078,243.1269,1.7212,-3.3966,0.4180
100,-30.1504,-14.2894,3.8210,242.5528,1.7612,-3.3909,0.4180
99,-30.3505,-14.7178,3.9987,242.1517,1.8679,-3.5356,0.4189
98,-30.5525,-15.1467,4.1751,241.8408,1.9703,-3.6810,0.4215
97,-30.7564,-15.5761,4.3504,241.6093,2.0685,-3.8271,0.4258
96,-30.9622,-16.0061,4.5243,241.4485,2.1624,-3.9740,0.4318
95,-31.1724,-16.4291,4.6869,241.2055,2.2575,-4.1074,0.4380
94,-31.3843,-16.8527,4.6841,240.8284,2.2832,-4.0900,0.4368
93,-31.5978,-17.2768,4.6813,240.4583,2.3081,-4.0727,0.4356
92,-31.8130,-17.7016,4.6784,240.0953,2.3325,-4.0555,0.4344
91,-32.0297,-18.1270,4.6755,239.7393,2.3561,-4.0384,0.4332
90,-32.2480,-18.5532,4.6817,239.5383,2.3735,-4.0355,0.4332
89,-32.4586,-19.0840,4.8477,240.8511,2.3612,-4.2338,0.4412
88,-32.6679,-19.6166,5.0133,242.1575,2.3414,-4.4329,0.4520
87,-32.8758,-20.1507,5.1786,243.4588,2.3140,-4.6329,0.4652
86,-33.0822,-20.6866,5.3439,244.7564,2.2790,-4.8336,0.4808
85,-33.2870,-21.2241,5.5092,246.0510,2.2363,-5.0349,0.4985
84,-33.4903,-21.7633,5.5060,246.2357,2.2188,-5.0391,0.4985
83,-33.6918,-22.3150,5.5206,246.4693,2.2040,-5.0615,0.4980
82,-33.8927,-22.8794,5.5547,246.7269,2.1947,-5.1027,0.4991
81,-34.0934,-23.4460,5.5908,246.9581,2.1883,-5.1448,0.5029
80,-34.2937,-24.0148,5.6288,247.1636,2.1846,-5.1876,0.5094
79,-34.2903,-24.5706,5.4852,251.6194,1.7297,-5.2054,0.5004
78,-34.2859,-25.1265,5.3557,256.2551,1.2725,-5.2024,0.4904
77,-34.2803,-25.6824,5.2399,261.0993,0.8107,-5.1768,0.4782
76,-34.2736,-26.2385,5.1586,266.1396,0.3473,-5.1469,0.4693
75,-34.2658,-26.7946,5.1140,271.3178,-0.1176,-5.1126,0.4639
74,-34.2569,-27.3507,5.1151,271.4580,-0.1301,-5.1135,0.4639
73,-34.2468,-27.9068,5.1163,271.5997,-0.1428,-5.1143,0.4639
72,-34.2355,-28.4630,5.1175,271.7431,-0.1557,-5.1151,0.4639
71,-34.2231,-29.0192,5.1186,271.8880,-0.1686,-5.1159,0.4639
70,-34.2095,-29.5754,5.1198,272.0346,-0.1818,-5.1166,0.4639
69,-34.2956,-30.0389,4.9463,269.5325,0.0404,-4.9461,0.4535
68,-34.3834,-30.5034,4.7844,266.7857,0.2683,-4.7769,0.4463
67,-34.5236,-30.7621,4.2729,261.5963,0.6245,-4.2270,0.4190
66,-34.6874,-30.9324,3.6611,253.5845,1.0346,-3.5119,0.3976
65,-34.8530,-31.1028,3.1465,242.6512,1.4455,-2.7948,0.3969
64,-35.0205,-31.2733,2.7776,234.0693,1.6299,-2.2491,0.3928
63,-35.1899,-31.4440,2.4862,223.2162,1.8119,-1.7024,0.3969
62,-35.3611,-31.6147,2.4285,219.2547,1.8805,-1.5367,0.3997
61,-35.5342,-31.7856,2.4432,218.9069,1.9012,-1.5345,0.3997
60,-35.7091,-31.9566,2.4579,218.5629,1.9219,-1.5322,0.3997
59,-35.7552,-32.1550,2.2885,223.8312,1.6509,-1.5849,0.3793
58,-35.8027,-32.3537,2.1404,229.9001,1.3787,-1.6372,0.3600
57,-35.8515,-32.5527,2.0187,236.8041,1.1052,-1.6892,0.3423
56,-35.9017,-32.7519,1.9289,244.4939,0.8306,-1.7409,0.3262
55,-35.9460,-33.0214,1.9933,254.2768,0.5402,-1.9187,0.3294
54,-35.9915,-33.2991,2.1301,255.3090,0.5402,-2.0604,0.3488
53,-36.0389,-33.5773,2.2679,256.1833,0.5416,-2.2023,0.3682
52,-36.0883,-33.8559,2.4067,256.9260,0.5444,-2.3443,0.3877
51,-36.1396,-34.1349,2.5462,257.5582,0.5486,-2.4864,0.4072
50,-36.1928,-34.4144,2.5665,257.2046,0.5684,-2.5027,0.4091
49,-36.2533,-34.6823,2.5549,256.3703,0.6021,-2.4830,0.4108
48,-36.3158,-34.9506,2.5440,255.5212,0.6361,-2.4632,0.4126
47,-36.3070,-35.2835,2.6109,258.8809,0.5035,-2.5619,0.3932
46,-36.2913,-35.6239,2.6959,262.5322,0.3504,-2.6731,0.3735
45,-36.2766,-35.9647,2.7903,265.9903,0.1951,-2.7835,0.3562
44,-36.2631,-36.3059,2.9149,269.5042,0.0252,-2.9148,0.3412
43,-36.2506,-36.6475,3.0488,272.7699,-0.1473,-3.0453,0.3303
42,-36.2393,-36.9895,3.0658,272.8726,-0.1536,-3.0619,0.3294
41,-36.2291,-37.3319,3.0692,272.6403,-0.1414,-3.0659,0.3294
40,-36.2196,-37.6821,3.0861,272.4129,-0.1299,-3.0834,0.3305
39,-36.0730,-37.8242,2.7615,278.6516,-0.4154,-2.7301,0.3477
38,-35.9311,-37.9686,2.4810,286.2817,-0.6956,-2.3815,0.3798
37,-35.7939,-38.1152,2.2568,295.4656,-0.9704,-2.0375,0.4237
36,-35.6615,-38.2639,2.1023,306.1317,-1.2396,-1.6979,0.4759
35,-35.5338,-38.4147,2.0195,318.0846,-1.5028,-1.3491,0.5336
34,-35.4109,-38.5674,1.9942,316.6252,-1.4496,-1.3696,0.5336
33,-35.2930,-38.7213,1.9684,315.1639,-1.3959,-1.3879,0.5324
32,-35.1806,-38.8702,1.9335,313.9249,-1.3413,-1.3926,0.5203
31,-35.0725,-39.0208,1.8995,312.6811,-1.2877,-1.3964,0.5081
30,-34.9687,-39.1729,1.8665,311.4333,-1.2352,-1.3994,0.4959
29,-34.8526,-39.5647,2.2007,303.6955,-1.2209,-1.8310,0.4396
28,-34.7374,-39.9561,2.5692,298.3379,-1.2195,-2.2613,0.3943
27,-34.6230,-40.3472,2.9689,294.4954,-1.2310,-2.7017,0.3710
26,-34.5094,-40.7379,3.3805,291.7655,-1.2535,-3.1395,0.3614
25,-34.3967,-41.1282,3.7994,289.8022,-1.2871,-3.5747,0.3666
24,-34.2849,-41.5182,3.7977,289.6552,-1.2774,-3.5765,0.3666
23,-34.1740,-41.9079,3.7961,289.5065,-1.2676,-3.5782,0.3666
22,-34.0640,-42.2972,3.7946,289.3559,-1.2577,-3.5801,0.3666
21,-33.9549,-42.6863,3.7930,289.2036,-1.2476,-3.5820,0.3666
20,-33.8499,-43.0716,3.7831,288.9776,-1.2302,-3.5774,0.3661
19,-33.6523,-43.5199,3.9552,291.1376,-1.4263,-3.6891,0.3727
18,-33.4536,-43.9664,4.1318,293.1901,-1.6270,-3.7979,0.3817
17,-33.2538,-44.4111,4.3125,295.1439,-1.8323,-3.9038,0.3930
16,-33.0529,-44.8540,4.4973,297.0070,-2.0422,-4.0069,0.4063
15,-32.8510,-45.2952,4.6952,298.8276,-2.2639,-4.1133,0.4222
14,-32.6481,-45.7346,4.6946,298.9874,-2.2751,-4.1065,0.4222
13,-32.4443,-46.1724,4.6941,299.1429,-2.2860,-4.0998,0.4222
12,-32.2394,-46.6084,4.6935,299.2944,-2.2965,-4.0933,0.4222
11,-32.0337,-47.0428,4.6928,299.4416,-2.3067,-4.0868,0.4222
10,-31.8572,-47.3961,4.5286,299.7292,-2.2457,-3.9325,0.4080
9,-31.5071,-47.5224,4.2221,307.2113,-2.5534,-3.3626,0.3922
8,-31.1598,-47.6506,4.0001,315.6000,-2.8580,-2.7987,0.3970
7,-30.8152,-47.7808,3.8736,324.6518,-3.1595,-2.2410,0.4217
6,-30.4735,-47.9130,3.8484,333.9613,-3.4578,-1.6894,0.4632
5,-30.1345,-48.0471,4.0317,341.2865,-3.8185,-1.2935,0.5194
4,-29.7984,-48.1832,4.0094,340.8304,-3.7871,-1.3166,0.5194
3,-29.4652,-48.3211,3.9871,340.3703,-3.7554,-1.3394,0.5194
2,-29.1348,-48.4608,3.9646,339.9060,-3.7233,-1.3621,0.5194
1,-28.8074,-48.6025,3.9421,339.4376,-3.6910,-1.3846,0.5194
0,-28.4829,-48.7459,3.9195,338.9650,-3.6584,-1.4069,0.5194
