Time (Ma),Lat,Lon,V mag (cm/yr),V azimuth (°),V colat (cm/yr),V lon (cm/yr),Ang V (°/Ma)
95,-37.0624,-33.9665,4.7124,246.7666,1.8589,-4.3303,0.4380
94,-37.2356,-34.4495,4.7112,246.6257,1.8691,-4.3246,0.4368
93,-37.4093,-34.9342,4.7097,246.4937,1.8785,-4.3189,0.4356
92,-37.5834,-35.4207,4.7080,246.3706,1.8871,-4.3133,0.4344
91,-37.7578,-35.9089,4.7061,246.2564,1.8949,-4.3077,0.4332
90,-37.9326,-36.3989,4.7130,246.2441,1.8986,-4.3137,0.4332
89,-38.0450,-37.0118,4.8633,248.8848,1.7520,-4.5367,0.4412
88,-38.1545,-37.6261,5.0186,251.4439,1.5971,-4.7577,0.4520
87,-38.2612,-38.2417,5.1789,253.9254,1.4340,-4.9764,0.4652
86,-38.3648,-38.8586,5.3440,256.3332,1.2627,-5.1927,0.4808
85,-38.4655,-39.4767,5.5139,258.6710,1.0832,-5.4065,0.4985
84,-38.5631,-40.0961,5.5104,259.0242,1.0491,-5.4096,0.4985
83,-38.6810,-40.7203,5.5231,258.8203,1.0709,-5.4183,0.4980
82,-38.8203,-41.3507,5.5550,258.0447,1.1507,-5.4345,0.4991
81,-38.9578,-41.9837,5.5908,257.2580,1.2331,-5.4531,0.5029
80,-39.0934,-42.6194,5.6305,256.4624,1.3180,-5.4740,0.5094
79,-39.0250,-43.1921,5.4697,259.8982,0.9594,-5.3849,0.5004
78,-38.9554,-43.7643,5.3152,264.0774,0.5485,-5.2869,0.4904
77,-38.8844,-44.3360,5.1777,269.0798,0.0831,-5.1771,0.4782
76,-38.8121,-44.9071,5.0764,274.3023,-0.3808,-5.0621,0.4693
75,-38.7386,-45.4776,5.0135,279.6840,-0.8433,-4.9421,0.4639
74,-38.6637,-46.0475,5.0161,279.8475,-0.8579,-4.9422,0.4639
73,-38.5874,-46.6169,5.0187,280.0121,-0.8725,-4.9422,0.4639
72,-38.5098,-47.1856,5.0212,280.1779,-0.8873,-4.9422,0.4639
71,-38.4309,-47.7538,5.0237,280.3448,-0.9021,-4.9421,0.4639
70,-38.3506,-48.3212,5.0263,280.5128,-0.9171,-4.9419,0.4639
69,-38.4187,-48.8096,4.8404,277.0058,-0.5904,-4.8043,0.4535
68,-38.4878,-49.2996,4.6769,273.1771,-0.2592,-4.6697,0.4463
67,-38.6610,-49.5856,4.1902,265.6830,0.3154,-4.1783,0.4190
66,-38.8797,-49.7845,3.6694,254.2782,0.9943,-3.5321,0.3976
65,-39.0998,-49.9842,3.3355,239.8661,1.6745,-2.8847,0.3969
64,-39.3213,-50.1847,3.1177,229.6147,2.0200,-2.3747,0.3928
63,-39.5441,-50.3861,3.0105,218.2487,2.3643,-1.8637,0.3969
62,-39.7682,-50.5883,3.0114,214.6348,2.4778,-1.7115,0.3997
61,-39.9937,-50.7914,3.0248,214.5034,2.4927,-1.7134,0.3997
60,-40.2205,-50.9953,3.0380,214.3749,2.5075,-1.7153,0.3997
59,-40.3032,-51.1968,2.7884,217.9839,2.1977,-1.7161,0.3793
58,-40.3869,-51.3989,2.5510,222.2783,1.8875,-1.7161,0.3600
57,-40.4717,-51.6015,2.3300,227.4156,1.5766,-1.7155,0.3423
56,-40.5576,-51.8048,2.1306,233.5673,1.2653,-1.7142,0.3262
55,-40.6453,-52.0747,2.0592,242.3279,0.9563,-1.8237,0.3294
54,-40.7348,-52.3528,2.1797,243.4967,0.9727,-1.9507,0.3488
53,-40.8258,-52.6318,2.3017,244.5192,0.9902,-2.0778,0.3682
52,-40.9183,-52.9117,2.4249,245.4163,1.0088,-2.2051,0.3877
51,-41.0124,-53.1926,2.5493,246.2052,1.0285,-2.3326,0.4072
50,-41.1081,-53.4744,2.5718,245.9963,1.0462,-2.3494,0.4091
49,-41.2165,-53.7448,2.5740,244.9827,1.0885,-2.3325,0.4108
48,-41.3266,-54.0162,2.5772,243.9670,1.1311,-2.3158,0.4126
47,-41.3187,-54.3464,2.5663,249.3478,0.9051,-2.4014,0.3932
46,-41.2986,-54.6839,2.5798,255.4616,0.6476,-2.4972,0.3735
45,-41.2794,-55.0220,2.6207,261.4777,0.3884,-2.5918,0.3562
44,-41.2610,-55.3610,2.7076,267.8375,0.1022,-2.7056,0.3412
43,-41.2435,-55.7007,2.8241,273.7800,-0.1862,-2.8180,0.3303
42,-41.2269,-56.0411,2.8431,274.1623,-0.2064,-2.8356,0.3294
41,-41.2112,-56.3823,2.8495,273.9585,-0.1967,-2.8427,0.3294
40,-41.1951,-56.7320,2.8690,273.7963,-0.1900,-2.8627,0.3305
39,-41.1660,-56.7998,2.4191,274.8127,-0.2030,-2.4106,0.3477
38,-41.1410,-56.8703,1.9728,276.1891,-0.2127,-1.9613,0.3798
37,-41.1202,-56.9432,1.5304,278.2278,-0.2190,-1.5147,0.4237
36,-41.1035,-57.0186,1.0932,281.7071,-0.2218,-1.0705,0.4759
35,-41.0911,-57.0963,0.6533,289.5451,-0.2186,-0.6157,0.5336
34,-41.0829,-57.1764,0.6581,285.1229,-0.1717,-0.6353,0.5336
33,-41.0775,-57.2584,0.6664,281.0502,-0.1277,-0.6540,0.5324
32,-41.0635,-57.3413,0.6798,279.5415,-0.1127,-0.6704,0.5203
31,-41.0533,-57.4262,0.6932,278.1652,-0.0985,-0.6862,0.5081
30,-41.0469,-57.5131,0.7065,276.9134,-0.0850,-0.7014,0.4959
29,-40.9132,-57.8827,1.2456,286.8245,-0.3605,-1.1923,0.4396
28,-40.7806,-58.2521,1.7974,291.0032,-0.6442,-1.6780,0.3943
27,-40.6492,-58.6214,2.3447,292.8224,-0.9095,-2.1611,0.3710
26,-40.5188,-58.9905,2.8931,294.1695,-1.1845,-2.6394,0.3614
25,-40.3895,-59.3596,3.4423,295.2690,-1.4694,-3.1129,0.3666
24,-40.2614,-59.7285,3.4417,295.0444,-1.4569,-3.1181,0.3666
23,-40.1344,-60.0974,3.4412,294.8189,-1.4445,-3.1234,0.3666
22,-40.0085,-60.4662,3.4408,294.5925,-1.4319,-3.1287,0.3666
21,-39.8837,-60.8350,3.4404,294.3653,-1.4194,-3.1340,0.3666
20,-39.7642,-61.2007,3.4316,294.0340,-1.3976,-3.1341,0.3661
19,-39.5166,-61.6210,3.6332,297.3085,-1.6669,-3.2283,0.3727
18,-39.2688,-62.0391,3.8439,300.2998,-1.9393,-3.3188,0.3817
17,-39.0207,-62.4551,4.0626,303.0393,-2.2150,-3.4057,0.3930
16,-38.7723,-62.8690,4.2885,305.5558,-2.4937,-3.4889,0.4063
15,-38.5238,-63.2808,4.5305,307.9269,-2.7847,-3.5736,0.4222
14,-38.2750,-63.6906,4.5277,307.9873,-2.7867,-3.5685,0.4222
13,-38.0262,-64.0985,4.5249,308.0433,-2.7885,-3.5636,0.4222
12,-37.7771,-64.5044,4.5221,308.0947,-2.7900,-3.5589,0.4222
11,-37.5280,-64.9085,4.5193,308.1418,-2.7912,-3.5544,0.4222
10,-37.3267,-65.2318,4.3407,308.1733,-2.6828,-3.4124,0.4080
9,-37.0719,-65.2498,3.8371,314.2798,-2.6789,-2.7472,0.3922
8,-36.8197,-65.2707,3.3927,322.0620,-2.6758,-2.0859,0.3970
7,-36.5702,-65.2947,3.0308,331.8796,-2.6730,-1.4285,0.4217
6,-36.3235,-65.3216,2.7808,343.8187,-2.6707,-0.7750,0.4632
5,-36.0794,-65.3513,2.7853,354.5077,-2.7725,-0.2666,0.5194
4,-35.8381,-65.3837,2.7575,353.9072,-2.7419,-0.2927,0.5194
3,-35.5996,-65.4189,2.7297,353.3026,-2.7110,-0.3184,0.5194
2,-35.3639,-65.4568,2.7018,352.6934,-2.6798,-0.3436,0.5194
1,-35.1311,-65.4972,2.6738,352.0797,-2.6483,-0.3684,0.5194
0,-34.9011,-65.5402,2.6458,351.4612,-2.6165,-0.3928,0.5194
