Time (Ma),Lat,Lon,V mag (cm/yr),V azimuth (°),V colat (cm/yr),V lon (cm/yr),Ang V (°/Ma)
147,-24.6081,27.2012,0.2857,299.9405,-0.1426,-0.2476,0.1354
146,-24.3578,27.3003,1.5128,14.4621,-1.4648,0.3778,0.1369
145,-24.1071,27.3985,2.9625,19.5914,-2.7910,0.9934,0.2843
144,-23.8563,27.4958,2.9625,19.4519,-2.7934,0.9866,0.2843
143,-23.6053,27.5923,2.9625,19.3131,-2.7958,0.9798,0.2843
142,-23.3540,27.6879,2.9625,19.1750,-2.7982,0.9731,0.2843
141,-23.1025,27.7827,2.9625,19.0377,-2.8005,0.9663,0.2843
140,-22.8509,27.8767,2.9625,18.9011,-2.8028,0.9597,0.2843
139,-22.6048,27.9924,2.9658,19.6207,-2.7936,0.9959,0.2946
138,-22.3582,28.1066,2.9699,20.3133,-2.7852,1.0310,0.3067
137,-22.1111,28.2194,2.9746,20.9787,-2.7775,1.0650,0.3206
136,-21.8635,28.3307,2.9800,21.6165,-2.7704,1.0978,0.3358
135,-21.6155,28.4406,2.9859,22.2265,-2.7641,1.1295,0.3524
134,-21.3669,28.5490,2.9859,21.9582,-2.7693,1.1165,0.3524
133,-21.1179,28.6560,2.9859,21.6908,-2.7745,1.1036,0.3524
132,-20.8684,28.7615,2.9859,21.4245,-2.7796,1.0907,0.3524
131,-20.6185,28.8657,2.9859,21.1590,-2.7846,1.0778,0.3524
130,-20.3682,28.9684,2.9859,20.8944,-2.7896,1.0649,0.3524
129,-20.1452,29.0582,2.9195,20.6465,-2.7320,1.0294,0.3443
128,-19.9218,29.1470,2.8530,20.3989,-2.6741,0.9944,0.3361
127,-19.6981,29.2346,2.7866,20.1518,-2.6160,0.9600,0.3280
126,-19.4741,29.3211,2.7201,19.9050,-2.5576,0.9261,0.3198
125,-19.2498,29.4066,2.6537,19.6586,-2.4990,0.8927,0.3117
124,-19.0251,29.4910,2.6537,19.4302,-2.5026,0.8828,0.3117
123,-18.8002,29.5744,2.6537,19.2024,-2.5061,0.8728,0.3117
122,-18.5749,29.6567,2.6537,18.9752,-2.5095,0.8629,0.3117
121,-18.3493,29.7379,2.6537,18.7487,-2.5129,0.8529,0.3117
120,-18.1234,29.8181,2.6537,18.5228,-2.5162,0.8430,0.3117
119,-18.0017,29.9026,2.4388,20.1980,-2.2888,0.8420,0.3283
118,-17.8793,29.9861,2.2273,22.2087,-2.0621,0.8419,0.3509
117,-17.7563,30.0685,2.0201,24.6510,-1.8360,0.8426,0.3784
116,-17.6327,30.1498,1.8184,27.6576,-1.6107,0.8441,0.4098
115,-17.5085,30.2300,1.6240,31.4128,-1.3860,0.8464,0.4443
114,-17.3837,30.3092,1.6240,30.9693,-1.3925,0.8357,0.4443
113,-17.2583,30.3874,1.6240,30.5264,-1.3989,0.8249,0.4443
112,-17.1323,30.4644,1.6240,30.0839,-1.4052,0.8140,0.4443
111,-17.0058,30.5404,1.6240,29.6419,-1.4114,0.8032,0.4443
110,-16.8787,30.6153,1.6240,29.2003,-1.4176,0.7923,0.4443
109,-16.6901,30.7105,1.7646,27.8003,-1.5610,0.8230,0.4648
108,-16.5007,30.8037,1.9058,26.5457,-1.7049,0.8517,0.4854
107,-16.3104,30.8951,2.0474,25.4069,-1.8494,0.8784,0.5061
106,-16.1194,30.9844,2.1894,24.3620,-1.9945,0.9031,0.5268
105,-15.9275,31.0719,2.3317,23.3942,-2.1400,0.9258,0.5476
104,-15.7349,31.1574,2.3317,22.8649,-2.1485,0.9060,0.5476
103,-15.5415,31.2410,2.3317,22.3365,-2.1567,0.8861,0.5476
102,-15.3474,31.3227,2.3317,21.8088,-2.1648,0.8662,0.5476
101,-15.1526,31.4024,2.3317,21.2819,-2.1727,0.8463,0.5476
100,-14.9571,31.4802,2.3317,20.7558,-2.1804,0.8263,0.5476
99,-14.8736,31.5355,2.0824,21.6625,-1.9354,0.7687,0.5280
98,-14.7898,31.5900,1.8342,22.8870,-1.6898,0.7133,0.5090
97,-14.7055,31.6438,1.5875,24.5758,-1.4436,0.6602,0.4906
96,-14.6208,31.6970,1.3431,26.9790,-1.1969,0.6093,0.4729
95,-14.5357,31.7494,1.1029,30.5558,-0.9497,0.5607,0.4561
94,-14.4501,31.8010,1.1029,30.0977,-0.9542,0.5531,0.4561
93,-14.3642,31.8520,1.1029,29.6398,-0.9586,0.5454,0.4561
92,-14.2779,31.9022,1.1029,29.1822,-0.9629,0.5377,0.4561
91,-14.1912,31.9517,1.1029,28.7249,-0.9671,0.5300,0.4561
90,-14.1042,32.0004,1.1029,28.2678,-0.9713,0.5223,0.4561
89,-14.1474,32.0265,0.8312,34.7356,-0.6831,0.4736,0.4286
88,-14.1905,32.0528,0.5809,47.2337,-0.3945,0.4265,0.4023
87,-14.2335,32.0795,0.3952,74.5273,-0.1054,0.3809,0.3774
86,-14.2762,32.1064,0.3838,118.6474,0.1840,0.3368,0.3543
85,-14.3189,32.1335,0.5577,148.1560,0.4738,0.2943,0.3333
84,-14.3614,32.1609,0.5577,147.8196,0.4721,0.2970,0.3333
83,-14.4037,32.1886,0.5577,147.4832,0.4703,0.2998,0.3333
82,-14.4459,32.2165,0.5577,147.1467,0.4685,0.3026,0.3333
81,-14.4879,32.2447,0.5577,146.8101,0.4667,0.3053,0.3333
80,-14.5297,32.2732,0.5577,146.4734,0.4649,0.3080,0.3333
79,-14.4849,32.2891,0.3899,134.1112,0.2714,0.2799,0.2938
78,-14.4400,32.3049,0.2635,107.2208,0.0780,0.2516,0.2550
77,-14.3951,32.3205,0.2512,62.6983,-0.1152,0.2232,0.2172
76,-14.3501,32.3361,0.3645,32.2616,-0.3082,0.1946,0.1811
75,-14.3051,32.3515,0.5277,18.3060,-0.5010,0.1658,0.1481
74,-14.2601,32.3668,0.5277,18.1619,-0.5015,0.1645,0.1481
73,-14.2151,32.3820,0.5277,18.0179,-0.5019,0.1632,0.1481
72,-14.1700,32.3971,0.5277,17.8739,-0.5023,0.1620,0.1481
71,-14.1248,32.4120,0.5277,17.7300,-0.5027,0.1607,0.1481
70,-14.0796,32.4269,0.5277,17.5860,-0.5031,0.1595,0.1481
69,-13.9314,32.4612,0.7597,15.1074,-0.7334,0.1980,0.1867
68,-13.7830,32.4946,0.9922,13.6565,-0.9641,0.2343,0.2257
67,-13.6344,32.5272,1.2250,12.6493,-1.1953,0.2683,0.2649
66,-13.4857,32.5589,1.4580,11.8735,-1.4268,0.3000,0.3041
65,-13.3367,32.5897,1.6911,11.2339,-1.6587,0.3295,0.3434
64,-13.1877,32.6197,1.6911,10.9190,-1.6605,0.3203,0.3434
63,-13.0384,32.6488,1.6911,10.6045,-1.6622,0.3112,0.3434
62,-12.8890,32.6771,1.6911,10.2901,-1.6639,0.3021,0.3434
61,-12.7395,32.7045,1.6911,9.9761,-1.6655,0.2930,0.3434
60,-12.5898,32.7311,1.6911,9.6623,-1.6671,0.2838,0.3434
59,-12.4456,32.7456,1.6747,8.6852,-1.6555,0.2529,0.3164
58,-12.3013,32.7598,1.6588,7.7197,-1.6438,0.2228,0.2900
57,-12.1570,32.7735,1.6433,6.7664,-1.6318,0.1936,0.2642
56,-12.0126,32.7868,1.6282,5.8262,-1.6197,0.1653,0.2394
55,-11.8682,32.7996,1.6134,4.8998,-1.6075,0.1378,0.2158
54,-11.7238,32.8121,1.6134,4.7373,-1.6079,0.1332,0.2158
53,-11.5794,32.8241,1.6134,4.5750,-1.6083,0.1287,0.2158
52,-11.4349,32.8357,1.6134,4.4128,-1.6086,0.1241,0.2158
51,-11.2903,32.8468,1.6134,4.2506,-1.6090,0.1196,0.2158
50,-11.1458,32.8576,1.6134,4.0886,-1.6093,0.1150,0.2158
49,-10.9860,32.8687,1.6473,3.8905,-1.6435,0.1118,0.2197
48,-10.8262,32.8793,1.6811,3.6943,-1.6776,0.1083,0.2235
47,-10.6664,32.8894,1.7150,3.5000,-1.7118,0.1047,0.2274
46,-10.5065,32.8990,1.7488,3.3075,-1.7459,0.1009,0.2312
45,-10.3466,32.9081,1.7827,3.1166,-1.7801,0.0969,0.2351
44,-10.1867,32.9167,1.7827,2.9430,-1.7804,0.0915,0.2351
43,-10.0268,32.9248,1.7827,2.7696,-1.7806,0.0861,0.2351
42,-9.8668,32.9324,1.7827,2.5962,-1.7809,0.0808,0.2351
41,-9.7068,32.9395,1.7827,2.4229,-1.7811,0.0754,0.2351
40,-9.5468,32.9461,1.7827,2.2498,-1.7813,0.0700,0.2351
39,-8.9787,32.9467,2.6903,0.9735,-2.6900,0.0457,0.2965
38,-8.4106,32.9456,3.5985,0.2990,-3.5985,0.0188,0.3659
37,-7.8425,32.9428,4.5070,359.8628,-4.5070,-0.0108,0.4396
36,-7.2744,32.9383,5.4155,359.5450,-5.4153,-0.0430,0.5156
35,-6.7063,32.9321,6.3241,359.2947,-6.3236,-0.0778,0.5931
34,-6.1383,32.9242,6.3241,359.1251,-6.3233,-0.0966,0.5931
33,-5.5703,32.9147,6.3241,358.9556,-6.3230,-0.1153,0.5931
32,-5.0023,32.9034,6.3241,358.7862,-6.3227,-0.1340,0.5931
31,-4.4343,32.8905,6.3241,358.6167,-6.3222,-0.1527,0.5931
30,-3.8664,32.8759,6.3241,358.4473,-6.3218,-0.1714,0.5931
29,-3.6436,32.8698,5.5554,358.3956,-5.5532,-0.1555,0.5196
28,-3.4209,32.8636,4.7868,358.3472,-4.7848,-0.1381,0.4462
27,-3.1981,32.8572,4.0181,358.3040,-4.0163,-0.1189,0.3729
26,-2.9754,32.8506,3.2494,358.2697,-3.2480,-0.0981,0.2997
25,-2.7526,32.8439,2.4808,358.2527,-2.4796,-0.0756,0.2268
24,-2.5299,32.8370,2.4808,358.2110,-2.4796,-0.0774,0.2268
23,-2.3071,32.8300,2.4808,358.1692,-2.4795,-0.0793,0.2268
22,-2.0844,32.8228,2.4808,358.1274,-2.4795,-0.0811,0.2268
21,-1.8617,32.8154,2.4808,358.0855,-2.4794,-0.0829,0.2268
20,-1.6389,32.8079,2.4808,358.0437,-2.4793,-0.0847,0.2268
19,-1.5419,32.8075,2.2007,358.2656,-2.1997,-0.0666,0.1980
18,-1.4448,32.8074,1.9206,358.5532,-1.9200,-0.0485,0.1738
17,-1.3477,32.8075,1.6405,358.9400,-1.6403,-0.0304,0.1563
16,-1.2506,32.8077,1.3605,359.4873,-1.3605,-0.0122,0.1480
15,-1.1535,32.8082,1.0807,0.3198,-1.0807,0.0060,0.1504
14,-1.0565,32.8088,1.0807,0.4346,-1.0807,0.0082,0.1504
13,-0.9594,32.8096,1.0807,0.5494,-1.0807,0.0104,0.1504
12,-0.8623,32.8107,1.0807,0.6642,-1.0806,0.0125,0.1504
11,-0.7652,32.8119,1.0807,0.7790,-1.0806,0.0147,0.1504
10,-0.6682,32.8133,1.0807,0.8938,-1.0806,0.0169,0.1504
9,-0.1894,32.8116,1.9305,0.5284,-1.9304,0.0178,0.2215
8,0.2894,32.8118,2.7803,0.5005,-2.7802,0.0243,0.2970
7,0.7682,32.8139,3.6302,0.5732,-3.6300,0.0363,0.3743
6,1.2470,32.8179,4.4800,0.6892,-4.4797,0.0539,0.4524
5,1.7257,32.8239,5.3298,0.8279,-5.3293,0.0770,0.5310
4,2.2044,32.8318,5.3298,1.0578,-5.3289,0.0984,0.5310
3,2.6831,32.8416,5.3298,1.2878,-5.3285,0.1198,0.5310
2,3.1618,32.8533,5.3298,1.5180,-5.3280,0.1412,0.5310
1,3.6404,32.8670,5.3298,1.7485,-5.3274,0.1626,0.5310
0,4.1189,32.8826,5.3298,1.9791,-5.3267,0.1841,0.5310
