Time (Ma),Lat,Lon,V mag (cm/yr),V azimuth (°),V colat (cm/yr),V lon (cm/yr),Ang V (°/Ma)
174,-51.4849,-15.4318,3.9677,296.3595,-1.7617,-3.5552,0.4754
173,-51.3247,-15.9422,3.9677,297.0730,-1.8058,-3.5330,0.4754
172,-51.1605,-16.4476,3.9677,297.7816,-1.8494,-3.5104,0.4754
171,-50.9924,-16.9478,3.9677,298.4854,-1.8923,-3.4874,0.4754
170,-50.8205,-17.4430,3.9677,299.1842,-1.9347,-3.4640,0.4754
169,-50.7877,-17.6917,3.5178,297.7556,-1.6382,-3.1130,0.4216
168,-50.7541,-17.9399,3.0715,295.8132,-1.3375,-2.7651,0.3681
167,-50.7195,-18.1876,2.6312,293.1037,-1.0325,-2.4201,0.3150
166,-50.6840,-18.4348,2.2005,289.1880,-0.7233,-2.0783,0.2626
165,-50.6476,-18.6815,1.7872,283.2584,-0.4099,-1.7396,0.2114
164,-50.6104,-18.9277,1.7872,283.5863,-0.4198,-1.7372,0.2114
163,-50.5722,-19.1734,1.7872,283.9136,-0.4297,-1.7348,0.2114
162,-50.5332,-19.4185,1.7872,284.2404,-0.4396,-1.7323,0.2114
161,-50.4932,-19.6630,1.7872,284.5667,-0.4495,-1.7298,0.2114
160,-50.4524,-19.9070,1.7872,284.8924,-0.4593,-1.7272,0.2114
159,-50.3036,-20.6067,2.4760,287.1386,-0.7296,-2.3660,0.2935
158,-50.1474,-21.3004,3.1656,288.8133,-1.0208,-2.9964,0.3757
157,-49.9840,-21.9876,3.8556,290.2195,-1.3326,-3.6180,0.4579
156,-49.8135,-22.6682,4.5460,291.4763,-1.6644,-4.2304,0.5401
155,-49.6359,-23.3420,5.2367,292.6402,-2.0158,-4.8332,0.6223
154,-49.4514,-24.0089,5.2367,293.5549,-2.0927,-4.8004,0.6223
153,-49.2600,-24.6686,5.2367,294.4629,-2.1685,-4.7666,0.6223
152,-49.0618,-25.3211,5.2367,295.3638,-2.2432,-4.7319,0.6223
151,-48.8570,-25.9661,5.2367,296.2576,-2.3168,-4.6963,0.6223
150,-48.6456,-26.6035,5.2367,297.1442,-2.3891,-4.6599,0.6223
149,-48.5647,-26.4400,4.0621,300.9821,-2.0911,-3.4826,0.5393
148,-48.4825,-26.2769,2.9230,307.8850,-1.7949,-2.3069,0.4673
147,-48.3989,-26.1144,1.8803,322.9478,-1.5007,-1.1330,0.4120
146,-48.3141,-25.9524,1.2089,1.8579,-1.2083,0.0392,0.3806
145,-48.2279,-25.7909,1.5183,52.8113,-0.9177,1.2096,0.3789
144,-48.0673,-25.7317,1.5251,44.1413,-1.0945,1.0621,0.4089
143,-47.9055,-25.6735,1.5660,35.7041,-1.2717,0.9139,0.4402
142,-47.7425,-25.6163,1.6388,27.8237,-1.4493,0.7649,0.4723
141,-47.5782,-25.5602,1.7398,20.7046,-1.6275,0.6151,0.5052
140,-47.4127,-25.5050,1.8648,14.4247,-1.8061,0.4645,0.5386
139,-47.3512,-25.4042,1.6682,18.2242,-1.5845,0.5217,0.5192
138,-47.2886,-25.3042,1.4813,23.0484,-1.3630,0.5799,0.5003
137,-47.2247,-25.2050,1.3083,29.2461,-1.1415,0.6392,0.4820
136,-47.1597,-25.1066,1.1558,37.2437,-0.9201,0.6995,0.4645
135,-47.0935,-25.0090,1.0329,47.4384,-0.6986,0.7608,0.4477
134,-47.0261,-24.9122,1.0384,46.7142,-0.7120,0.7559,0.4472
133,-46.9575,-24.8162,1.0440,45.9994,-0.7252,0.7510,0.4468
132,-46.8878,-24.7210,1.0497,45.2941,-0.7384,0.7461,0.4463
131,-46.8169,-24.6266,1.0555,44.5982,-0.7516,0.7411,0.4458
130,-46.7448,-24.5331,1.0614,43.9118,-0.7646,0.7361,0.4454
129,-46.6642,-24.4834,1.0372,39.9663,-0.7949,0.6662,0.4496
128,-46.5825,-24.4344,1.0180,35.8656,-0.8250,0.5964,0.4539
127,-46.4998,-24.3859,1.0041,31.6430,-0.8549,0.5268,0.4584
126,-46.4160,-24.3381,0.9957,27.3386,-0.8845,0.4573,0.4630
125,-46.3312,-24.2909,0.9929,22.9983,-0.9140,0.3879,0.4677
124,-46.1345,-24.5726,1.1872,354.5117,-1.1818,-0.1136,0.4530
123,-45.9662,-24.7547,1.4580,341.2646,-1.3807,-0.4683,0.3872
122,-45.7976,-24.9365,1.7792,332.4104,-1.5768,-0.8240,0.3297
121,-45.6285,-25.1179,2.1278,326.2979,-1.7702,-1.1806,0.2857
120,-45.4709,-25.4334,2.6080,317.9270,-1.9359,-1.7476,0.2570
119,-45.5521,-25.8742,2.3994,303.1341,-1.3115,-2.0092,0.2163
118,-45.6353,-26.3170,2.5344,287.2530,-0.7517,-2.4203,0.2424
117,-45.7204,-26.7617,2.8404,273.7500,-0.1858,-2.8343,0.2950
116,-45.8075,-27.2085,3.2740,263.2280,0.3861,-3.2511,0.3625
115,-45.8965,-27.6573,3.5863,254.8686,0.9361,-3.4619,0.4045
114,-45.9873,-28.1081,3.6019,254.5920,0.9570,-3.4725,0.4045
113,-46.0799,-28.5611,3.6176,254.3248,0.9774,-3.4830,0.4045
112,-46.1743,-29.0162,3.6333,254.0672,0.9974,-3.4937,0.4045
111,-46.2704,-29.4734,3.6489,253.8191,1.0168,-3.5044,0.4045
110,-46.3682,-29.9328,3.6646,253.5805,1.0359,-3.5151,0.4045
109,-46.5155,-30.2984,3.5711,250.9480,1.1657,-3.3755,0.4050
108,-46.6657,-30.6663,3.4869,248.1502,1.2977,-3.2364,0.4067
107,-46.8189,-31.0366,3.4129,245.1917,1.4320,-3.0979,0.4094
106,-46.9748,-31.4093,3.3498,242.0819,1.5684,-2.9600,0.4131
105,-47.1336,-31.7844,3.2987,238.8350,1.7071,-2.8226,0.4180
104,-47.2952,-32.1620,3.3238,238.4698,1.7382,-2.8331,0.4180
103,-47.4594,-32.5421,3.3489,238.1171,1.7689,-2.8437,0.4180
102,-47.6264,-32.9248,3.3740,237.7770,1.7990,-2.8543,0.4180
101,-47.7960,-33.3101,3.3989,237.4493,1.8287,-2.8650,0.4180
100,-47.9682,-33.6981,3.4237,237.1338,1.8580,-2.8757,0.4180
99,-48.1311,-34.2365,3.6223,239.1929,1.8552,-3.1112,0.4189
98,-48.2947,-34.7784,3.8222,241.1107,1.8466,-3.3465,0.4215
97,-48.4587,-35.3240,4.0231,242.9091,1.8321,-3.5817,0.4258
96,-48.6231,-35.8731,4.2249,244.6060,1.8118,-3.8166,0.4318
95,-48.7892,-36.4210,4.4217,246.1438,1.7883,-4.0439,0.4380
94,-48.9555,-36.9725,4.4304,246.1098,1.7943,-4.0509,0.4368
93,-49.1219,-37.5277,4.4389,246.0880,1.7993,-4.0579,0.4356
92,-49.2884,-38.0868,4.4472,246.0783,1.8033,-4.0652,0.4344
91,-49.4548,-38.6497,4.4551,246.0808,1.8063,-4.0725,0.4332
90,-49.6211,-39.2165,4.4681,246.1665,1.8055,-4.0871,0.4332
89,-49.7164,-39.9695,4.6660,249.5108,1.6332,-4.3708,0.4412
88,-49.8078,-40.7255,4.8721,252.6746,1.4509,-4.6510,0.4520
87,-49.8952,-41.4844,5.0857,255.6732,1.2585,-4.9275,0.4652
86,-49.9787,-42.2460,5.3061,258.5209,1.0560,-5.2000,0.4808
85,-50.0581,-43.0103,5.5329,261.2313,0.8435,-5.4682,0.4985
84,-50.1333,-43.7771,5.5352,261.7174,0.7974,-5.4775,0.4985
83,-50.2324,-44.5238,5.5144,261.4597,0.8189,-5.4533,0.4980
82,-50.3568,-45.2521,5.4745,260.4200,0.9111,-5.3982,0.4991
81,-50.4787,-45.9852,5.4402,259.3391,1.0064,-5.3463,0.5029
80,-50.5980,-46.7230,5.4115,258.2198,1.1048,-5.2976,0.5094
79,-50.5159,-47.3668,5.1727,261.4418,0.7698,-5.1151,0.5004
78,-50.4323,-48.0097,4.9737,265.7041,0.3726,-4.9597,0.4904
77,-50.3472,-48.6516,4.8290,271.0596,-0.0893,-4.8282,0.4782
76,-50.2604,-49.2925,4.7214,276.6759,-0.5489,-4.6893,0.4693
75,-50.1722,-49.9324,4.6534,282.4851,-1.0060,-4.5433,0.4639
74,-50.0824,-50.5713,4.6581,282.6882,-1.0231,-4.5443,0.4639
73,-49.9910,-51.2091,4.6628,282.8921,-1.0403,-4.5452,0.4639
72,-49.8980,-51.8458,4.6675,283.0967,-1.0576,-4.5461,0.4639
71,-49.8034,-52.4813,4.6722,283.3020,-1.0750,-4.5468,0.4639
70,-49.7073,-53.1157,4.6769,283.5080,-1.0924,-4.5475,0.4639
69,-49.7696,-53.6366,4.4481,279.6420,-0.7450,-4.3853,0.4535
68,-49.8325,-54.1604,4.2459,275.3158,-0.3934,-4.2276,0.4463
67,-50.0113,-54.4354,3.7180,266.4705,0.2289,-3.7110,0.4190
66,-50.2405,-54.6042,3.1886,252.3578,0.9664,-3.0387,0.3976
65,-50.4709,-54.7742,2.9159,234.2296,1.7045,-2.3659,0.3969
64,-50.7024,-54.9457,2.7908,221.6600,2.0850,-1.8551,0.3928
63,-50.9350,-55.1186,2.8064,208.5959,2.4640,-1.3432,0.3969
62,-51.1687,-55.2929,2.8478,204.7517,2.5861,-1.1923,0.3997
61,-51.4036,-55.4687,2.8607,204.7237,2.5985,-1.1965,0.3997
60,-51.6395,-55.6459,2.8736,204.6980,2.6107,-1.2007,0.3997
59,-51.7297,-55.8152,2.5889,207.5222,2.2959,-1.1963,0.3793
58,-51.8210,-55.9855,2.3113,211.0186,1.9808,-1.1910,0.3600
57,-51.9132,-56.1566,2.0439,215.4318,1.6654,-1.1849,0.3423
56,-52.0063,-56.3287,1.7913,221.1115,1.3497,-1.1779,0.3262
55,-52.1031,-56.5575,1.6235,230.1422,1.0405,-1.2463,0.3294
54,-52.2015,-56.7940,1.7047,231.5630,1.0597,-1.3353,0.3488
53,-52.3014,-57.0318,1.7876,232.8327,1.0800,-1.4245,0.3682
52,-52.4026,-57.2710,1.8720,233.9688,1.1012,-1.5139,0.3877
51,-52.5052,-57.5116,1.9578,234.9865,1.1233,-1.6035,0.4072
50,-52.6091,-57.7536,1.9786,234.8418,1.1393,-1.6176,0.4091
49,-52.7267,-57.9789,1.9877,233.5109,1.1820,-1.5981,0.4108
48,-52.8458,-58.2057,1.9981,232.1902,1.2249,-1.5786,0.4126
47,-52.8384,-58.5333,1.9628,240.0005,0.9814,-1.6998,0.3932
46,-52.8175,-58.8731,1.9657,249.0014,0.7044,-1.8352,0.3735
45,-52.7975,-59.2142,2.0146,257.7968,0.4258,-1.9690,0.3562
44,-52.7784,-59.5564,2.1288,266.8258,0.1179,-2.1256,0.3412
43,-52.7600,-59.8999,2.2883,274.8158,-0.1921,-2.2802,0.3303
42,-52.7425,-60.2446,2.3138,275.3340,-0.2151,-2.3038,0.3294
41,-52.7257,-60.5905,2.3221,275.0943,-0.2062,-2.3130,0.3294
40,-52.7084,-60.9463,2.3425,274.9130,-0.2006,-2.3339,0.3305
39,-52.7057,-60.8524,1.7543,275.0323,-0.1539,-1.7475,0.3477
38,-52.7061,-60.7617,1.1681,275.3360,-0.1086,-1.1630,0.3798
37,-52.7094,-60.6741,0.5839,276.3622,-0.0647,-0.5803,0.4237
36,-52.7159,-60.5895,0.0220,2.3219,-0.0219,0.0009,0.4759
35,-52.7255,-60.5077,0.5928,92.1791,0.0225,0.5924,0.5336
34,-52.7382,-60.4287,0.5760,95.7171,0.0574,0.5731,0.5336
33,-52.7525,-60.3541,0.5592,99.1578,0.0890,0.5521,0.5324
32,-52.7549,-60.2980,0.5171,99.8468,0.0884,0.5095,0.5203
31,-52.7604,-60.2445,0.4755,100.6219,0.0876,0.4673,0.5081
30,-52.7689,-60.1935,0.4343,101.5037,0.0866,0.4256,0.4959
29,-52.6338,-60.5701,0.3008,319.5873,-0.2290,-0.1950,0.4396
28,-52.4997,-60.9462,0.9783,304.3864,-0.5525,-0.8073,0.3943
27,-52.3668,-61.3220,1.6333,301.4932,-0.8532,-1.3927,0.3710
26,-52.2351,-61.6975,2.2905,300.5372,-1.1638,-1.9728,0.3614
25,-52.1044,-62.0726,2.9484,300.2240,-1.4842,-2.5476,0.3666
24,-51.9749,-62.4475,2.9467,299.9576,-1.4715,-2.5530,0.3666
23,-51.8466,-62.8221,2.9452,299.6897,-1.4588,-2.5585,0.3666
22,-51.7194,-63.1964,2.9437,299.4204,-1.4460,-2.5641,0.3666
21,-51.5933,-63.5705,2.9424,299.1498,-1.4332,-2.5698,0.3666
20,-51.4726,-63.9407,2.9321,298.7670,-1.4111,-2.5702,0.3661
19,-51.2195,-64.3971,3.1778,302.1183,-1.6895,-2.6915,0.3727
18,-50.9661,-64.8497,3.4309,305.0681,-1.9712,-2.8081,0.3817
17,-50.7126,-65.2987,3.6903,307.6880,-2.2561,-2.9203,0.3930
16,-50.4589,-65.7441,3.9548,310.0351,-2.5440,-3.0280,0.4063
15,-50.2050,-66.1859,4.2339,312.2039,-2.8442,-3.1363,0.4222
14,-49.9510,-66.6244,4.2292,312.2855,-2.8455,-3.1288,0.4222
13,-49.6970,-67.0596,4.2244,312.3613,-2.8464,-3.1215,0.4222
12,-49.4429,-67.4915,4.2196,312.4313,-2.8470,-3.1144,0.4222
11,-49.1887,-67.9203,4.2148,312.4957,-2.8473,-3.1077,0.4222
10,-48.9851,-68.2504,4.0312,312.6658,-2.7320,-2.9642,0.4080
9,-48.7487,-68.1181,3.4435,320.9785,-2.6753,-2.1681,0.3922
8,-48.5140,-67.9904,2.9626,332.3600,-2.6245,-1.3744,0.3970
7,-48.2811,-67.8671,2.6444,347.2624,-2.5793,-0.5831,0.4217
6,-48.0500,-67.7481,2.5479,4.6355,-2.5396,0.2059,0.4632
5,-47.8208,-67.6334,2.7481,18.0101,-2.6135,0.8497,0.5194
4,-47.5934,-67.5227,2.7200,17.6011,-2.5926,0.8225,0.5194
3,-47.3680,-67.4160,2.6917,17.1957,-2.5714,0.7958,0.5194
2,-47.1445,-67.3133,2.6634,16.7938,-2.5498,0.7695,0.5194
1,-46.9229,-67.2143,2.6350,16.3955,-2.5278,0.7438,0.5194
0,-46.7034,-67.1190,2.6065,16.0006,-2.5055,0.7185,0.5194
