Time (Ma),Lat,Lon,V mag (cm/yr),V azimuth (°),V colat (cm/yr),V lon (cm/yr),Ang V (°/Ma)
26,25.5554,9.7106,2.8624,340.1666,-2.6926,-0.9712,0.2997
25,25.7438,9.6413,2.2093,341.5814,-2.0961,-0.6980,0.2268
24,25.9320,9.5713,2.2093,341.4412,-2.0944,-0.7032,0.2268
23,26.1200,9.5008,2.2093,341.3005,-2.0927,-0.7083,0.2268
22,26.3080,9.4296,2.2093,341.1593,-2.0909,-0.7135,0.2268
21,26.4957,9.3578,2.2093,341.0176,-2.0891,-0.7186,0.2268
20,26.6833,9.2853,2.2093,340.8754,-2.0873,-0.7238,0.2268
19,26.8181,9.3217,2.0347,345.5909,-1.9707,-0.5063,0.1980
18,26.9529,9.3584,1.8758,351.1641,-1.8535,-0.2881,0.1738
17,27.0876,9.3953,1.7371,357.7159,-1.7357,-0.0692,0.1563
16,27.2223,9.4324,1.6244,5.3111,-1.6174,0.1504,0.1480
15,27.3569,9.4697,1.5437,13.8926,-1.4985,0.3706,0.1504
14,27.4915,9.5074,1.5437,13.9681,-1.4980,0.3726,0.1504
13,27.6260,9.5452,1.5437,14.0437,-1.4975,0.3746,0.1504
12,27.7605,9.5833,1.5437,14.1196,-1.4970,0.3766,0.1504
11,27.8950,9.6217,1.5437,14.1956,-1.4965,0.3786,0.1504
10,28.0294,9.6603,1.5437,14.2718,-1.4960,0.3805,0.1504
9,28.5599,9.6726,2.4008,7.9403,-2.3778,0.3316,0.2215
8,29.0904,9.6853,3.2718,4.9528,-3.2596,0.2825,0.2970
7,29.6209,9.6983,4.1480,3.2206,-4.1414,0.2330,0.3743
6,30.1514,9.7117,5.0267,2.0903,-5.0233,0.1833,0.4524
5,30.6819,9.7255,5.9068,1.2944,-5.9053,0.1334,0.5310
4,31.2124,9.7396,5.9068,1.3219,-5.9052,0.1363,0.5310
3,31.7428,9.7541,5.9068,1.3497,-5.9051,0.1391,0.5310
2,32.2733,9.7690,5.9068,1.3778,-5.9051,0.1420,0.5310
1,32.8037,9.7843,5.9068,1.4062,-5.9050,0.1450,0.5310
0,33.3342,9.8000,5.9068,1.4349,-5.9049,0.1479,0.5310
