Time (Ma),Lat,Lon,V mag (cm/yr),V azimuth (°),V colat (cm/yr),V lon (cm/yr),Ang V (°/Ma)
142,-0.3306,75.8410,2.3491,10.2275,-2.3118,0.4171,0.2553
141,-0.1588,75.8756,2.1495,10.9585,-2.1103,0.4086,0.2491
140,0.0129,75.9102,1.9502,11.8035,-1.9089,0.3989,0.2448
139,0.2749,75.9143,2.1363,8.9166,-2.1105,0.3311,0.2455
138,0.5369,75.9183,2.3270,6.4842,-2.3121,0.2628,0.2491
137,0.7989,75.9223,2.5212,4.4109,-2.5138,0.1939,0.2552
136,1.0610,75.9261,2.7183,2.6246,-2.7154,0.1245,0.2638
135,1.3232,75.9300,2.9176,1.0704,-2.9171,0.0545,0.2747
134,1.5854,75.9337,2.9180,1.0556,-2.9176,0.0538,0.2747
133,1.8476,75.9374,2.9185,1.0407,-2.9180,0.0530,0.2747
132,2.1099,75.9410,2.9190,1.0259,-2.9185,0.0523,0.2748
131,2.3722,75.9446,2.9194,1.0111,-2.9190,0.0515,0.2748
130,2.6346,75.9481,2.9199,0.9963,-2.9194,0.0508,0.2749
129,2.8562,75.9509,2.8296,0.9786,-2.8292,0.0483,0.2672
128,3.0779,75.9536,2.7393,0.9593,-2.7389,0.0459,0.2595
127,3.2996,75.9562,2.6490,0.9382,-2.6486,0.0434,0.2518
126,3.5214,75.9588,2.5587,0.9152,-2.5583,0.0409,0.2442
125,3.7432,75.9613,2.4684,0.8899,-2.4681,0.0383,0.2366
124,3.5680,75.9412,1.5850,359.4605,-1.5850,-0.0149,0.1706
123,3.3931,75.9195,0.7059,354.1068,-0.7021,-0.0725,0.1231
122,3.2183,75.8962,0.2249,216.6694,0.1804,-0.1343,0.1187
121,3.0436,75.8713,1.0813,190.6818,1.0626,-0.2004,0.1611
120,2.9105,75.6697,1.9639,199.6179,1.8499,-0.6594,0.2260
119,2.8806,75.2716,2.1349,224.4355,1.5244,-1.4947,0.2163
118,2.8488,74.8742,2.6208,242.5774,1.2070,-2.3264,0.2424
117,2.8149,74.4775,3.2797,254.1108,0.8979,-3.1544,0.2950
116,2.7790,74.0814,4.0232,261.4646,0.5971,-3.9786,0.3625
115,2.7411,73.6861,4.4268,264.8781,0.3952,-4.4092,0.4045
114,2.7010,73.2916,4.4211,264.5697,0.4184,-4.4013,0.4045
113,2.6588,72.8979,4.4153,264.2561,0.4419,-4.3931,0.4045
112,2.6144,72.5050,4.4092,263.9374,0.4657,-4.3845,0.4045
111,2.5679,72.1130,4.4030,263.6134,0.4898,-4.3757,0.4045
110,2.5191,71.7218,4.3966,263.2843,0.5141,-4.3664,0.4045
109,2.5720,71.3252,4.3829,265.9614,0.3087,-4.3720,0.4050
108,2.6223,70.9292,4.3793,268.6342,0.1044,-4.3780,0.4067
107,2.6699,70.5339,4.3856,271.2898,-0.0987,-4.3845,0.4094
106,2.7148,70.1393,4.4018,273.9158,-0.3006,-4.3915,0.4131
105,2.7569,69.7454,4.4274,276.5005,-0.5012,-4.3989,0.4180
104,2.7963,69.3524,4.4158,276.1167,-0.4705,-4.3906,0.4180
103,2.8329,68.9602,4.4039,275.7264,-0.4394,-4.3819,0.4180
102,2.8666,68.5688,4.3917,275.3298,-0.4079,-4.3727,0.4180
101,2.8974,68.1784,4.3793,274.9268,-0.3761,-4.3631,0.4180
100,2.9254,67.7890,4.3667,274.5173,-0.3439,-4.3531,0.4180
99,2.8216,67.3960,4.3507,270.3180,-0.0241,-4.3507,0.4189
98,2.7147,67.0050,4.3558,266.0993,0.2963,-4.3457,0.4215
97,2.6047,66.6160,4.3818,261.9000,0.6174,-4.3381,0.4258
96,2.4914,66.2290,4.4287,257.7580,0.9391,-4.3280,0.4318
95,2.3715,65.8533,4.4780,253.5392,1.2689,-4.2945,0.4380
94,2.2485,65.4798,4.4490,252.8521,1.3118,-4.2513,0.4368
93,2.1224,65.1085,4.4201,252.1551,1.3545,-4.2075,0.4356
92,1.9932,64.7393,4.3913,251.4482,1.3971,-4.1631,0.4344
91,1.8608,64.3724,4.3625,250.7313,1.4396,-4.1181,0.4332
90,1.7253,64.0079,4.3509,250.1926,1.4743,-4.0935,0.4332
89,1.4140,63.6539,4.4677,244.9399,1.8924,-4.0472,0.4412
88,1.0999,63.3030,4.6182,239.9941,2.3095,-3.9992,0.4520
87,0.7831,62.9551,4.7988,235.3914,2.7256,-3.9497,0.4652
86,0.4637,62.6102,5.0063,231.1464,3.1406,-3.8987,0.4808
85,0.1416,62.2683,5.2373,227.2570,3.5546,-3.8463,0.4985
84,-0.1832,61.9294,5.2329,226.7725,3.5840,-3.8129,0.4985
83,-0.4365,61.5334,5.2174,228.6125,3.4495,-3.9144,0.4980
82,-0.6191,61.0792,5.2142,232.7918,3.1531,-4.1528,0.4991
81,-0.8055,60.6271,5.2418,236.9465,2.8590,-4.3935,0.5029
80,-0.9955,60.1769,5.2999,241.0258,2.5673,-4.6365,0.5094
79,-1.1983,59.7599,5.3326,244.5780,2.2892,-4.8162,0.5004
78,-1.4017,59.3431,5.3284,245.9686,2.1699,-4.8665,0.4904
77,-1.6057,58.9265,5.2713,245.2322,2.2084,-4.7864,0.4782
76,-1.8102,58.5102,5.2158,244.5645,2.2402,-4.7102,0.4693
75,-2.0154,58.0940,5.1618,243.9681,2.2653,-4.6381,0.4639
74,-2.2211,57.6781,5.1620,243.8909,2.2717,-4.6353,0.4639
73,-2.4274,57.2624,5.1623,243.8135,2.2781,-4.6324,0.4639
72,-2.6343,56.8469,5.1625,243.7360,2.2845,-4.6296,0.4639
71,-2.8418,56.4316,5.1627,243.6583,2.2908,-4.6266,0.4639
70,-3.0499,56.0166,5.1629,243.5806,2.2972,-4.6237,0.4639
69,-3.0981,55.5859,5.0461,247.2564,1.9509,-4.6537,0.4535
68,-3.1485,55.1560,4.9517,251.0452,1.6084,-4.6832,0.4463
67,-3.0340,54.8192,4.5960,258.7086,0.8999,-4.5070,0.4190
66,-2.8499,54.5219,4.2468,269.5235,0.0353,-4.2466,0.3976
65,-2.6679,54.2241,4.0755,281.7063,-0.8269,-3.9908,0.3969
64,-2.4878,53.9259,3.9334,289.8157,-1.3334,-3.7005,0.3928
63,-2.3099,53.6274,3.8784,298.3364,-1.8409,-3.4137,0.3969
62,-2.1340,53.3284,3.8742,300.6856,-1.9771,-3.3318,0.3997
61,-1.9602,53.0290,3.8666,300.3520,-1.9539,-3.3367,0.3997
60,-1.7885,52.7293,3.8590,300.0151,-1.9304,-3.3415,0.3997
59,-1.6737,52.4465,3.7577,298.4320,-1.7891,-3.3044,0.3793
58,-1.5597,52.1636,3.6602,296.8049,-1.6506,-3.2669,0.3600
57,-1.4465,51.8807,3.5667,295.1342,-1.5149,-3.2290,0.3423
56,-1.3340,51.5977,3.4771,293.4208,-1.3821,-3.1907,0.3262
55,-1.1987,51.2277,3.5906,291.3029,-1.3045,-3.3453,0.3294
54,-1.0618,50.8480,3.8098,290.8025,-1.3530,-3.5614,0.3488
53,-0.9260,50.4681,4.0291,290.3457,-1.4009,-3.7778,0.3682
52,-0.7913,50.0880,4.2486,289.9254,-1.4479,-3.9943,0.3877
51,-0.6578,49.7078,4.4683,289.5360,-1.4942,-4.2110,0.4072
50,-0.5253,49.3274,4.4882,289.3524,-1.4873,-4.2346,0.4091
49,-0.3762,48.9453,4.5025,289.6485,-1.5140,-4.2403,0.4108
48,-0.2283,48.5630,4.5168,289.9367,-1.5402,-4.2462,0.4126
47,-0.2258,48.2289,4.3263,286.7781,-1.2488,-4.1421,0.3932
46,-0.2399,47.9002,4.1305,282.9160,-0.9233,-4.0260,0.3735
45,-0.2547,47.5714,3.9555,278.7058,-0.5987,-3.9100,0.3562
44,-0.2700,47.2427,3.7980,273.5558,-0.2356,-3.7907,0.3412
43,-0.2861,46.9139,3.6738,268.0298,0.1263,-3.6716,0.3303
42,-0.3027,46.5851,3.6638,267.3578,0.1689,-3.6599,0.3294
41,-0.3201,46.2563,3.6643,267.2435,0.1762,-3.6601,0.3294
40,-0.3409,45.9221,3.6770,267.0388,0.1900,-3.6721,0.3305
39,0.0097,45.5341,3.8546,279.3774,-0.6280,-3.8030,0.3477
38,0.3607,45.1454,4.1923,290.2112,-1.4484,-3.9342,0.3798
37,0.7121,44.7560,4.6569,299.1850,-2.2709,-4.0657,0.4237
36,1.0637,44.3659,5.2157,306.4038,-3.0954,-4.1979,0.4759
35,1.4155,43.9749,5.8380,312.2865,-3.9281,-4.3189,0.5336
34,1.7674,43.5831,5.8459,312.2379,-3.9297,-4.3281,0.5336
33,2.1146,43.1946,5.8396,312.1663,-3.9200,-4.3283,0.5324
32,2.4192,42.8425,5.7080,311.9381,-3.8148,-4.2460,0.5203
31,2.7238,42.4894,5.5763,311.6935,-3.7091,-4.1639,0.5081
30,3.0284,42.1354,5.4444,311.4317,-3.6027,-4.0819,0.4959
29,2.9720,41.8023,4.7838,304.2911,-2.6952,-3.9523,0.4396
28,2.9163,41.4686,4.2338,295.1556,-1.7997,-3.8322,0.3943
27,2.8613,41.1342,3.9247,284.7713,-1.0006,-3.7950,0.3710
26,2.8069,40.7991,3.7633,273.0957,-0.2032,-3.7578,0.3614
25,2.7532,40.4635,3.7677,260.9531,0.5925,-3.7209,0.3666
24,2.7001,40.1271,3.7739,261.0767,0.5854,-3.7282,0.3666
23,2.6476,39.7902,3.7800,261.1976,0.5784,-3.7354,0.3666
22,2.5957,39.4527,3.7860,261.3157,0.5716,-3.7426,0.3666
21,2.5443,39.1145,3.7919,261.4311,0.5650,-3.7496,0.3666
20,2.4964,38.7769,3.7944,261.6301,0.5523,-3.7540,0.3661
19,2.3339,38.4664,3.7828,257.9014,0.7929,-3.6988,0.3727
18,2.1733,38.1546,3.7884,254.2151,1.0305,-3.6455,0.3817
17,2.0146,37.8416,3.8104,250.6052,1.2653,-3.5941,0.3930
16,1.8579,37.5272,3.8479,247.1022,1.4972,-3.5447,0.4063
15,1.7030,37.2116,3.9049,243.6670,1.7322,-3.4997,0.4222
14,1.5502,36.8947,3.9083,244.0447,1.7105,-3.5141,0.4222
13,1.3992,36.5766,3.9117,244.4219,1.6889,-3.5284,0.4222
12,1.2502,36.2572,3.9152,244.7984,1.6671,-3.5425,0.4222
11,1.1032,35.9366,3.9187,245.1744,1.6453,-3.5566,0.4222
10,1.0170,35.6544,3.7877,246.7622,1.4944,-3.4804,0.4080
9,1.3150,35.3759,3.4208,261.7859,0.4887,-3.3857,0.3922
8,1.6158,35.0977,3.3267,278.9667,-0.5185,-3.2860,0.3970
7,1.9193,34.8198,3.5290,295.6435,-1.5272,-3.1814,0.4217
6,2.2256,34.5422,3.9843,309.5564,-2.5374,-3.0719,0.4632
5,2.5346,34.2649,4.5802,318.3051,-3.4200,-3.0466,0.5194
4,2.8462,33.9879,4.6000,318.5860,-3.4498,-3.0429,0.5194
3,3.1605,33.7111,4.6197,318.8625,-3.4792,-3.0392,0.5194
2,3.4774,33.4347,4.6392,319.1346,-3.5084,-3.0354,0.5194
1,3.7969,33.1585,4.6586,319.4023,-3.5372,-3.0315,0.5194
0,4.1189,32.8826,4.6778,319.6655,-3.5658,-3.0277,0.5194
