,X,Y,Z
307,-5656.164252256325,-2773.370451902211,-25.577849117028677
308,-6428.824128705498,-2773.3014586199506,-284.0228316511788
309,-6227.900649302298,-2773.1456927847794,-202.35655059942803
310,-6143.609639626797,-2773.1125816931694,-158.36230704365985
311,-5828.387230513115,-2770.5311460369458,-34.09947315643029
312,-5746.371542482736,-2769.1449497452063,-29.809574591969408
313,-6270.1196564205875,-2768.7102934850695,-206.98315244794756
314,-5999.561076782339,-2765.4104294090885,-30.273155882500077
315,-5981.044415715662,-2765.162157796059,-26.956122620147
316,-6310.511602811705,-2764.1337424142125,-211.05450661717182
317,-6112.27832228673,-2761.6552022152596,-159.0804308488032
318,-5825.104355821202,-2760.2029191673128,-29.15669035107311
319,-6391.706079034174,-2759.758386442576,-250.65714856696013
320,-6397.475213985949,-2759.0329360684646,-259.7560296581992
321,-6090.793465060101,-2755.8804278831826,-126.74446080716498
322,-6230.290693679157,-2754.1781043767096,-205.35248704087164
323,-6172.42891223887,-2752.4829866819373,-157.93233081820367
324,-5664.615142093326,-2751.5395433041012,-28.598506502848124
325,-6081.0217974489315,-2750.225173201784,-122.12142716160085
326,-6364.131215807581,-2749.6972876977375,-223.98684591157993
327,-5938.124107482274,-2749.1644852878203,-32.76861946755824
328,-5688.325820535469,-2748.7461345940073,-26.628524940074556
329,-6333.086221675861,-2746.842544986348,-214.25199960809903
330,-5775.5006770861855,-2746.817361241096,-28.939248198776767
331,-6263.640184163126,-2745.76176627059,-203.74929738563404
332,-6205.491697031445,-2745.1298218160578,-184.3604679266865
333,-6028.6206796340575,-2743.0815433943494,-44.41077848114713
334,-5920.080042903128,-2742.974084502069,-28.62199059296273
335,-5769.354078207391,-2739.9125235019737,-30.678398500854428
336,-6112.404164133831,-2739.3281154798974,-157.4716430835295
337,-6189.608663424099,-2739.3042592274837,-169.44951897482505
338,-6049.30873323222,-2738.6281947793814,-105.12555317308079
339,-6046.360735648197,-2737.550157534617,-53.552350581770895
340,-6181.5888422449925,-2736.4085099345148,-165.8220385919194
341,-6446.423086417492,-2733.7441761967348,-285.50988790214035
342,-6350.354128837507,-2733.6160629050873,-224.75046920429048
343,-6317.716945318297,-2732.7623511678635,-213.0382508047431
344,-5881.523360702461,-2729.767399102472,-34.78434730541818
345,-6431.666404705001,-2728.329519757349,-265.5277006295097
346,-6203.983537159826,-2728.277176174139,-184.00319220242451
347,-5965.582393100479,-2728.133322896426,-37.465633055771235
348,-6048.901828393541,-2727.497866590187,-58.1137275160462
349,-6287.494393346589,-2727.4844743618455,-203.0290801440426
350,-5717.098818890456,-2726.7162560989004,-27.230923487030765
351,-6050.642956846483,-2726.160014212743,-108.76981651147327
352,-6444.252123096848,-2723.183965838175,-271.84365337039463
353,-6144.758258987818,-2722.9703241514912,-163.38501180282577
354,-5807.211274219006,-2722.511072240755,-30.62797593824294
355,-6004.902238892584,-2722.3894247522358,-40.140356982952824
356,-5862.578279746495,-2722.046233093243,-27.99014204245566
357,-6286.265590541997,-2721.2868568575923,-199.37338123687815
358,-5708.489531000199,-2717.7607818841057,-30.29428903065525
359,-5980.569317967606,-2716.6543669626576,-42.71843100666467
360,-6372.663381692756,-2716.5281245478754,-243.946451380243
361,-6065.068867621146,-2715.075398948388,-128.65489892111762
362,-6221.360482261893,-2714.9471796554453,-199.71230435184512
363,-6306.456364364681,-2712.9556557035826,-206.76160072453206
364,-6147.634076002382,-2712.3444207276366,-171.1039413628039
365,-6384.41834944123,-2710.992831762925,-250.5788255632175
366,-5907.817255121791,-2709.5958575503882,-36.1846291301776
367,-5744.192602556622,-2705.9720585434557,-28.939248198776767
368,-5957.939875471483,-2705.2160128252817,-47.17215525164164
369,-5997.179786587281,-2703.9318879341076,-55.15211951437769
370,-6237.347944917181,-2703.4385266971863,-193.74222793926037
371,-6090.241503571397,-2703.0790755536077,-158.71036277793456
372,-5998.813661132349,-2702.680452161231,-146.45994412871923
373,-6391.248904944471,-2702.2924046103917,-254.98623432182677
374,-6082.845776281004,-2701.415936044306,-153.07388988934377
375,-5805.731798882192,-2701.3568726400304,-29.51185019598816
376,-5946.055256923662,-2700.8699911379504,-60.84918888112446
377,-6324.146877183022,-2699.4010388093725,-224.75046895553763
378,-6352.456208965547,-2699.264991241927,-250.75383691605384
379,-6475.548442226635,-2699.199037502241,-249.1648082279952
380,-5837.723054634006,-2699.123680651262,-28.890270551271783
381,-5651.539909526022,-2697.0338832539887,-32.77516102388694
382,-5924.489272917025,-2696.805804682966,-42.29142983417995
383,-5933.580879255815,-2696.30830363723,-65.53705369164243
384,-6467.509275770777,-2695.211202471206,-247.23573808964983
385,-5926.524008473091,-2693.727714841468,-44.20335860494703
386,-6012.14118961438,-2692.472479978303,-152.49740448011678
387,-6174.529998414805,-2691.7439899583173,-189.57717887822292
388,-6327.013437158808,-2689.9292970199267,-223.44763725808093
389,-6255.344245238295,-2688.8779575046733,-201.47321608118344
390,-6194.733987219945,-2687.890190780627,-190.90710581074362
391,-5937.702013341853,-2686.6695601903893,-55.57912071652271
392,-5939.255292618388,-2685.477951333636,-147.74681145273215
393,-6036.279043558419,-2683.3900698731973,-155.70437687166248
394,-6346.4534290037545,-2682.3095747424063,-243.9464517174617
395,-5775.916365183866,-2681.682944581002,-30.62797593824294
396,-6419.102217673071,-2680.9579523076336,-251.8105136066712
397,-6301.167152878891,-2680.445542315642,-199.37338303845058
398,-5948.821062777161,-2678.1395051088903,-152.86496164153797
399,-5740.482437634755,-2677.609271492783,-29.127740664864945
400,-5867.541871728675,-2676.267447988234,-32.450544253547775
401,-6160.45654293116,-2675.3835557022867,-186.83941290857985
402,-6507.07252168773,-2675.039557801288,-245.80480000881604
403,-5872.994080268688,-2674.152645775386,-30.387275327124712
404,-6408.0419533652175,-2673.359524733818,-250.57882427369802
405,-6122.195291959714,-2671.1804626000026,-156.29931623440703
406,-6367.737393320477,-2666.001625658867,-252.82112967604104
407,-5845.4465127951225,-2664.078925260789,-28.912566951784186
408,-5982.60248522631,-2663.805379670941,-152.4250309424403
409,-6252.281999840356,-2662.5081554526832,-193.74222919057638
410,-6052.324671712555,-2661.694690381049,-153.07388993492026
411,-6445.103658726917,-2661.0419549046883,-249.64178752301962
412,-6216.213508760707,-2659.8172816664196,-191.33809060756127
413,-5690.110038976984,-2659.2761627958466,-30.442063617356013
414,-5805.417090656503,-2659.095886059621,-30.17959517979142
415,-6362.141731007273,-2656.4931714751337,-253.47842875956937
416,-6141.98898388167,-2655.971339027618,-170.68426962211413
417,-6298.379950883808,-2655.8649161982366,-200.55184113285839
418,-6105.348608955574,-2655.2766068193027,-154.34945129092233
419,-5897.806513461066,-2653.069489105337,-33.17461033957761
420,-6350.139063594892,-2652.082708557438,-247.91871416455996
421,-6486.272146973122,-2650.6415981824584,-247.2357382546167
422,-6539.265228201702,-2650.367654518501,-251.29127926308476
423,-5939.318844254165,-2648.0126998567803,-152.32480659876256
424,-5936.907690768547,-2647.1329546660813,-56.704332719561904
425,-5798.806933045611,-2647.023550343724,-30.32630699132585
426,-6209.696349864329,-2646.882239792188,-190.90710724664257
427,-6392.88664338674,-2646.732062739726,-251.81051438278507
428,-5990.599135354724,-2646.0891700187512,-152.49740421154027
429,-6331.3535066089125,-2645.179826087374,-227.70032003794398
430,-5646.474458569392,-2643.3949290253195,-30.08822084425708
431,-6162.045717299567,-2640.560099011661,-186.13326038218096
432,-5914.2258759424885,-2640.4839875456164,-39.024105144077936
433,-5912.722845224412,-2638.308754264843,-37.41907374906151
434,-6055.99937161461,-2637.2708040057073,-150.8123807474475
435,-6476.255534780992,-2637.1809434590136,-247.2357388141212
436,-5836.272009572536,-2635.4719972208422,-32.450544253547775
437,-6169.857495004503,-2632.2642032845674,-188.3264686136829
438,-6562.9711486969845,-2632.19986929562,-271.92553738775433
439,-6330.018029535703,-2631.595087651805,-228.6919261202052
440,-6092.392606493021,-2631.005402099441,-155.87622925244466
441,-6254.519138323585,-2630.4777982389696,-191.33809060756127
442,-6290.875312809205,-2630.305834615714,-195.12069804845575
443,-5751.276735181238,-2629.6424901194905,-31.041347344036524
444,-6418.884936628957,-2626.8119559333127,-249.64178783934804
445,-5933.812449212793,-2625.4708073005295,-48.79355524198556
446,-6412.689834863078,-2623.6361310575353,-251.1347959595555
447,-5938.194890398091,-2622.111650059476,-65.5807217670816
448,-6141.590782568802,-2621.8923229735146,-173.6158687930017
449,-5941.532629503224,-2619.553260794295,-152.35771899873157
450,-5860.212638832255,-2619.1496249055426,-30.475188578469698
451,-6346.905206091747,-2618.640796585083,-247.0764510872674
452,-5995.17402587919,-2615.0777724535947,-152.42503130487998
453,-5866.549215973209,-2612.290430602413,-33.17461033957761
454,-6199.122937372549,-2612.0706174114644,-188.7746092193507
455,-6114.786167353375,-2612.056928729114,-154.34945113865763
456,-6035.501929580533,-2611.64168327199,-152.6468883932696
457,-6590.125443614874,-2611.3893127915967,-287.5205251207939
458,-5698.157108392686,-2610.217461952446,-28.850805773341676
459,-6512.998800842008,-2609.0371651995124,-251.76825822742475
460,-6121.560690352789,-2608.6646515941047,-157.2679302750954
461,-6230.68861966715,-2608.1898191400237,-194.4510083806698
462,-6360.519808074208,-2604.489193390692,-251.8105142758464
463,-5962.551433543274,-2603.442270411518,-152.70157702799278
464,-6450.033040846139,-2602.946021464352,-247.23573832185127
465,-5815.028685916408,-2602.6635880308418,-31.107617983603262
466,-6504.366042943271,-2602.655448973245,-247.23573895770144
467,-6368.312954574901,-2602.2187378700814,-258.8080486565115
468,-6294.587099393237,-2599.7884898216507,-193.21898618099272
469,-5943.209713995087,-2596.117820820206,-152.32480577829324
470,-6071.053887483176,-2596.010281154695,-150.81238171923735
471,-6138.269393924007,-2595.866931334287,-169.97646054434756
