,X,Y,Z
96,-5766.187668010946,-1982.5853078930547,-50.59821055338108
97,-5902.485515947981,-1981.5997148296842,-150.11207259595724
98,-5328.699967232937,-1977.078680104388,-23.093848910701865
99,-6026.483340707057,-1976.4630922596762,-213.06773094754183
100,-5875.823632725835,-1971.7930451387797,-139.6846407570008
101,-5734.150409683276,-1970.8000216290911,-51.53809603401385
102,-5581.0022769238085,-1968.626924676801,-43.88892779854439
103,-5429.483785102469,-1964.8208865308513,-27.704211124071037
104,-5561.5792268163505,-1961.4721072392579,-30.91915196133698
105,-5984.594738551417,-1961.0333810933034,-211.65058758711808
106,-5281.420658167086,-1959.6979972400582,-20.90936212917103
107,-5690.260156951759,-1954.6544704914681,-51.53809603401385
108,-6108.119198151521,-1953.116451677861,-212.0741389690433
109,-5821.9673929564815,-1951.9838534994774,-136.8101988715607
110,-5244.0221494068155,-1945.9496656082276,-38.97266207672311
111,-5803.509889605269,-1945.1948867496062,-73.78723602285282
112,-5938.101644586598,-1943.907600470624,-207.7471639462917
113,-5510.751625654487,-1942.7488786480003,-31.861532876164347
114,-5647.034908122434,-1938.7535489433633,-49.412380993378235
115,-5922.773624766748,-1938.261508063578,-180.39807829762114
116,-5356.528957298158,-1938.0211538680433,-28.38597856839658
117,-5909.475655701138,-1933.363187011485,-159.14092789126514
118,-5769.245413017231,-1932.591860878144,-56.2943179638072
119,-6036.069407370629,-1926.8626922974263,-211.48453029473455
120,-5750.713240575151,-1925.7754296350797,-51.53809603401385
121,-5878.831401192903,-1922.075343263106,-141.80907752332985
122,-5600.26173764316,-1921.547482246472,-45.68769822233139
123,-5307.892405707634,-1920.1546655286672,-21.56830278752915
124,-5448.162512974971,-1919.6930932629946,-30.63962700478919
125,-5568.455587071132,-1909.8472117173199,-39.31341564850396
126,-5706.822337031319,-1909.6316490212569,-51.53809603401385
127,-5277.814537891168,-1909.105652861394,-18.841232118485664
128,-6101.414040444177,-1905.255457166227,-215.3149658125185
129,-5971.217455905016,-1903.2317072428332,-210.60011750019194
130,-5824.486120406072,-1902.0572012711482,-137.34130795629957
131,-5395.974868224949,-1900.468869023446,-28.157708071527452
132,-5812.517948247022,-1897.6487123242646,-108.28986906761304
133,-5528.311396483034,-1895.0796940640619,-33.060713158689055
134,-5663.596446855449,-1893.7324710255348,-49.412380993378235
135,-5798.05783175536,-1892.3223130314582,-67.94503566335175
136,-5933.505748954233,-1889.490181148438,-197.91685180230363
137,-5785.727747340489,-1887.780513320129,-56.2943179638072
138,-6045.454589275159,-1884.5407735111178,-213.10494364520008
139,-5352.483770419921,-1884.4481687095529,-26.724170234114695
140,-5913.359095243047,-1882.1490717139511,-163.36031830503677
141,-5767.19878683972,-1880.955351008011,-51.53809603401385
142,-5616.822582388007,-1876.5282909915327,-45.68769822233139
143,-5322.867459149218,-1873.538486700651,-27.32376037537699
144,-5465.7120209169025,-1872.051769719018,-30.63962700478919
145,-5876.405582301989,-1868.6838190532367,-141.87522373256598
146,-5993.6402826371805,-1865.3605108674985,-209.78991082159604
147,-5723.315488923206,-1864.7908915361033,-51.53809603401385
148,-6117.2184728654,-1862.560749480458,-215.3149658125185
149,-5573.47995878469,-1860.5861765627262,-43.51054749208748
150,-5276.9311874657415,-1856.61706417235,-19.34298701442873
151,-5413.515818636201,-1852.8507763169534,-28.157708071527452
152,-5544.871173678151,-1850.063405029287,-33.060713158689055
153,-5680.097089861005,-1848.8713482645212,-49.412380993378235
154,-5821.271982190454,-1848.5940414783486,-135.533574397661
155,-6074.9653416631245,-1847.0380474339986,-212.66081148974956
156,-5938.522610297189,-1844.957431093174,-212.50057162121752
157,-5798.922250467809,-1840.4501666314673,-69.83728525207528
158,-5919.173235710145,-1837.7948130702734,-173.0827982171677
159,-5370.01758926034,-1836.849435630216,-26.724170234114695
160,-6032.275348982904,-1831.354853836623,-210.6781751324971
161,-5630.341086927098,-1830.5436716518986,-48.34324407339932
162,-5770.814263108716,-1830.2080780869208,-55.639684271245244
163,-5892.926020455768,-1828.078799966789,-147.54667051222904
164,-5346.023656227331,-1828.0229821771702,-26.724170234114695
165,-5482.270868904393,-1827.0380055722721,-30.63962700478919
166,-5327.653301261468,-1821.2652287567926,-5.552411201153518
167,-6123.4067997484235,-1817.656456099674,-223.02956835842932
168,-5732.999822505611,-1816.4291175383921,-49.92593615917707
169,-5983.499249360529,-1813.4357827551933,-209.3457786661455
170,-5851.571828797251,-1812.7705905379373,-137.9641942301099
171,-6106.314207890756,-1811.3914423510469,-214.06926891001726
172,-5574.048251306289,-1809.808145764978,-46.69720200052069
173,-5430.073892172302,-1807.8391175788597,-28.157708071527452
174,-5818.297318570481,-1800.4532618521291,-133.54415032284666
175,-5688.8269228856725,-1800.3332390467433,-50.54744950604487
176,-5935.702988106439,-1795.8766788196724,-207.57988865427762
177,-5801.149970554015,-1794.105774836713,-72.26790508090238
178,-5386.575017800697,-1791.839531603097,-26.724170234114695
179,-5523.51596885697,-1791.194525767024,-38.90291351819019
180,-6049.006035605766,-1790.3860564936,-212.6828866160475
181,-5919.107286491468,-1789.7798494465333,-171.11452503039175
182,-5648.326315077666,-1785.5754833249218,-51.65246050821338
183,-5776.133548335336,-1784.845368209825,-54.829477577644695
184,-5890.064809267008,-1779.110398264603,-144.59426030469157
185,-6138.297975018861,-1777.1761130142243,-223.02956820605462
186,-5748.2671767292895,-1774.529986976162,-49.92593613667009
187,-5472.389113752313,-1772.3618942989526,-35.41960919481255
188,-6121.212738095224,-1770.8911055403237,-214.0692690336762
189,-5986.53198234493,-1767.4872003183139,-212.6828866160475
190,-5857.910637438147,-1767.2977913725676,-137.9641942301099
191,-5588.49464008253,-1763.7738044910777,-51.52721970090204
192,-5704.176389261074,-1758.2087633860638,-50.54744925924439
193,-5431.165409648921,-1757.177099037464,-29.751035753117662
194,-5823.682003208284,-1754.7230809194218,-133.54415032284666
195,-5814.346920999718,-1751.2936143786092,-104.81386385720162
196,-5940.031197133589,-1750.4430878105713,-212.401515405737
197,-5549.708579324429,-1749.6408015299066,-45.76566707476525
198,-6060.097167554823,-1748.4090165101888,-214.04392500957246
199,-5801.900144989069,-1746.7209924224424,-77.1885884752158
200,-5401.130170567475,-1746.113586769431,-21.944188044091277
201,-5667.550212352505,-1744.6507378460076,-51.65246034290362
202,-5923.4309905651735,-1744.3585499448573,-172.0788502952089
203,-5792.5650631816625,-1743.2915260290054,-61.71843415873411
204,-5510.53614976954,-1735.3670121304542,-36.66580369931421
205,-5765.597047957045,-1733.3841782608101,-52.87834591683401
206,-5634.615764061124,-1732.4592909418745,-57.919903374045134
207,-5889.853523421484,-1732.0512711511542,-141.7012845102401
208,-6001.482054857538,-1726.8467506175627,-212.68288689052898
209,-6125.528148758782,-1722.450505705487,-223.5630587686233
210,-5860.406886173256,-1721.2580814028,-140.85717045193493
211,-5468.186773191669,-1719.9355954596133,-37.045568218531685
212,-6111.931200840575,-1717.4537474599272,-214.04392523076154
213,-5716.847174914373,-1715.4747421430113,-49.563312665856415
214,-5584.275058742364,-1713.8245158704829,-59.629286481686904
215,-5948.61451625352,-1707.398798169604,-212.40151510228108
216,-5821.64185472773,-1707.0493846179854,-135.472800852481
217,-5565.316650232509,-1706.8066229733593,-45.76566697180232
218,-5425.187201116087,-1704.2672582375517,-37.40819167692774
219,-5685.730234887751,-1704.0431872525946,-50.668323749515594
220,-5812.304238181886,-1703.6268319398278,-99.99223710574228
221,-6066.675728530968,-1700.8227611694706,-214.26518506827304
222,-5540.653787514595,-1697.6770945637984,-36.66580356013321
223,-5795.948993368105,-1697.6320808527046,-68.46871101245421
224,-5915.064017010854,-1695.056848248995,-163.4778990459369
225,-5394.04667047087,-1692.9201607695688,-46.922848767567984
226,-5654.61329445997,-1692.611632214803,-53.98335700049324
227,-5635.943130443998,-1685.7526992805529,-61.71843415873411
228,-5886.907403102973,-1684.699103159376,-142.21820851820348
229,-5759.0140258886795,-1684.094164485744,-49.98536969500901
230,-6011.723839475493,-1680.6284273822998,-215.84748309312502
231,-5492.304501937673,-1679.7794895166824,-37.04556812953865
232,-5616.235735026944,-1678.5127144920598,-60.61342307507488
233,-5590.304951604567,-1668.9864187254832,-51.77333483317483
234,-5463.0617822634795,-1668.9546212484724,-37.408191600352325
235,-5717.494287119095,-1668.8757741797608,-51.49196319549071
236,-5822.612000837871,-1661.0472752344979,-139.5559159810569
237,-5563.336936379949,-1659.0790709572882,-39.61821376767074
238,-5949.938837885396,-1657.9229851018404,-217.14840990766646
239,-5805.61428727428,-1654.7944642688742,-108.158467691444
240,-5674.257354287089,-1653.02797409791,-55.91200753012754
241,-5793.098137970802,-1650.1902499832654,-79.35701866098071
242,-5404.625294785584,-1647.3230053778266,-47.73305549531699
243,-5920.839870739016,-1647.2293717335594,-203.03535553120489
244,-5639.491060886067,-1640.2849502218385,-37.469615437342384
245,-5509.4009067330335,-1639.2643757156495,-34.093158349374676
246,-5897.135435865274,-1638.5182013205938,-177.02877031450143
247,-5761.288473736236,-1638.4886869115855,-70.4009459854164
248,-5874.417529781492,-1630.1695715230203,-150.63200415270748
249,-5607.215290304657,-1628.4547872995684,-39.23710553580463
250,-5478.283966706411,-1627.8328208252326,-37.408191600352325
251,-5847.021472661047,-1620.1017625458956,-150.88052059351222
252,-5578.429112311206,-1617.9036782342398,-39.61821376767074
253,-5450.2787204818715,-1617.5444213501696,-41.828235507615545
254,-5820.512572561577,-1610.359975936903,-159.00964856439487
255,-5528.554819375849,-1599.6230609033516,-51.459465710277925
