,PROFILE,X,Y,Z,S
2044,V,-6222.044646865205,-2801.7950540108545,-201.0479062750566,3.0
2161,X,-5939.185676652524,-2801.722983941277,-26.95612253917352,3.0
2282,Z,-5664.756550072086,-2801.4364501620316,-31.18355818074923,3.0
2106,W,-6075.334145186206,-2799.479043738545,-116.56384627190258,3.0
2217,Y,-5795.571683733359,-2799.201369550907,-32.12430985276632,3.0
827,AM,-6428.44486413714,-2797.7976919246853,-280.93050797061346,3.0
2045,V,-6203.31633265549,-2794.9463983813052,-180.05588688355903,3.0
722,AK,-6272.425467818235,-2793.3061011326154,-209.63461076651183,3.0
193,AC,-5632.320023725933,-2791.626646507075,-25.229536726458633,3.0
263,AD,-5717.610484786782,-2791.190405949807,-27.917849568594193,3.0
450,AG,-5967.10301189578,-2790.3506336785404,-30.230098519337673,3.0
653,AJ,-6206.278819552744,-2789.7125171508433,-181.88670657833455,3.0
130,AB,-5336.513918318347,-2788.9783564976174,-39.46934493885021,3.0
2107,W,-6044.982252445354,-2788.432427663018,-92.15786456040527,3.0
2046,V,-6185.483923046528,-2788.425361245272,-158.28902279763224,3.0
575,AI,-6125.60915915033,-2788.3988016891494,-163.13877517367928,3.0
2108,W,-6044.33367483579,-2788.1963768865735,-42.76725504464682,3.0
75,AA,-5480.109141569189,-2786.58232103532,-41.844745504098114,3.0
512,AH,-6051.028138208494,-2786.3379392584943,-48.714553665793574,3.0
511,AH,-6051.801972092729,-2785.7452356094177,-108.57860201285422,3.0
779,AL,-6362.796781390583,-2785.6098544962524,-215.6829373591269,3.0
131,AB,-5321.288819053847,-2783.445664175607,-79.96736406194236,3.0
2162,X,-5883.702321851277,-2781.5297352267853,-29.788538909341185,3.0
1992,U,-6304.124149261694,-2781.117338170338,-210.32047600103658,3.0
387,AF,-5898.255011850835,-2779.7014764270966,-33.076342749582665,3.0
2218,Y,-5736.235976939525,-2777.6060516536713,-31.102344108456066,3.0
2109,W,-6011.214604216511,-2776.142642345762,-35.49460818031335,3.0
778,AL,-6378.136326723874,-2773.853906648232,-241.56155418172082,3.0
192,AC,-5656.164252256325,-2773.370451902211,-25.577849117028677,3.0
1939,T,-6428.824128705498,-2773.3014586199506,-284.0228316511788,3.0
652,AJ,-6227.900649302298,-2773.1456927847794,-202.35655059942803,3.0
2047,V,-6143.609639626797,-2773.1125816931694,-158.36230704365985,3.0
327,AE,-5828.387230513115,-2770.5311460369458,-34.09947315643029,3.0
262,AD,-5746.371542482736,-2769.1449497452063,-29.809574591969408,3.0
1993,U,-6270.1196564205875,-2768.7102934850695,-206.98315244794756,3.0
449,AG,-5999.561076782339,-2765.4104294090885,-30.273155882500077,3.0
2110,W,-5981.044415715662,-2765.162157796059,-26.956122620147,3.0
721,AK,-6310.511602811705,-2764.1337424142125,-211.05450661717182,3.0
2048,V,-6112.27832228673,-2761.6552022152596,-159.0804308488032,3.0
2163,X,-5825.104355821202,-2760.2029191673128,-29.15669035107311,3.0
1940,T,-6391.706079034174,-2759.758386442576,-250.65714856696013,3.0
777,AL,-6397.475213985949,-2759.0329360684646,-259.7560296581992,3.0
510,AH,-6090.793465060101,-2755.8804278831826,-126.74446080716498,3.0
1994,U,-6230.290693679157,-2754.1781043767096,-205.35248704087164,3.0
574,AI,-6172.42891223887,-2752.4829866819373,-157.93233081820367,3.0
2219,Y,-5664.615142093326,-2751.5395433041012,-28.598506502848124,3.0
2049,V,-6081.0217974489315,-2750.225173201784,-122.12142716160085,3.0
1941,T,-6364.131215807581,-2749.6972876977375,-223.98684591157993,3.0
386,AF,-5938.124107482274,-2749.1644852878203,-32.76861946755824,3.0
191,AC,-5688.325820535469,-2748.7461345940073,-26.628524940074556,3.0
720,AK,-6333.086221675861,-2746.842544986348,-214.25199960809903,3.0
261,AD,-5775.5006770861855,-2746.817361241096,-28.939248198776767,3.0
651,AJ,-6263.640184163126,-2745.76176627059,-203.74929738563404,3.0
1995,U,-6205.491697031445,-2745.1298218160578,-184.3604679266865,3.0
448,AG,-6028.6206796340575,-2743.0815433943494,-44.41077848114713,3.0
2111,W,-5920.080042903128,-2742.974084502069,-28.62199059296273,3.0
2164,X,-5769.354078207391,-2739.9125235019737,-30.678398500854428,3.0
509,AH,-6112.404164133831,-2739.3281154798974,-157.4716430835295,3.0
573,AI,-6189.608663424099,-2739.3042592274837,-169.44951897482505,3.0
2050,V,-6049.30873323222,-2738.6281947793814,-105.12555317308079,3.0
2051,V,-6046.360735648197,-2737.550157534617,-53.552350581770895,3.0
1996,U,-6181.5888422449925,-2736.4085099345148,-165.8220385919194,3.0
1895,S,-6446.423086417492,-2733.7441761967348,-285.50988790214035,3.0
719,AK,-6350.354128837507,-2733.6160629050873,-224.75046920429048,3.0
1942,T,-6317.716945318297,-2732.7623511678635,-213.0382508047431,3.0
326,AE,-5881.523360702461,-2729.767399102472,-34.78434730541818,3.0
1896,S,-6431.666404705001,-2728.329519757349,-265.5277006295097,3.0
572,AI,-6203.983537159826,-2728.277176174139,-184.00319220242451,3.0
385,AF,-5965.582393100479,-2728.133322896426,-37.465633055771235,3.0
447,AG,-6048.901828393541,-2727.497866590187,-58.1137275160462,3.0
650,AJ,-6287.494393346589,-2727.4844743618455,-203.0290801440426,3.0
190,AC,-5717.098818890456,-2726.7162560989004,-27.230923487030765,3.0
446,AG,-6050.642956846483,-2726.160014212743,-108.76981651147327,3.0
776,AL,-6444.252123096848,-2723.183965838175,-271.84365337039463,3.0
1997,U,-6144.758258987818,-2722.9703241514912,-163.38501180282577,3.0
260,AD,-5807.211274219006,-2722.511072240755,-30.62797593824294,3.0
2052,V,-6004.902238892584,-2722.3894247522358,-40.140356982952824,3.0
2112,W,-5862.578279746495,-2722.046233093243,-27.99014204245566,3.0
1943,T,-6286.265590541997,-2721.2868568575923,-199.37338123687815,3.0
2165,X,-5708.489531000199,-2717.7607818841057,-30.29428903065525,3.0
384,AF,-5980.569317967606,-2716.6543669626576,-42.71843100666467,3.0
718,AK,-6372.663381692756,-2716.5281245478754,-243.946451380243,3.0
445,AG,-6065.068867621146,-2715.075398948388,-128.65489892111762,3.0
571,AI,-6221.360482261893,-2714.9471796554453,-199.71230435184512,3.0
649,AJ,-6306.456364364681,-2712.9556557035826,-206.76160072453206,3.0
508,AH,-6147.634076002382,-2712.3444207276366,-171.1039413628039,3.0
1897,S,-6384.41834944123,-2710.992831762925,-250.5788255632175,3.0
325,AE,-5907.817255121791,-2709.5958575503882,-36.1846291301776,3.0
189,AC,-5744.192602556622,-2705.9720585434557,-28.939248198776767,3.0
2053,V,-5957.939875471483,-2705.2160128252817,-47.17215525164164,3.0
383,AF,-5997.179786587281,-2703.9318879341076,-55.15211951437769,3.0
1944,T,-6237.347944917181,-2703.4385266971863,-193.74222793926037,3.0
1998,U,-6090.241503571397,-2703.0790755536077,-158.71036277793456,3.0
382,AF,-5998.813661132349,-2702.680452161231,-146.45994412871923,3.0
717,AK,-6391.248904944471,-2702.2924046103917,-254.98623432182677,3.0
444,AG,-6082.845776281004,-2701.415936044306,-153.07388988934377,3.0
2113,W,-5805.731798882192,-2701.3568726400304,-29.51185019598816,3.0
2054,V,-5946.055256923662,-2700.8699911379504,-60.84918888112446,3.0
648,AJ,-6324.146877183022,-2699.4010388093725,-224.75046895553763,3.0
1898,S,-6352.456208965547,-2699.264991241927,-250.75383691605384,3.0
