,PROFILE,X,Y,Z,S
775,AL,-6475.548442226635,-2699.199037502241,-249.1648082279952,3.0
259,AD,-5837.723054634006,-2699.123680651262,-28.890270551271783,3.0
2166,X,-5651.539909526022,-2697.0338832539887,-32.77516102388694,3.0
324,AE,-5924.489272917025,-2696.805804682966,-42.29142983417995,3.0
2055,V,-5933.580879255815,-2696.30830363723,-65.53705369164243,3.0
1847,R,-6467.509275770777,-2695.211202471206,-247.23573808964983,3.0
2056,V,-5926.524008473091,-2693.727714841468,-44.20335860494703,3.0
381,AF,-6012.14118961438,-2692.472479978303,-152.49740448011678,3.0
507,AH,-6174.529998414805,-2691.7439899583173,-189.57717887822292,3.0
1899,S,-6327.013437158808,-2689.9292970199267,-223.44763725808093,3.0
570,AI,-6255.344245238295,-2688.8779575046733,-201.47321608118344,3.0
1945,T,-6194.733987219945,-2687.890190780627,-190.90710581074362,3.0
323,AE,-5937.702013341853,-2686.6695601903893,-55.57912071652271,3.0
322,AE,-5939.255292618388,-2685.477951333636,-147.74681145273215,3.0
1999,U,-6036.279043558419,-2683.3900698731973,-155.70437687166248,3.0
647,AJ,-6346.4534290037545,-2682.3095747424063,-243.9464517174617,3.0
188,AC,-5775.916365183866,-2681.682944581002,-30.62797593824294,3.0
716,AK,-6419.102217673071,-2680.9579523076336,-251.8105136066712,3.0
1900,S,-6301.167152878891,-2680.445542315642,-199.37338303845058,3.0
321,AE,-5948.821062777161,-2678.1395051088903,-152.86496164153797,3.0
2114,W,-5740.482437634755,-2677.609271492783,-29.127740664864945,3.0
258,AD,-5867.541871728675,-2676.267447988234,-32.450544253547775,3.0
1946,T,-6160.45654293116,-2675.3835557022867,-186.83941290857985,3.0
774,AL,-6507.07252168773,-2675.039557801288,-245.80480000881604,3.0
2057,V,-5872.994080268688,-2674.152645775386,-30.387275327124712,3.0
1848,R,-6408.0419533652175,-2673.359524733818,-250.57882427369802,3.0
443,AG,-6122.195291959714,-2671.1804626000026,-156.29931623440703,3.0
646,AJ,-6367.737393320477,-2666.001625658867,-252.82112967604104,3.0
2058,V,-5845.4465127951225,-2664.078925260789,-28.912566951784186,3.0
2000,U,-5982.60248522631,-2663.805379670941,-152.4250309424403,3.0
1901,S,-6252.281999840356,-2662.5081554526832,-193.74222919057638,3.0
380,AF,-6052.324671712555,-2661.694690381049,-153.07388993492026,3.0
715,AK,-6445.103658726917,-2661.0419549046883,-249.64178752301962,3.0
506,AH,-6216.213508760707,-2659.8172816664196,-191.33809060756127,3.0
2115,W,-5690.110038976984,-2659.2761627958466,-30.442063617356013,3.0
187,AC,-5805.417090656503,-2659.095886059621,-30.17959517979142,3.0
1849,R,-6362.141731007273,-2656.4931714751337,-253.47842875956937,3.0
442,AG,-6141.98898388167,-2655.971339027618,-170.68426962211413,3.0
569,AI,-6298.379950883808,-2655.8649161982366,-200.55184113285839,3.0
1947,T,-6105.348608955574,-2655.2766068193027,-154.34945129092233,3.0
257,AD,-5897.806513461066,-2653.069489105337,-33.17461033957761,3.0
1850,R,-6350.139063594892,-2652.082708557438,-247.91871416455996,3.0
1801,Q,-6486.272146973122,-2650.6415981824584,-247.2357382546167,3.0
773,AL,-6539.265228201702,-2650.367654518501,-251.29127926308476,3.0
2001,U,-5939.318844254165,-2648.0126998567803,-152.32480659876256,3.0
2002,U,-5936.907690768547,-2647.1329546660813,-56.704332719561904,3.0
2059,V,-5798.806933045611,-2647.023550343724,-30.32630699132585,3.0
1902,S,-6209.696349864329,-2646.882239792188,-190.90710724664257,3.0
645,AJ,-6392.88664338674,-2646.732062739726,-251.81051438278507,3.0
320,AE,-5990.599135354724,-2646.0891700187512,-152.49740421154027,3.0
1851,R,-6331.3535066089125,-2645.179826087374,-227.70032003794398,3.0
2116,W,-5646.474458569392,-2643.3949290253195,-30.08822084425708,3.0
441,AG,-6162.045717299567,-2640.560099011661,-186.13326038218096,3.0
256,AD,-5914.2258759424885,-2640.4839875456164,-39.024105144077936,3.0
2003,U,-5912.722845224412,-2638.308754264843,-37.41907374906151,3.0
1948,T,-6055.99937161461,-2637.2708040057073,-150.8123807474475,3.0
714,AK,-6476.255534780992,-2637.1809434590136,-247.2357388141212,3.0
186,AC,-5836.272009572536,-2635.4719972208422,-32.450544253547775,3.0
1903,S,-6169.857495004503,-2632.2642032845674,-188.3264686136829,3.0
772,AL,-6562.9711486969845,-2632.19986929562,-271.92553738775433,3.0
568,AI,-6330.018029535703,-2631.595087651805,-228.6919261202052,3.0
379,AF,-6092.392606493021,-2631.005402099441,-155.87622925244466,3.0
505,AH,-6254.519138323585,-2630.4777982389696,-191.33809060756127,3.0
1852,R,-6290.875312809205,-2630.305834615714,-195.12069804845575,3.0
2060,V,-5751.276735181238,-2629.6424901194905,-31.041347344036524,3.0
644,AJ,-6418.884936628957,-2626.8119559333127,-249.64178783934804,3.0
255,AD,-5933.812449212793,-2625.4708073005295,-48.79355524198556,3.0
1802,Q,-6412.689834863078,-2623.6361310575353,-251.1347959595555,3.0
254,AD,-5938.194890398091,-2622.111650059476,-65.5807217670816,3.0
1904,S,-6141.590782568802,-2621.8923229735146,-173.6158687930017,3.0
253,AD,-5941.532629503224,-2619.553260794295,-152.35771899873157,3.0
2004,U,-5860.212638832255,-2619.1496249055426,-30.475188578469698,3.0
567,AI,-6346.905206091747,-2618.640796585083,-247.0764510872674,3.0
1949,T,-5995.17402587919,-2615.0777724535947,-152.42503130487998,3.0
185,AC,-5866.549215973209,-2612.290430602413,-33.17461033957761,3.0
440,AG,-6199.122937372549,-2612.0706174114644,-188.7746092193507,3.0
1905,S,-6114.786167353375,-2612.056928729114,-154.34945113865763,3.0
319,AE,-6035.501929580533,-2611.64168327199,-152.6468883932696,3.0
771,AL,-6590.125443614874,-2611.3893127915967,-287.5205251207939,3.0
2061,V,-5698.157108392686,-2610.217461952446,-28.850805773341676,3.0
713,AK,-6512.998800842008,-2609.0371651995124,-251.76825822742475,3.0
378,AF,-6121.560690352789,-2608.6646515941047,-157.2679302750954,3.0
1853,R,-6230.68861966715,-2608.1898191400237,-194.4510083806698,3.0
1803,Q,-6360.519808074208,-2604.489193390692,-251.8105142758464,3.0
252,AD,-5962.551433543274,-2603.442270411518,-152.70157702799278,3.0
643,AJ,-6450.033040846139,-2602.946021464352,-247.23573832185127,3.0
2005,U,-5815.028685916408,-2602.6635880308418,-31.107617983603262,3.0
1761,P,-6504.366042943271,-2602.655448973245,-247.23573895770144,3.0
566,AI,-6368.312954574901,-2602.2187378700814,-258.8080486565115,3.0
504,AH,-6294.587099393237,-2599.7884898216507,-193.21898618099272,3.0
1950,T,-5943.209713995087,-2596.117820820206,-152.32480577829324,3.0
1906,S,-6071.053887483176,-2596.010281154695,-150.81238171923735,3.0
377,AF,-6138.269393924007,-2595.866931334287,-169.97646054434756,3.0
1804,Q,-6330.249062321407,-2593.37951762987,-222.69657629577574,3.0
1854,R,-6185.534265429522,-2591.597540266068,-193.2879324751554,3.0
1951,T,-5927.572544247102,-2590.4123669932383,-124.07739914286648,3.0
184,AC,-5896.283781760852,-2589.52433360672,-33.86680478210002,3.0
1952,T,-5924.458473507342,-2589.2761519935966,-62.683438666616894,3.0
2062,V,-5639.591002877701,-2588.800740524956,-29.58987304863632,3.0
712,AK,-6540.496214922455,-2587.9753161166173,-254.7542750611249,3.0
2006,U,-5774.091746785636,-2587.7271372669115,-31.822658345015753,3.0
1762,P,-6459.336741179189,-2586.1436762221933,-250.47791860321004,3.0
251,AD,-5987.336823732165,-2584.444177931769,-152.18109585785547,3.0
318,AE,-6072.158267272949,-2583.520522248152,-152.0332183266208,3.0
1953,T,-5907.9330436396185,-2583.2466032580755,-41.7675137399483,3.0
1855,R,-6155.941801817517,-2580.7235854258806,-183.53879507682046,3.0
1805,Q,-6293.418529819815,-2579.8623325055746,-196.78861273987638,3.0
1907,S,-6027.021481673217,-2579.8535086291504,-152.4250317850092,3.0
503,AH,-6320.627240369202,-2579.84352890256,-213.90694930040246,3.0
565,AI,-6398.257300997096,-2579.248185151068,-253.6212510465602,3.0
439,AG,-6242.282594129002,-2578.907498800808,-191.167868657577,3.0
376,AF,-6160.663611456396,-2578.7144975625424,-186.081809505548,3.0
642,AJ,-6486.771859280113,-2574.7964356308544,-250.22175499465214,3.0
250,AD,-6000.035926193128,-2574.710269321715,-139.37341747458282,3.0
183,AC,-5918.339192147869,-2572.6377371877043,-47.5279872071132,3.0
1856,R,-6129.807047701507,-2571.1201897862693,-154.34945142294387,3.0
317,AE,-6088.435057406885,-2571.033670993442,-132.5018612211605,3.0
1954,T,-5874.316062662656,-2570.980948036751,-36.997849314773305,3.0
711,AK,-6563.490773943247,-2570.3624623985634,-270.8262415063006,3.0
2007,U,-5723.893996231366,-2569.4117417944076,-32.75736053413735,3.0
1908,S,-5996.8019982720725,-2568.7650997591245,-128.3239031628833,3.0
182,AC,-5924.122710750727,-2568.2096198770496,-76.66416779731915,3.0
1763,P,-6409.382316095798,-2567.8259123979205,-254.41917833954534,3.0
249,AD,-6011.189351888126,-2566.1611276215153,-126.36138360140158,3.0
1857,R,-6114.573647921105,-2565.522571979031,-123.36502935973989,3.0
502,AH,-6341.681427723972,-2563.7174662840166,-233.9309224466186,3.0
1909,S,-5979.2798190940475,-2562.335701730022,-119.6095963002391,3.0
181,AC,-5932.79798902182,-2561.5674436302243,-107.62135984765351,3.0
1858,R,-6102.049125403837,-2560.920349804044,-118.9172569680627,3.0
316,AE,-6103.439928196706,-2559.522581392426,-117.02831359225812,3.0
564,AI,-6424.265963895634,-2559.296727408812,-252.58800927568979,3.0
1806,Q,-6235.310855375418,-2558.5362169362907,-196.11892415048436,3.0
248,AD,-6023.9951370268245,-2556.345446347721,-114.39031206849498,3.0
1955,T,-5829.951991157239,-2554.7940570820724,-35.28763311517372,3.0
2008,U,-5674.120174452854,-2551.251023037383,-34.277738721985685,3.0
501,AH,-6358.476360484334,-2550.8537003830043,-258.6888135228596,3.0
710,AK,-6590.692836747651,-2549.5268398249773,-286.1993848138283,3.0
375,AF,-6198.886271871714,-2549.4385628081636,-190.56946903619402,3.0
1764,P,-6357.951543388472,-2548.9667873818685,-256.2981495646835,3.0
641,AJ,-6521.140431336827,-2548.4629521296397,-253.20777166745302,3.0
1807,Q,-6202.154374418,-2546.3674466055268,-193.28793295521973,3.0
1859,R,-6062.404843943304,-2546.3527851725325,-112.73073115799207,3.0
438,AG,-6284.826366722253,-2546.217614712612,-192.56716001709717,3.0
315,AE,-6127.514858894274,-2541.053333087675,-115.19961256710258,3.0
1910,S,-5920.37565327277,-2540.722047184577,-103.25863062201518,3.0
1956,T,-5791.0719468159095,-2540.608094957533,-32.02170656782948,3.0
1765,P,-6330.718613573054,-2538.9807576003413,-228.03631259889724,3.0
2009,U,-5638.630337697605,-2538.3020285456028,-43.66034974814832,3.0
180,AC,-5964.607343171576,-2537.212797017406,-106.71085457956414,3.0
247,AD,-6049.698481788869,-2536.6437383210678,-110.09735090591556,3.0
1911,S,-5907.491338982256,-2535.994416901601,-76.06693379521573,3.0
1808,Q,-6172.5576324914,-2535.505137197414,-183.53879527347817,3.0
640,AJ,-6540.694963328866,-2533.4801083636376,-262.16582168585563,3.0
437,AG,-6302.232544367794,-2532.843014977618,-199.24543363400724,3.0
1912,S,-5893.768976848616,-2530.959282449415,-44.74162493622828,3.0
1809,Q,-6152.682265934712,-2528.210672770423,-124.88295866003307,3.0
500,AH,-6389.985829656585,-2526.7196094116107,-261.80175980098693,3.0
1766,P,-6296.74192679161,-2526.5218628586877,-196.78861339019375,3.0
1913,S,-5869.946636736497,-2522.218171825598,-35.510795632929785,3.0
1957,T,-5740.313224404668,-2522.0880205642425,-34.74784374262072,3.0
1860,R,-5995.654397312301,-2521.824873210063,-105.43398433010677,3.0
374,AF,-6240.114581894473,-2517.8605067245553,-195.93533255483032,3.0
314,AE,-6159.020882017333,-2516.883271231014,-126.77651311678534,3.0
1810,Q,-6119.701024439735,-2516.106217128968,-109.46574002836456,3.0
639,AJ,-6566.175111677638,-2513.95700845004,-277.09590452883674,3.0
179,AC,-5995.69375630385,-2513.4116659811616,-103.97933692739664,3.0
246,AD,-6080.267130397368,-2513.212757052695,-104.89253735664306,3.0
563,AI,-6484.846947505662,-2512.824560069994,-271.57001351123677,3.0
436,AG,-6331.7252160123335,-2510.1813665448653,-233.2833858673179,3.0
1767,P,-6250.284829520672,-2509.4865324680422,-199.83918197449606,3.0
313,AE,-6168.764038030944,-2509.408742230377,-148.72335286607412,3.0
312,AE,-6177.7771721353465,-2502.4942545473423,-176.99405213532387,3.0
1914,S,-5810.25554461707,-2500.3157710951623,-30.826469292788488,3.0
1958,T,-5678.9640261005125,-2499.7038536154287,-43.25321012817096,3.0
1811,Q,-6073.787843569523,-2499.2556064178384,-104.94712985121066,3.0
435,AG,-6346.779542047584,-2498.613888083956,-264.2769996458781,3.0
562,AI,-6503.593695116251,-2498.44377685878,-271.4721356425098,3.0
499,AH,-6428.29145880583,-2497.380126300976,-268.8058881452383,3.0
1768,P,-6212.489926308588,-2495.627537801514,-203.16073079593286,3.0
1959,T,-5666.39127346831,-2495.116497925301,-52.1755401920131,3.0
1861,R,-5922.123964762424,-2494.8056086631796,-100.42350683261404,3.0
373,AF,-6271.160249152204,-2494.0816561901406,-224.95502064800598,3.0
638,AJ,-6592.2478214139355,-2493.979883111816,-268.1378545104341,3.0
245,AD,-6107.313284636425,-2492.4817806371834,-100.73003326624888,3.0
178,AC,-6024.611350785369,-2491.271078304514,-100.33731493108945,3.0
1862,R,-5911.902997690362,-2491.0498438231225,-84.57230069464913,3.0
1769,P,-6193.562721872194,-2488.6871304173665,-182.94073579917438,3.0
1915,S,-5776.985503964982,-2488.1080238952627,-21.61232237911895,3.0
1863,R,-5899.513549697751,-2486.4972557137685,-47.57674645638454,3.0
311,AE,-6201.4982033751185,-2484.29650264036,-198.07033858824292,3.0
1770,P,-6177.527968193725,-2482.807354394076,-150.7537833794774,3.0
372,AF,-6287.626406488117,-2481.469709701237,-261.31529660506345,3.0
1864,R,-5873.034128071318,-2476.7672096204346,-36.21957538569728,3.0
1916,S,-5745.805123034086,-2476.6670337269184,-19.87729426923852,3.0
310,AE,-6211.738769497448,-2476.44038206122,-228.44619018337946,3.0
1771,P,-6157.963281334479,-2475.6331888905142,-118.30429614206457,3.0
1812,Q,-6009.115467714141,-2475.520177753389,-98.76232579075446,3.0
561,AI,-6534.594753653807,-2474.662611645092,-274.0623965848324,3.0
244,AD,-6135.495169663986,-2470.8802624070113,-96.43707210366944,3.0
1917,S,-5729.170103826871,-2470.5631605374992,-28.38266010103996,3.0
637,AJ,-6624.0894510975795,-2469.582563707845,-266.64484617403366,3.0
498,AH,-6466.067058751832,-2468.4466091854724,-270.0900729595105,3.0
309,AE,-6222.361792438749,-2468.2908571087023,-261.6771226980554,3.0
1772,P,-6137.893126599901,-2468.2736736177253,-101.09289746667534,3.0
177,AC,-6055.697764651258,-2467.469946706582,-97.60579727892198,3.0
371,AF,-6312.380614499176,-2462.5096851829626,-270.6478875967746,3.0
434,AG,-6394.230818926026,-2462.153164306036,-268.45909140851955,3.0
243,AD,-6153.7618281299965,-2456.8788017001793,-106.71489501142551,3.0
1773,P,-6106.408530216585,-2456.728602291424,-96.09385971579718,3.0
560,AI,-6560.181616628609,-2455.0347200694987,-268.53414585283554,3.0
1813,Q,-5950.188457971427,-2453.893357682867,-90.97199091154994,3.0
1865,R,-5808.030923342542,-2452.8813337448823,-31.535249124977128,3.0
308,AE,-6246.2716108162185,-2449.9482758534377,-271.5633261775462,3.0
497,AH,-6490.956159170994,-2449.3832663399126,-270.49235815362806,3.0
242,AD,-6165.741433180189,-2447.6963904942245,-122.84981775332997,3.0
1814,Q,-5928.483540101669,-2445.9274290626263,-84.57230113125172,3.0
176,AC,-6086.06123823328,-2444.2223301235363,-93.96377528261476,3.0
1815,Q,-5915.570370415846,-2441.188162662468,-48.68868983969588,3.0
1729,O,-6202.6197588812165,-2438.8436048695894,-245.15244440021252,3.0
241,AD,-6177.818161478453,-2438.439533962426,-146.9116418664487,3.0
1730,O,-6195.9577993286985,-2436.4010697405074,-182.24619293843332,3.0
1774,P,-6048.476211008339,-2435.4854283528275,-95.9484741355482,3.0
1866,R,-5758.227818730952,-2434.5808394856663,-14.915829761738735,3.0
559,AI,-6591.693229380484,-2430.861904547917,-265.78847200497637,3.0
1731,O,-6177.353689081876,-2429.580074736718,-145.4916872761603,3.0
433,AG,-6436.884124903255,-2429.379116698532,-273.5708163383404,3.0
240,AD,-6190.210856939553,-2428.940487441509,-167.7308969874883,3.0
370,AF,-6356.493976576899,-2428.721877219021,-272.66068883144123,3.0
307,AE,-6278.464579834107,-2425.2512187392244,-273.20989570277595,3.0
1816,Q,-5870.819549156782,-2424.7641499117194,-36.77554738484133,3.0
1732,O,-6161.5731761923425,-2423.7943210431154,-122.246829617901,3.0
496,AH,-6526.710236978071,-2421.998096450914,-269.91620853583476,3.0
239,AD,-6199.500565638267,-2421.8198916541082,-184.50732906543925,3.0
175,AC,-6117.147652099169,-2420.421198525604,-91.23225855439694,3.0
238,AD,-6201.566014759566,-2420.236717327636,-216.77717454924817,3.0
1867,R,-5716.291828199085,-2419.1711705510043,-16.38842563585675,3.0
237,AD,-6204.042414493079,-2418.3385478497476,-244.87373991778318,3.0
1775,P,-5994.204736760463,-2415.584647871255,-92.00721529651628,3.0
1733,O,-6133.514154107101,-2413.5067852827133,-93.80509797632703,3.0
369,AF,-6382.596296531422,-2408.7292914695386,-273.5146908820483,3.0
236,AD,-6219.4393499200705,-2406.5367403769806,-266.42895790066945,3.0
1868,R,-5679.761970017363,-2405.7480222320737,-18.612311831695337,3.0
432,AG,-6469.450694856186,-2404.355539050877,-274.4248188094655,3.0
1817,Q,-5810.504320427592,-2402.6278391616247,-31.53524959870333,3.0
1734,O,-6100.180520701934,-2401.28537055778,-91.443972754208,3.0
431,AG,-6479.1579283872015,-2396.896672109765,-282.04106404999317,3.0
368,AF,-6398.52888207698,-2396.5260243543744,-279.49270708419704,3.0
306,AE,-6316.792417523541,-2395.8477550215944,-275.222696132754,3.0
495,AH,-6562.482610652872,-2394.5989131828374,-269.0132845846257,3.0
174,AC,-6151.125825633295,-2394.406007991501,-95.7847867427432,3.0
235,AD,-6236.547055135272,-2393.4236215873334,-277.2065682780371,3.0
1776,P,-5933.549943853953,-2393.343171377093,-90.97199100244592,3.0
1869,R,-5637.4133439507805,-2390.186727524418,-50.52294819341958,3.0
1686,N,-6197.771299526024,-2388.7645240186002,-183.48851023857085,3.0
1818,Q,-5762.781737066954,-2385.1131590828745,-16.58374477097317,3.0
1777,P,-5908.022712960534,-2383.982603503221,-46.71806054657674,3.0
1735,O,-6050.792804151762,-2383.1779005757185,-90.9731523055778,3.0
1687,N,-6180.604172531348,-2382.4281595484626,-151.28196461372977,3.0
173,AC,-6167.753441891617,-2381.6751705127363,-124.0104611409101,3.0
1870,R,-5611.6938191778845,-2380.7359107705847,-55.81383132340929,3.0
1688,N,-6168.930526155771,-2378.119431701683,-126.39508812352852,3.0
172,AC,-6180.7663596650655,-2371.7119058616545,-148.59411446671947,3.0
1689,N,-6149.163532379374,-2370.8234597498795,-93.80509797632703,3.0
1778,P,-5866.525807702992,-2368.7661235081664,-41.56002781507533,3.0
171,AC,-6186.549878267923,-2367.283788551,-174.08827213666854,3.0
1736,O,-6001.297412457811,-2365.0309526714127,-92.60180967447428,3.0
1819,Q,-5698.3383042512605,-2361.461754874229,-26.33374433393243,3.0
1690,N,-6115.856374907852,-2358.5298308118927,-91.443972754208,3.0
1820,Q,-5686.033512327616,-2356.945769384726,-33.82364600542621,3.0
1779,P,-5819.6803314057015,-2351.588378601346,-47.682873444367885,3.0
1737,O,-5947.020510650599,-2345.1309160055152,-94.20725100253816,3.0
1691,N,-6066.507886534584,-2340.315367292146,-90.9731523055778,3.0
1648,M,-6176.225419751919,-2332.9886556567085,-130.7868900830381,3.0
1646,M,-6159.194870046255,-2326.734395968226,-101.85673425415706,3.0
1738,O,-5896.800395343554,-2326.7182560580927,-96.42442459587573,3.0
1692,N,-6017.051808315084,-2322.061192498682,-92.60180967447428,3.0
1643,M,-6131.364368617089,-2316.513986985138,-92.17593986454324,3.0
1693,N,-5971.81744168741,-2305.365246018082,-94.20725100253816,3.0
1644,M,-6081.986028871716,-2298.380399691067,-90.97315203368339,3.0
1694,N,-5927.636831832447,-2289.0582398055203,-96.42442459587573,3.0
1594,L,-6175.386032299357,-2288.3349626797217,-119.50903252797622,3.0
1647,M,-6032.500034687151,-2280.2072776297114,-92.60180986837048,3.0
1695,N,-5897.422688667369,-2277.90623846562,-95.69245758009566,3.0
1595,L,-6145.718032968933,-2277.428498567417,-93.64696453611566,3.0
1696,N,-5858.968324333677,-2263.7127821021113,-78.12525073611488,3.0
1645,M,-5986.551204568452,-2263.3331355197392,-95.67118439433153,3.0
1596,L,-6097.26621184964,-2259.6167802129726,-94.89588500352295,3.0
1697,N,-5812.273739311302,-2246.477870892136,-72.26951512145462,3.0
1649,M,-5935.663929914695,-2244.6454104595264,-97.3599289090456,3.0
1597,L,-6050.087435927404,-2242.2730550521505,-101.91830041624331,3.0
1650,M,-5901.495286484694,-2232.097396865854,-80.36557057309471,3.0
1598,L,-6014.26927637068,-2229.105686824067,-106.94904194074724,3.0
1651,M,-5879.318489641161,-2223.9532412798458,-63.17777308244018,3.0
1652,M,-5844.876117918629,-2211.3047043410565,-61.51650231400538,3.0
1653,M,-5809.964224228186,-2198.4837412406055,-62.66987674367857,3.0
