,PROFILE,X,Y,Z,S
1789,Q,-6178.148665841368,-2537.557104076371,-317.0648205680234,1.0
346,AF,-6214.563125558114,-2537.4311687468894,-340.1211565276472,1.0
600,AJ,-6535.578846627729,-2537.40011919555,-459.43816201512834,1.0
1699,O,-6471.016538685449,-2537.2483697193657,-452.64959887536776,1.0
531,AI,-6453.499122659632,-2536.8717325512193,-430.56316953504825,1.0
2145,X,-5201.297425369156,-2533.1674678762733,-34.69888519990303,1.0
1833,R,-6023.185672480929,-2531.9414301416386,-299.9051841524357,1.0
1978,U,-5620.958381193593,-2531.8541525238684,-203.84215293952838,1.0
1745,P,-6306.225005626874,-2529.9992084219953,-364.4199210074203,1.0
1886,S,-5890.662473661077,-2529.819415925483,-230.7925818831319,1.0
288,AE,-6142.714897488977,-2529.392519165758,-303.1844515269877,1.0
1700,O,-6446.471975828204,-2528.2493722721183,-433.3270621812634,1.0
2088,W,-5326.038132535183,-2526.7716561185885,-18.581400279753154,1.0
530,AI,-6468.031070329565,-2525.7241568000018,-446.28714699943,1.0
2033,V,-5466.244959453279,-2525.4107662397687,-74.20726180979432,1.0
1979,U,-5599.508390523108,-2524.02780457653,-216.685812483885,1.0
678,AK,-6624.644095079238,-2523.5216206773794,-458.3100514902743,1.0
1790,Q,-6139.873411892548,-2523.509691286907,-301.93405477188935,1.0
404,AG,-6315.243346751672,-2522.8457440282414,-377.45978421483073,1.0
1701,O,-6429.2916558096995,-2521.950394494896,-407.35478551933943,1.0
1921,T,-5739.495784807624,-2521.7897655761317,-215.04755355337952,1.0
467,AH,-6398.075387775915,-2520.523563057957,-402.71596631730154,1.0
345,AF,-6237.563517965471,-2519.814446621156,-356.77673137037596,1.0
2034,V,-5442.860010129437,-2516.859250975764,-41.44478423784955,1.0
2146,X,-5153.382094575418,-2515.7286126480494,-42.342971161294145,1.0
1654,N,-6541.604449473562,-2515.67289696061,-454.79535427720765,1.0
1746,P,-6266.535389575312,-2515.445442426392,-369.24417303278267,1.0
1980,U,-5574.036526812037,-2514.734016465733,-209.55044636859236,1.0
148,AC,-5994.780493709583,-2514.1109001637656,-285.306546671334,1.0
1887,S,-5846.336196166726,-2513.5548133173197,-206.16424064782905,1.0
599,AJ,-6567.223333216092,-2513.153852457904,-458.6148009226042,1.0
287,AE,-6165.898651748467,-2511.6069429813942,-311.0391920439361,1.0
1702,O,-6400.4886595578355,-2511.390088684964,-396.5587653282108,1.0
1834,R,-5966.957336680148,-2511.2799403700155,-310.5125400754764,1.0
2147,X,-5140.023253224689,-2510.8666426590494,-54.46143058703797,1.0
1981,U,-5557.183866269015,-2508.5850727540906,-167.9021737385902,1.0
1791,Q,-6088.6643067981295,-2504.715421788337,-288.87144400256534,1.0
216,AD,-6091.775191426852,-2504.3917860679926,-297.1180548698791,1.0
2089,W,-5263.511334550971,-2504.0149358817002,-20.128824302320083,1.0
1747,P,-6232.275069871712,-2502.8825424665383,-371.94209421006445,1.0
1982,U,-5541.279037669776,-2502.7819596165305,-122.30419874528604,1.0
677,AK,-6651.756404856405,-2502.7547451033784,-464.9633381095538,1.0
466,AH,-6421.412197237209,-2502.6491685563533,-410.67537311518225,1.0
529,AI,-6499.007550628836,-2501.961845753652,-454.4506797736224,1.0
1655,N,-6502.791723868101,-2501.3471699131005,-454.79535427720765,1.0
403,AG,-6343.4418048736325,-2501.1785464271757,-388.0727656609485,1.0
2035,V,-5398.551685615244,-2500.656380139552,-28.33979289319808,1.0
344,AF,-6262.877771706366,-2500.4254655083387,-376.5049192850513,1.0
1835,R,-5931.1779951533135,-2498.132574571901,-288.03244108474996,1.0
465,AH,-6427.723178780382,-2497.815389800859,-424.58692736345876,1.0
1888,S,-5795.379926882583,-2494.8574735642405,-217.24947522948537,1.0
1748,P,-6208.154089651685,-2494.0376319677625,-358.36584112000685,1.0
147,AC,-6022.391382339685,-2492.970784206486,-300.56318781347676,1.0
2090,W,-5232.974991410318,-2492.901188811445,-38.69791071410006,1.0
286,AE,-6192.8906878908965,-2490.899817215266,-326.26048052465273,1.0
1934,T,-5651.925559097963,-2489.83846700639,-219.50568208878008,1.0
598,AJ,-6598.4036374464995,-2489.2632460731124,-458.31005128492427,1.0
1983,U,-5504.223037138193,-2489.261526990142,-87.09443966450303,1.0
1656,N,-6464.005389688126,-2487.031183906758,-451.51297925039006,1.0
1749,P,-6187.374473508913,-2486.4179646364514,-320.6122742582521,1.0
464,AH,-6442.790553433496,-2486.2748148520895,-439.6468778619946,1.0
1703,O,-6330.814564261441,-2485.844838221216,-403.84592760609155,1.0
402,AG,-6363.801079743247,-2485.534838898686,-408.6505625777713,1.0
2091,W,-5212.617429316549,-2485.492024097942,-65.00411723871471,1.0
343,AF,-6286.417964160204,-2482.395293592102,-388.98504642660475,1.0
1836,R,-5887.765780849692,-2482.1804570314534,-267.46165569350217,1.0
2036,V,-5344.397066544818,-2480.852871259378,-30.960791162128373,1.0
528,AI,-6526.63515646076,-2480.7684836640406,-453.67668563607936,1.0
1792,Q,-6022.3488252419575,-2480.376956392464,-289.15383375402513,1.0
285,AE,-6207.079625335452,-2480.0146764796145,-356.7767317397555,1.0
1984,U,-5472.346625280311,-2477.630944285239,-54.691292357054294,1.0
1750,P,-6157.506107786321,-2475.4655481446166,-289.2096681831276,1.0
215,AD,-6130.932421473072,-2474.3776256291417,-310.4984711681359,1.0
1599,M,-6557.278428526075,-2472.9256813628494,-454.7953538891566,1.0
1889,S,-5732.234888110247,-2471.687719180061,-214.5590102689174,1.0
2092,W,-5170.448193426106,-2470.1444685745564,-85.12062767306162,1.0
597,AJ,-6624.0894510975795,-2469.582563707845,-454.82012799707263,1.0
1657,N,-6413.346765037257,-2468.3331507738194,-445.215513708373,1.0
342,AF,-6306.638760162918,-2466.9075515557097,-403.75437988718807,1.0
284,AE,-6224.314210868186,-2466.79304591161,-387.5934607227347,1.0
1704,O,-6278.168536745242,-2466.5427439047894,-404.72757851167705,1.0
401,AG,-6390.251166569358,-2465.21105894774,-430.03843136755364,1.0
463,AH,-6470.621668016083,-2464.95809106028,-454.4506797736224,1.0
1837,R,-5839.453958205395,-2464.427944615823,-270.20745114112435,1.0
146,AC,-6060.187596856976,-2464.032332846007,-303.43774211244477,1.0
1600,M,-6527.5243448994615,-2461.998860502112,-454.7953538891566,1.0
527,AI,-6553.835797772272,-2459.9026495453877,-455.1672092124977,1.0
1985,U,-5422.956189965118,-2459.6101097783444,-51.724329507340116,1.0
1751,P,-6107.063982112252,-2456.9689496280803,-300.64467993482845,1.0
1658,N,-6382.0286967869015,-2456.7736921063056,-430.3848841845987,1.0
1793,Q,-5956.936842112657,-2456.3700842336693,-288.03244172417396,1.0
1705,O,-6249.460129929422,-2456.0171182844556,-413.33940057408955,1.0
1922,T,-5558.137489456283,-2455.6184956506427,-217.86140988137797,1.0
283,AE,-6240.5089386358495,-2454.369149364358,-410.2380834935877,1.0
1890,S,-5674.825885388178,-2450.6226835355847,-215.10183982977946,1.0
400,AG,-6409.258612383876,-2450.606073009378,-445.07546674158266,1.0
1838,R,-5800.922359250486,-2450.2692428446762,-280.95880248228553,1.0
341,AF,-6328.8042977836185,-2449.9302709025997,-415.63023655977497,1.0
1706,O,-6229.040403671463,-2448.530447385584,-406.6626982604414,1.0
1935,T,-5533.8131197286,-2446.743387777028,-210.0446841304554,1.0
1659,N,-6352.614678503667,-2445.917015830091,-414.507578073747,1.0
1601,M,-6479.723981652235,-2444.4447656479383,-451.51297936771084,1.0
462,AH,-6498.2649835740785,-2443.785208433138,-453.67668563607936,1.0
1707,O,-6212.697868184344,-2442.538634209464,-363.81634973057675,1.0
1986,U,-5375.028438239752,-2442.122957121792,-49.962054894086464,1.0
214,AD,-6173.889810801634,-2441.4506291633616,-305.5660758604454,1.0
526,AI,-6582.572807999809,-2437.8582542825416,-454.4568533783672,1.0
1752,P,-6053.906950474298,-2437.4768235648144,-295.51602581331275,1.0
1794,Q,-5902.321865961912,-2436.3258249453543,-285.5372046417419,1.0
1708,O,-6193.1981862022285,-2435.389287553759,-327.56095850715735,1.0
145,AC,-6098.306734482585,-2434.846637289713,-303.1953291360578,1.0
1839,R,-5754.133988851041,-2433.0765334629837,-275.0944291047964,1.0
282,AE,-6268.782480625276,-2432.678907593058,-414.84292103422115,1.0
1891,S,-5621.784053535466,-2431.160090115614,-215.10183982977946,1.0
525,AI,-6591.693229380484,-2430.861904547917,-457.47309565319836,1.0
1660,N,-6309.6976265094445,-2430.07638719703,-416.269913509097,1.0
340,AF,-6358.0562859577885,-2427.525255450569,-427.99358108410513,1.0
1987,U,-5331.6941544686215,-2426.3117995296225,-48.18787607889533,1.0
399,AG,-6440.967458446663,-2426.241555262605,-454.4506797736224,1.0
1936,T,-5476.444322826314,-2425.8115294478157,-208.09050244689442,1.0
213,AD,-6195.212333526946,-2425.1068372944487,-332.4318441916472,1.0
1709,O,-6162.413142315438,-2424.102285501129,-302.22472237599715,1.0
461,AH,-6525.481092357987,-2422.9395368768355,-455.1672092124977,1.0
1795,Q,-5858.102608713459,-2420.0969016665404,-280.25330835083514,1.0
1602,M,-6409.199308374296,-2418.5454477310936,-447.13647934678625,1.0
1840,R,-5712.963828435952,-2417.9482740863186,-245.20990720841118,1.0
1753,P,-5996.452537525228,-2416.408892839829,-296.5153651505844,1.0
144,AC,-6124.007543648756,-2415.1689625416257,-295.0448513501666,1.0
212,AD,-6209.205239821658,-2414.3812233008243,-362.6558341417178,1.0
1661,N,-6264.852170369271,-2413.523987076623,-415.7887775485268,1.0
1892,S,-5573.522710444627,-2413.451597296455,-217.86141073726992,1.0
1926,T,-5441.81033767543,-2413.174805136007,-196.31947501078113,1.0
281,AE,-6298.266460189614,-2410.06007032924,-415.63023669477167,1.0
1710,O,-6122.255881500271,-2409.379061882686,-283.67883312724126,1.0
1603,M,-6381.468733339805,-2408.361735486093,-422.7010213908715,1.0
1988,U,-5281.564254607247,-2408.021160391013,-42.65566999856571,1.0
339,AF,-6385.40637038773,-2406.5769677438134,-437.16267086800553,1.0
398,AG,-6467.020400666785,-2406.2229342184673,-456.14255956664084,1.0
1841,R,-5680.302980174757,-2405.946820145513,-222.65906963992177,1.0
1923,T,-5420.337239917503,-2405.340026224331,-157.47171703826555,1.0
211,AD,-6225.197131682316,-2402.1233795396606,-395.39848961297764,1.0
1662,N,-6233.785590630875,-2402.0573524950687,-407.6231811840984,1.0
1604,M,-6361.954624329232,-2401.1954192220383,-410.6656463333288,1.0
460,AH,-6554.234443260474,-2400.9164433547103,-454.4568533783672,1.0
143,AC,-6147.166798639927,-2397.437213934889,-296.93027041711514,1.0
1754,P,-5941.831893590134,-2396.380075495569,-294.020127758226,1.0
1663,N,-6217.112699648016,-2395.903409900537,-384.6766200555986,1.0
459,AH,-6564.385769666884,-2393.141223987056,-457.47309565319836,1.0
1796,Q,-5784.521616056426,-2393.091918794475,-282.98119485441845,1.0
1893,S,-5508.628120372064,-2389.6398815690422,-218.55869362688645,1.0
1664,N,-6198.568729106492,-2389.0588542500177,-355.27982568720375,1.0
1842,R,-5632.597190912517,-2388.41699887566,-224.61386046755578,1.0
1605,M,-6325.322876763601,-2387.7428609618555,-417.2303963647158,1.0
280,AE,-6327.501153887322,-2387.6324744287917,-427.9935812330716,1.0
338,AF,-6410.870927477433,-2387.0728645807444,-454.45067908927473,1.0
210,AD,-6245.853325641209,-2386.2903311139557,-417.2269259778511,1.0
142,AC,-6161.939958076079,-2386.126230513835,-311.20160147882916,1.0
1711,O,-6057.151253960473,-2385.509157152983,-289.1538335505883,1.0
397,AG,-6500.843209104273,-2380.2340850881915,-464.3936779158538,1.0
1665,N,-6174.541369488254,-2380.19038675144,-326.32685668044996,1.0
141,AC,-6172.257796727463,-2378.2264374850456,-335.2305459193618,1.0
1666,N,-6157.783292871912,-2374.005002249271,-320.78302717520296,1.0
279,AE,-6347.503520717228,-2372.2875214440855,-451.0233480534308,1.0
1606,M,-6279.548683655932,-2370.9328521439425,-416.7492600785707,1.0
1894,S,-5455.7618238742125,-2370.241697184791,-228.3177318626739,1.0
209,AD,-6267.84217786625,-2369.43579523975,-419.74559242299017,1.0
1843,R,-5579.033591449032,-2368.734684848668,-228.07837611095073,1.0
337,AF,-6440.880932784971,-2364.0872600253374,-466.9453279476279,1.0
140,AC,-6193.083927657602,-2362.2810317176754,-371.4507390966804,1.0
1712,O,-5991.731417639158,-2361.5236845463246,-288.03244163481537,1.0
1797,Q,-5698.220474671235,-2361.4185102036213,-276.53857375292966,1.0
1844,R,-5558.850373108783,-2361.318222074934,-252.51326503472413,1.0
1667,N,-6118.960763136536,-2359.675656510034,-288.57758605295453,1.0
396,AG,-6527.951950917386,-2359.4042062685567,-468.90044428812644,1.0
1607,M,-6232.858061941134,-2353.7862962037116,-417.05285172143726,1.0
208,AD,-6290.4973581243985,-2352.070516484421,-424.7829234653688,1.0
1845,R,-5526.0253230889575,-2349.256431065494,-269.61279138526334,1.0
278,AE,-6378.085105254948,-2348.8266489923535,-474.7796719265499,1.0
139,AC,-6211.369083234481,-2348.2811089201637,-406.1157688494233,1.0
1549,L,-6328.549838949342,-2344.640598321926,-450.6238225365686,1.0
1713,O,-5943.587767450236,-2343.8723379865546,-289.47980505800183,1.0
336,AF,-6470.085342392964,-2341.7186864898044,-476.3854999419026,1.0
1798,Q,-5644.149151640064,-2341.573777214862,-273.75528200438276,1.0
1608,M,-6196.839401113018,-2340.5588864991673,-389.0297352971237,1.0
207,AD,-6305.822921951947,-2340.323415604381,-434.85758739802543,1.0
1668,N,-6062.873562509038,-2338.9739429737037,-289.1538335505883,1.0
1550,L,-6303.508956958189,-2335.435141703997,-432.18897901355604,1.0
1609,M,-6174.47961334301,-2332.3475297485115,-360.6143626543005,1.0
138,AC,-6232.405416690914,-2332.1747628136427,-421.44833832669156,1.0
1551,L,-6290.023969809673,-2330.4778297278117,-426.2153976578096,1.0
1714,O,-5898.099186418896,-2327.194443702562,-290.37416976554795,1.0
206,AD,-6323.14747134544,-2327.0440849568013,-448.2904711016515,1.0
1846,R,-5463.75709660754,-2326.375541808852,-273.422177499815,1.0
1799,Q,-5597.985425463559,-2324.631213793382,-274.5862239971593,1.0
277,AE,-6411.743141187267,-2323.0056557403545,-478.03386969769247,1.0
1610,M,-6142.258377745465,-2320.514677703589,-342.21917687529844,1.0
335,AF,-6500.155508943115,-2318.687002551269,-478.12492295129096,1.0
1552,L,-6257.939161684422,-2318.6829053559013,-425.73356035032697,1.0
1669,N,-5998.962953520827,-2315.384619484493,-290.30568139635136,1.0
205,AD,-6339.805692705825,-2314.2754971903446,-462.562910902957,1.0
1553,L,-6241.519540094124,-2312.646771553358,-421.77877156032946,1.0
1611,M,-6117.2833226522,-2311.3428962292955,-291.53756725675504,1.0
137,AC,-6267.050974626052,-2305.6485933025674,-425.0845302006468,1.0
1715,O,-5828.843014832562,-2301.80242042896,-289.52010072994085,1.0
1501,K,-6345.552872741787,-2301.3360615820293,-472.6006974900928,1.0
1554,L,-6209.588375528043,-2300.908329182324,-406.1321000317948,1.0
276,AE,-6440.930284342472,-2300.614538564915,-479.15763561483493,1.0
204,AD,-6359.529656011733,-2299.157006979093,-476.88598776535616,1.0
1670,N,-5948.012793343634,-2296.578980964156,-290.88101111832447,1.0
1612,M,-6063.868445752667,-2291.726940365763,-290.19284878833105,1.0
1555,L,-6180.818965682598,-2290.3322019377156,-366.5709524647008,1.0
1502,K,-6311.4340531548405,-2288.8026176521307,-444.45867794304934,1.0
1800,Q,-5483.943043139704,-2282.776483785864,-271.46738659991934,1.0
203,AD,-6381.109745821714,-2282.6157889951587,-479.82514924427073,1.0
1503,K,-6292.723202788655,-2281.9292440482254,-425.74294013365045,1.0
136,AC,-6300.156730279742,-2280.3013644339753,-431.62967594334606,1.0
1671,N,-5902.841582964039,-2279.906345373404,-291.38785247110104,1.0
1556,L,-6152.085175759188,-2279.769169185831,-352.1039573321013,1.0
275,AE,-6468.783207459729,-2279.2469774479996,-475.3527876258329,1.0
1613,M,-6025.128846555886,-2277.5002995472446,-290.3056815817104,1.0
1716,O,-5759.294629075347,-2276.3032600026977,-293.50369217210203,1.0
1504,K,-6276.572582601937,-2275.996363163309,-429.9898674975495,1.0
1557,L,-6118.671866579034,-2267.485865098218,-306.3601415676135,1.0
1505,K,-6249.668657074486,-2266.1132884797557,-446.6496132249886,1.0
135,AC,-6319.98168813807,-2265.1225009939794,-459.2647340006158,1.0
1672,N,-5861.3464752211075,-2264.5905545326655,-292.53629932879744,1.0
1558,L,-6105.495642251448,-2262.642059617303,-305.2982290602563,1.0
1614,M,-5977.17380921409,-2259.889402536285,-308.8468226572068,1.0
1673,N,-5838.047640302802,-2255.990984562819,-308.2483797301286,1.0
1717,O,-5703.026608880361,-2255.6732014010677,-322.45847217430656,1.0
1506,K,-6213.729929180725,-2252.9113068044962,-448.4314898238152,1.0
1559,L,-6075.377589820202,-2251.5701482856534,-313.8391032003435,1.0
1674,N,-5821.834361555563,-2250.006684252679,-328.3010156591118,1.0
1615,M,-5940.082548511935,-2246.2680937345303,-320.50561458470054,1.0
1507,K,-6190.759586524341,-2244.4732217470496,-435.96423555772634,1.0
1508,K,-6188.27971780657,-2243.5622495650114,-376.00828128697356,1.0
134,AC,-6348.27483886867,-2243.460015035827,-474.15513535694356,1.0
1718,O,-5667.490541447675,-2242.644288155723,-341.231481738965,1.0
1675,N,-5788.806226328177,-2237.816042065747,-336.5701257609659,1.0
1616,M,-5912.094766043242,-2235.98992522622,-295.6188679605695,1.0
1560,L,-6031.4414813513595,-2235.4184831560688,-328.9482152029583,1.0
1509,K,-6163.419235368076,-2234.429827444748,-354.6285639522587,1.0
1617,M,-5891.990892222379,-2228.607025097145,-276.82356841330073,1.0
1676,N,-5752.185631594294,-2224.299427700451,-342.76102496390354,1.0
1510,K,-6135.82644481676,-2224.293700303448,-342.5542831394883,1.0
1618,M,-5875.820305874523,-2222.6685763634036,-273.2511836812299,1.0
133,AC,-6379.023174620523,-2219.9177309755128,-474.30921782192445,1.0
1561,L,-5984.529089851419,-2218.172685466172,-328.83046245299766,1.0
1511,K,-6112.737245159957,-2215.8119534907446,-333.98594571856654,1.0
1619,M,-5849.651829516992,-2213.0585256239674,-303.2728598300219,1.0
1456,J,-6234.796449773529,-2209.4633495734843,-475.513895694348,1.0
1677,N,-5709.556224792893,-2208.564968537702,-348.5031656331293,1.0
1620,M,-5837.164498685906,-2208.4727071281836,-329.26149856181405,1.0
1512,K,-6071.6695436841,-2200.725859071042,-332.00962403481566,1.0
1562,L,-5936.362242583959,-2200.4657283749775,-330.16166045938263,1.0
1457,J,-6208.8770766606995,-2199.915498865595,-461.2266498396125,1.0
1621,M,-5813.132477513621,-2199.6472432501387,-345.2144715806662,1.0
132,AC,-6406.7570933750585,-2198.683417720506,-475.3527875481384,1.0
1678,N,-5675.964953952414,-2196.1664737210444,-366.0293498490876,1.0
1679,N,-5667.406198170193,-2193.007447981684,-379.7140648393126,1.0
1458,J,-6185.996754362638,-2191.487135243554,-449.4448669273493,1.0
1459,J,-6182.489077109738,-2190.195021479986,-424.8467669101947,1.0
1563,L,-5908.274263942364,-2190.1401068987907,-296.53774337036634,1.0
1460,J,-6179.616625795523,-2189.1369042101574,-376.1080232566974,1.0
1622,M,-5775.036083874907,-2185.656811753266,-344.12194991493766,1.0
1513,K,-6028.494143766772,-2184.8655080810036,-334.16570382407457,1.0
1461,J,-6161.563610137133,-2182.4867627278322,-351.9941349144665,1.0
1564,L,-5879.57342360287,-2179.589186977653,-274.3077145914985,1.0
1565,L,-5866.367615258308,-2174.7345059059758,-284.0107933494162,1.0
1623,M,-5741.19450787978,-2173.2289096479894,-342.5168286494406,1.0
1566,L,-5848.21529003404,-2168.06140060459,-312.1417642763134,1.0
1514,K,-5979.426660110545,-2166.840718166471,-334.8496538052624,1.0
1462,J,-6116.77141333951,-2165.986780029932,-331.945674279634,1.0
1624,M,-5706.974192750074,-2160.6619202588145,-353.23885612786495,1.0
1567,L,-5827.587647825121,-2160.478326432065,-336.7563636766953,1.0
1417,I,-6231.512856521358,-2153.7607092441626,-473.2212087969232,1.0
1515,K,-5937.647229992118,-2151.4931724086814,-333.3322266596126,1.0
1625,M,-5678.484446022489,-2150.1994115569287,-368.5103564793707,1.0
1568,L,-5787.982574864416,-2145.91882405038,-341.1518278706352,1.0
1463,J,-6051.201148153463,-2141.832835405276,-336.36308898477955,1.0
1516,K,-5910.4144620202205,-2141.4892984598214,-295.35872793169494,1.0
1418,I,-6195.957702971946,-2140.681323409917,-445.94433132955965,1.0
1419,I,-6190.268878259645,-2138.5886216233203,-371.69060897892535,1.0
1569,L,-5751.485553917262,-2132.501894761253,-341.67715976517275,1.0
1517,K,-5884.656367111677,-2132.0271411464787,-275.66296285293157,1.0
1420,I,-6170.357991967142,-2131.2641654440063,-353.506024000683,1.0
1518,K,-5870.375707091124,-2126.7811844042353,-281.95825434360364,1.0
1464,J,-5998.843224452447,-2122.54588596031,-334.7225715698618,1.0
1519,K,-5848.788007132461,-2118.8510089092156,-309.2685980436363,1.0
1570,L,-5713.187212784628,-2118.4227693550606,-352.2262739163103,1.0
1421,I,-6117.736364280829,-2111.9066742499704,-332.2906750018581,1.0
1520,K,-5825.363691336941,-2110.246158208821,-336.92133072516714,1.0
1571,L,-5690.842157552736,-2110.2083447738864,-375.74257565899745,1.0
1374,H,-6241.586349438532,-2106.3264581825306,-486.75319924840977,1.0
1465,J,-5940.518853098254,-2101.061092022694,-335.5428300636339,1.0
1375,H,-6225.404847096273,-2100.374641229056,-452.2704416382538,1.0
1521,K,-5787.1729817521655,-2096.216917953189,-338.7439206653556,1.0
1422,I,-6063.798823695537,-2092.065108855381,-338.0378009853017,1.0
1376,H,-6201.132593783436,-2091.44691587261,-400.5463056503935,1.0
1466,J,-5913.181129840468,-2090.990767434877,-303.5553403997673,1.0
1377,H,-6179.79078220803,-2083.5970541437255,-364.31158912418084,1.0
1522,K,-5751.904098162885,-2083.261001532637,-340.7010676815352,1.0
1467,J,-5882.207907828131,-2079.581243816047,-273.5765265365584,1.0
1468,J,-5865.330342441339,-2073.3640998317287,-286.4233517027586,1.0
1523,K,-5719.52254822489,-2071.3657382901083,-350.76277351336705,1.0
1279,F,-6430.565056010797,-2070.610421801926,-478.935614218834,1.0
1423,I,-6002.537666363592,-2069.5294639935637,-344.4137315115618,1.0
1378,H,-6136.921146543432,-2067.82891229008,-338.83929521571565,1.0
1469,J,-5830.210373765697,-2060.4270501461097,-336.0022797147119,1.0
1524,K,-5688.490229272733,-2059.9661109199283,-362.9805586885872,1.0
1280,F,-6394.785078909489,-2057.572786310216,-483.7026894377156,1.0
1325,G,-6239.863288404268,-2055.0618229938887,-487.1006449747489,1.0
1379,H,-6098.994753904145,-2053.8789747675837,-338.0258494838028,1.0
1326,G,-6223.69405314301,-2049.1058679840894,-457.71712230220055,1.0
1424,I,-5938.538389653772,-2045.9865693738825,-338.35220304302317,1.0
1470,J,-5784.113031983598,-2043.4462946529077,-339.22079834074765,1.0
1281,F,-6355.384916046866,-2043.2160146369868,-497.9980552029781,1.0
1525,K,-5636.544825854831,-2040.8841259909027,-352.2001597422926,1.0
1327,G,-6196.371172876298,-2039.0414559709527,-402.7020171861911,1.0
1380,H,-6058.540998249049,-2038.9994324576633,-340.89941268921143,1.0
1425,I,-5902.983235703265,-2032.9071833920884,-301.98303308653846,1.0
1328,G,-6179.183794413556,-2032.7104668297561,-369.84114393127646,1.0
1471,J,-5739.54734817062,-2027.0297519422083,-324.63323922494413,1.0
1426,I,-5885.916761967459,-2026.6290781798464,-264.0984806923889,1.0
1427,I,-5877.383525099556,-2023.4900255737257,-264.0984806923889,1.0
1282,F,-6300.996775392434,-2023.3978702341385,-484.21722928952084,1.0
1329,G,-6151.258059375775,-2022.4239926203607,-353.54399571377706,1.0
1472,J,-5721.916912683363,-2020.5352751963921,-286.444646444943,1.0
1381,H,-6007.371543373764,-2020.178483538018,-344.68152805560703,1.0
1428,I,-5858.894844884853,-2016.6887448041737,-277.73691963975745,1.0
1473,J,-5706.783526312907,-2014.9606298089082,-254.94672387403278,1.0
1330,G,-6124.3766200483515,-2012.5221858468285,-341.9528316645407,1.0
1382,H,-5979.4439244014,-2009.9062558700223,-340.396440169918,1.0
1429,I,-5838.983958993445,-2009.3642887724072,-286.8292121288786,1.0
1474,J,-5686.874155520734,-2007.6266677109752,-235.5630086159718,1.0
1430,I,-5823.339691335441,-2003.6093589699276,-292.8907405974173,1.0
1283,F,-6244.433726334691,-2002.787224961043,-477.0136739672941,1.0
1431,I,-5807.695423677436,-1997.854429167448,-279.2523016500487,1.0
1331,G,-6081.219803882433,-1996.625326700606,-341.10003380294734,1.0
1475,J,-5656.413960386323,-1996.4061264420748,-229.49449472665722,1.0
1383,H,-5934.997405569324,-1993.558111012247,-334.9077521043861,1.0
1432,I,-5794.895568175035,-1993.1458501844927,-248.9446597347291,1.0
1284,F,-6214.943589388652,-1992.0415038272813,-465.1792617141846,1.0
1433,I,-5779.25130051703,-1987.3909203820128,-232.27545676677798,1.0
1476,J,-5619.1058187231865,-1982.6630252784091,-225.20231885053872,1.0
1332,G,-6040.660998633354,-1981.6854476394424,-339.68289044252356,1.0
1384,H,-5896.791525271479,-1979.5053734314308,-319.19576247790354,1.0
1434,I,-5756.496002068924,-1979.0201133831745,-223.1831642776568,1.0
1285,F,-6177.33518105578,-1978.3376180511934,-469.80896592933453,1.0
1286,F,-6166.9994808793535,-1974.5714588088247,-459.2696647262212,1.0
1287,F,-6150.945810455416,-1968.7217652022937,-435.05045945557634,1.0
1477,J,-5577.2549136521375,-1967.2465184104,-224.90922521095538,1.0
1333,G,-5994.453406265769,-1964.6648318338296,-357.63864038697096,1.0
1435,I,-5713.829817328315,-1963.324850205022,-226.2139287256129,1.0
1288,F,-6131.374651644032,-1961.5903566491047,-376.2685709904451,1.0
1385,H,-5845.180072777456,-1960.5218506750086,-294.9135962252958,1.0
1289,F,-6112.15360967087,-1954.586524916418,-357.7095288193339,1.0
1478,J,-5536.998512766844,-1952.4173748189808,-203.5364993190514,1.0
1386,H,-5813.006699747287,-1948.6879663420725,-279.91578755695014,1.0
1436,I,-5669.741426509904,-1947.1064116171067,-227.72931073590416,1.0
1334,G,-5939.141561025999,-1944.2906547973716,-345.99387600106417,1.0
1479,J,-5510.219024501241,-1942.5526857742025,-184.71568332770659,1.0
1387,H,-5790.217227134113,-1940.3056315878018,-287.0576014120545,1.0
1290,F,-6056.307487269916,-1934.237115931961,-348.43006478387946,1.0
1388,H,-5761.395247253264,-1929.7044435856503,-292.77105206876445,1.0
1437,I,-5621.386417458089,-1929.3184467999056,-233.79083920444282,1.0
1480,J,-5472.680622227914,-1928.7247641204567,-179.95326790033693,1.0
1240,E,-6154.597363411626,-1924.9424928319404,-441.4777396040502,1.0
1389,H,-5741.286889159546,-1922.308265896007,-286.3434200265441,1.0
1335,G,-5879.237411343752,-1922.2248975340967,-332.8009538994682,1.0
1390,H,-5736.5949391516,-1920.5824911804402,-252.06271480416376,1.0
1438,I,-5594.36450077658,-1919.3781135717807,-227.72931073590416,1.0
1241,E,-6139.522755192891,-1919.3622783381875,-388.24382404584674,1.0
1391,H,-5723.859645585284,-1915.898245270991,-237.06490613581812,1.0
1336,G,-5859.796449218735,-1915.0637984534724,-310.4621069190639,1.0
1291,F,-5998.327488212447,-1913.1101573712942,-372.56028968415194,1.0
1242,E,-6118.851387923241,-1911.7102941824453,-364.9293764040923,1.0
1439,I,-5568.764789771776,-1909.96095560587,-212.57548977824436,1.0
1392,H,-5705.091844751294,-1908.9951461136611,-232.77981825012904,1.0
1337,G,-5841.402825434915,-1908.2884875650175,-295.18385828738667,1.0
1338,G,-5821.623521317009,-1901.0027598513739,-279.570162869334,1.0
