,PROFILE,X,Y,Z,S
624,AJ,-5979.7788196542915,-2963.258686031779,-224.57116244379029,1.0
868,AN,-6297.6328823466965,-2962.4211311580234,-430.5537388036499,1.0
1099,AU,-6880.974886080938,-2962.127434188929,-428.7598609281434,1.0
31,AA,-5961.7041799239205,-2962.060548976569,-230.41660942978876,1.0
2238,Z,-6101.343332013292,-2960.711177369352,-237.5573459029959,1.0
819,AM,-6219.041488532004,-2958.122151372367,-248.33297673027738,1.0
364,AF,-5665.831093761206,-2957.722247022707,-203.14834237366608,1.0
424,AG,-5749.498720627906,-2957.553931013046,-239.78119161160828,1.0
2063,W,-6508.608495930042,-2957.1698819642047,-447.93525719167815,1.0
911,AO,-6388.75516467336,-2955.9880269093724,-434.4530836754169,1.0
2174,Y,-6224.722469853994,-2955.391430357378,-380.32267146620313,1.0
943,AP,-6472.5913793260115,-2955.0123432009595,-450.90377149927394,1.0
32,AA,-5936.348109023197,-2952.8215867056697,-228.8661544436104,1.0
88,AB,-5785.657348438522,-2952.1938708359307,-243.39314904351482,1.0
2120,X,-6352.3563083634235,-2952.0970440093693,-432.8641997703313,1.0
698,AK,-6069.054618960309,-2949.079517279111,-233.4077653545198,1.0
170,AC,-5429.660560030461,-2946.7916837414004,-220.24884055522026,1.0
486,AH,-5841.686678249669,-2946.6791310161725,-247.87989085500317,1.0
764,AL,-6153.740709420177,-2945.826616205766,-246.88995184925608,1.0
1069,AT,-6815.754434995297,-2945.4571870775208,-439.2675005444861,1.0
551,AI,-5920.900987716774,-2945.4321120051786,-228.70186776525003,1.0
2239,Z,-6052.61983288357,-2942.9359666816454,-233.95782796126983,1.0
1037,AS,-6737.897725538763,-2941.7269890785865,-453.0366916136319,1.0
363,AF,-5687.397008242156,-2941.204236544038,-235.0460662081271,1.0
33,AA,-5903.028336739433,-2940.680899758945,-232.20234624607917,1.0
1003,AR,-6661.311745658162,-2938.1050903203086,-455.20795627569623,1.0
2064,W,-6452.8507084560415,-2936.8767530741866,-448.8496233690943,1.0
763,AL,-6165.875230867435,-2936.5269402248196,-355.66132564100536,1.0
2175,Y,-6172.760196095145,-2936.4796842753008,-372.8972557800417,1.0
423,AG,-5777.3981196963505,-2936.1165251111906,-249.76257614337243,1.0
89,AB,-5740.39153428615,-2935.7445973002023,-249.64347190042673,1.0
232,AD,-5529.521740436238,-2935.3611183065195,-181.32729206237133,1.0
818,AM,-6249.357863199363,-2934.9111770176705,-260.5019986239995,1.0
623,AJ,-6016.917738461953,-2934.8025399905446,-231.06912241096907,1.0
34,AA,-5880.68172646173,-2932.5384911796923,-250.40178477513393,1.0
867,AN,-6336.97281823712,-2932.2759081384675,-432.65374719327303,1.0
303,AE,-5619.925236724129,-2930.4541951936926,-184.25533464139747,1.0
2121,X,-6289.486292343694,-2929.215409062847,-435.17006952272607,1.0
1098,AU,-6924.052339779356,-2929.169587713631,-426.2420477204529,1.0
972,AQ,-6588.486637683748,-2928.048510578055,-459.02359028409046,1.0
2240,Z,-6010.386741855641,-2927.528573854299,-239.11526861673477,1.0
362,AF,-5705.49006368408,-2927.346197755799,-248.53381404253938,1.0
697,AK,-6097.858595769972,-2927.01689674405,-244.74617935888537,1.0
169,AC,-5459.8096106027015,-2923.70823888609,-193.12656716742347,1.0
1068,AT,-6845.371326357495,-2922.7686687589216,-448.3838254085432,1.0
942,AP,-6515.151681066435,-2922.448044532741,-452.07550269333353,1.0
2065,W,-6409.749177517816,-2921.1898873947634,-440.9866278604484,1.0
35,AA,-5848.899291402426,-2920.9579620220047,-251.0767379758626,1.0
90,AB,-5698.146999501119,-2920.393235106,-246.6692826413232,1.0
762,AL,-6187.824931839698,-2919.7050896221444,-367.0731045375092,1.0
2241,Z,-5984.450372680413,-2918.0665188952257,-249.1937762077572,1.0
910,AO,-6439.02256975049,-2917.5104183322087,-444.4745385937788,1.0
168,AC,-5468.423624737507,-2917.1129691681526,-198.55102202977275,1.0
1036,AS,-6770.2863889834325,-2916.942620529622,-447.4951081239863,1.0
622,AJ,-6040.342224268695,-2916.854505678896,-244.6037715507327,1.0
550,AI,-5958.543580333863,-2916.5561717525543,-239.47698800631696,1.0
2176,Y,-6113.515064224138,-2914.9173312546573,-363.3870050846506,1.0
167,AC,-5472.730632171717,-2913.81533402834,-276.3015364877311,1.0
485,AH,-5885.860417841026,-2912.845078020342,-249.28670266442515,1.0
91,AB,-5676.844067938457,-2912.6519019399248,-215.56881967964586,1.0
2242,Z,-5969.39275227737,-2912.5732275696787,-279.01033807716954,1.0
2010,V,-6524.855819013085,-2912.5284289210845,-447.9352571003566,1.0
2122,X,-6235.643953252692,-2909.6194104335395,-396.49669481791096,1.0
621,AJ,-6050.733537490213,-2908.892595744923,-274.3356237935592,1.0
817,AM,-6283.976254135601,-2908.406471457113,-304.0235028302098,1.0
549,AI,-5970.134581021963,-2907.6646204520807,-282.6387387022048,1.0
620,AJ,-6052.84218817582,-2907.276930190136,-312.94880225191025,1.0
696,AK,-6123.9873119734975,-2907.0034119924135,-246.88995240521038,1.0
422,AG,-5815.920160713665,-2906.51686859421,-253.82812021039678,1.0
92,AB,-5659.535776559853,-2906.3621924835925,-196.2764985630791,1.0
231,AD,-5567.879690406102,-2905.959608977541,-184.7794285443887,1.0
2243,Z,-5951.101873758286,-2905.900385406304,-316.765175352916,1.0
36,AA,-5807.116917414028,-2905.733766665444,-249.53759463696235,1.0
619,AJ,-6057.1803166257005,-2903.9530203758864,-342.855718835007,1.0
548,AI,-5975.181558589149,-2903.7930427377382,-340.3354214186138,1.0
166,AC,-5487.0873231300075,-2902.8232172700914,-297.9993550131786,1.0
695,AK,-6130.395552925764,-2902.0949721140823,-334.7220478411129,1.0
2066,W,-6355.223479443698,-2901.3451792568694,-434.1972080714663,1.0
361,AF,-5741.942095651662,-2899.4264428786682,-246.5021106457369,1.0
1097,AU,-6963.387478470783,-2899.0749244785984,-424.5905794279776,1.0
1002,AR,-6712.576101414383,-2898.8767137416353,-453.0366916136319,1.0
2244,Z,-5930.475566385514,-2898.375536702719,-343.8571716563756,1.0
302,AE,-5662.927351938972,-2897.4648273940707,-199.4677240446357,1.0
93,AB,-5633.681517256575,-2896.9669393260624,-185.42238874853825,1.0
618,AJ,-6068.031375330624,-2895.6388496589507,-359.5132053586853,1.0
816,AM,-6301.326575190848,-2895.1226318991894,-344.3400426080575,1.0
694,AK,-6139.501145019096,-2895.120476042594,-354.24346492743757,1.0
761,AL,-6219.913127446895,-2895.113281592698,-361.8965898428456,1.0
866,AN,-6385.56664646592,-2895.039655557594,-439.43063087424844,1.0
941,AP,-6552.657055283082,-2893.7514385945806,-454.6648765382239,1.0
484,AH,-5910.872497083678,-2893.6875418357126,-273.34236170138604,1.0
2011,V,-6469.129070632687,-2892.150016601736,-448.84962314764624,1.0
483,AH,-5913.813691837761,-2891.4347885007837,-340.99944838445964,1.0
2123,X,-6184.94823761388,-2891.1686300450638,-368.8537496658547,1.0
909,AO,-6473.51206977672,-2891.110140060532,-448.30176437640773,1.0
1067,AT,-6887.562889783657,-2890.4471111728135,-451.3171133603891,1.0
2177,Y,-6043.937229732554,-2889.5943758937688,-373.3254018631624,1.0
1035,AS,-6806.113589416378,-2889.5270236765855,-452.44732429360255,1.0
2067,W,-6322.4164840310905,-2889.405024947255,-400.51184659123965,1.0
971,AQ,-6639.039784911454,-2889.3902215215735,-456.4618798128141,1.0
2245,Z,-5905.106781617839,-2889.1205467658115,-318.5461902164437,1.0
37,AA,-5757.82407345104,-2887.7729900379277,-249.64347167714874,1.0
547,AI,-5998.487101020377,-2885.9151707844226,-377.22983632518003,1.0
301,AE,-5678.72673836322,-2885.344219671547,-215.83731030221333,1.0
2246,Z,-5894.561880796957,-2885.273576882283,-280.2296583015256,1.0
94,AB,-5598.642027375009,-2884.233838985172,-188.37936637615923,1.0
617,AJ,-6084.5262910744295,-2883.0003091086874,-372.16162204876787,1.0
230,AD,-5598.018079615759,-2882.8584231163495,-188.23156595035576,1.0
815,AM,-6318.379324378113,-2882.06662080269,-398.86145821934184,1.0
165,AC,-5514.365034923699,-2881.93819621578,-316.08087060504306,1.0
2068,W,-6297.3845395726685,-2880.2946118861305,-369.8365235845944,1.0
693,AK,-6160.329735330734,-2879.166662186871,-364.237384368388,1.0
1001,AR,-6738.684617279382,-2878.8980233405923,-454.4145159135076,1.0
2012,V,-6426.051532690809,-2876.3972254306154,-440.98662834085536,1.0
2247,Z,-5868.625511108687,-2875.811521736043,-254.15502371574377,1.0
865,AN,-6412.187263721427,-2874.6409328367245,-441.1044200909698,1.0
300,AE,-5693.343043263799,-2874.131221059093,-248.64523079600548,1.0
760,AL,-6247.367292823209,-2874.0729098370603,-378.20623497814563,1.0
421,AG,-5860.041696837326,-2872.6146588521324,-255.23493201981876,1.0
360,AF,-5778.776864264101,-2871.2135379978176,-247.89169305181824,1.0
482,AH,-5940.295465494007,-2871.1515672567234,-379.8859441885635,1.0
2124,X,-6129.502781304753,-2870.989174542608,-363.38700493861404,1.0
95,AB,-5560.288913776496,-2870.2965914542838,-197.85074722171123,1.0
38,AA,-5706.93304091881,-2869.2298832871506,-250.9703946267465,1.0
2178,Y,-5987.684358650518,-2869.1210605952806,-380.65324420565486,1.0
616,AJ,-6102.924024243093,-2868.9038141464493,-370.35577935658256,1.0
1034,AS,-6837.050995167314,-2865.8531827541296,-456.6212152260326,1.0
814,AM,-6339.582740845454,-2865.832755069882,-421.89708025214344,1.0
96,AB,-5545.274014939733,-2864.8402844662814,-213.82630583559163,1.0
