,X,Y,Z
56,-6296.851169100515,-3216.996661947029,-540.8980101644477
57,-6550.979969205147,-3214.601080476441,-512.2900367775843
58,-5739.738698858594,-3201.321498633616,-146.5352283850088
59,-5674.327103713929,-3197.2983112120173,-180.41435837772164
60,-5682.752908805775,-3190.8423898253377,-161.1505368227695
61,-6584.259255928318,-3189.1396492992776,-467.4135323192182
62,-6334.681334530081,-3188.048361444405,-572.2252484844373
63,-6500.911798836462,-3186.6476898418714,-528.3381403888086
64,-6423.374184969898,-3182.4058722965,-592.7689570143355
65,-5703.661387311239,-3174.822141068695,-148.57008188720704
66,-6606.918584258171,-3171.803372425604,-459.5617805681481
67,-6437.760535096268,-3171.3971869824095,-575.7855061934556
68,-5779.363751131668,-3170.9703947648786,-148.5864581377603
69,-6535.438444423607,-3160.197971628584,-525.37267956756
70,-6453.460903421542,-3159.3829920900257,-557.992743605395
71,-6381.567174124777,-3152.170501580638,-584.8610624725596
72,-5967.848752749331,-3150.441589705977,-161.47863222595356
73,-6465.236180185415,-3150.372345522888,-572.8200454129525
74,-5887.346671278651,-3149.9861497102397,-199.95195838402185
75,-5738.901408594955,-3147.820945979012,-162.18160853171383
76,-6638.805194490771,-3147.407454969082,-457.61145388726607
77,-6552.258271521008,-3147.3128598675917,-496.8494786813234
78,-6471.516327349151,-3145.5666676932465,-533.2805742752923
79,-6305.456960856305,-3144.482969328453,-537.3870432849287
80,-5814.837000525297,-3143.7993952293327,-164.18540029746552
81,-6312.739683104741,-3143.731826379816,-274.5858451845743
82,-6449.797760051066,-3139.9066430784023,-548.7342542585548
83,-6299.879164213153,-3139.058405675462,-251.49520815786025
84,-6437.514835476792,-3135.4311280365673,-573.0717995513672
85,-6073.565180907054,-3134.1186867969386,-227.31773179604647
86,-6569.714112584897,-3133.940518898341,-471.5542034869229
87,-5831.243951455304,-3131.2323689850723,-197.3711901522609
88,-5760.840309856886,-3131.011178803857,-195.82841192231345
89,-6423.934323895433,-3130.4828127155174,-596.0202847403227
90,-5683.385571415094,-3127.632127821588,-201.32826532294004
91,-6327.980049511621,-3127.259430944976,-557.9228943888301
92,-6000.620844183139,-3125.3504572019674,-190.40265637814164
93,-6417.93404015609,-3124.3419432262417,-598.5207020190493
94,-5922.45001192238,-3123.0835895017985,-199.95195838402185
95,-6506.057137581567,-3119.1354389936578,-520.4302459722439
96,-5618.682476287853,-3117.485045508985,-195.35202315135058
97,-6387.27995409588,-3117.1271023230215,-582.8245376244581
98,-6238.6403052366195,-3116.804641743811,-244.45169553682982
99,-6680.039885820775,-3115.859475466281,-459.0467617512365
100,-5785.52058129057,-3112.100951182764,-198.57313333963214
101,-6347.888726047407,-3112.0351488881984,-575.3577504310288
102,-6435.2044452722985,-3111.126328876448,-572.8200454129525
103,-6435.2044452722985,-3111.126328876448,-572.8200454129525
104,-6601.585597437784,-3109.52483127325,-463.0625548596325
105,-5860.262512678145,-3109.0053859207687,-200.76589962754687
106,-6521.575500686052,-3107.2605176615307,-496.8494788391308
107,-6445.409684829303,-3103.317102085,-538.223008036565
108,-6349.241564391855,-3103.267098196309,-569.946644222614
109,-6198.296318473423,-3102.143925125399,-212.566844164661
110,-5643.208091935242,-3098.700107053571,-195.35202315135058
111,-5722.633250649916,-3097.5249125145224,-200.64826638870426
112,-6454.829905574908,-3096.108585340538,-505.6029441646865
113,-6329.350677829539,-3096.019478831168,-533.250023767765
114,-6470.0791835512755,-3095.232662202533,-484.36884314988976
115,-5878.720125817095,-3094.867639686679,-200.78992401595795
116,-6041.10139211347,-3094.357537692807,-199.83603434239535
117,-6126.342141189976,-3093.677003250366,-229.3168746122106
118,-5810.177935076093,-3093.208283252796,-200.57004881210662
119,-6317.041919306693,-3091.5345507033267,-485.2466709634542
120,-6317.019109021106,-3091.52623934591,-436.68492485997047
121,-6213.485545626518,-3090.149632960153,-340.51899256392176
122,-6545.580323575825,-3088.8916097110955,-474.8491593368259
123,-5968.9690861088075,-3087.43221925636,-201.5353163238984
124,-6447.644631431146,-3087.048133222833,-508.9340409446235
125,-5582.382390108567,-3085.9631702723914,-201.3002525067442
126,-6382.0987531275405,-3085.8745399445665,-575.4652281044671
127,-6299.58271676156,-3085.1729612352256,-413.28124362505486
128,-6472.703323865793,-3082.431534822295,-477.07974327030075
129,-6224.384294481818,-3081.8070938576957,-379.4621539462375
130,-6431.1164612911225,-3081.0183588476593,-551.3331112515884
131,-6287.796253529297,-3080.8783412392263,-412.1835746096482
132,-6137.847377486974,-3080.1772117490736,-200.21018202094572
133,-6641.93527223547,-3078.6142834847915,-460.1369821411323
134,-6311.578665345794,-3078.208511766936,-431.92442393821415
135,-5670.350799676668,-3077.9106556584834,-195.35202315135058
136,-5752.827127332456,-3074.362943094693,-202.51232874227787
137,-6411.917024767833,-3074.0140583482616,-574.4360174602575
138,-5838.55818435526,-3071.463102076223,-200.76589989681932
139,-6738.914420040979,-3070.8155442785514,-459.06017000886607
140,-6240.558161743169,-3069.4266709433564,-420.6524974429692
141,-5914.414449785393,-3067.5273064343664,-201.53531676508965
142,-6574.848155376193,-3066.4953558116836,-468.00498883653216
143,-6243.999755647206,-3064.9202618855907,-424.66298834618203
144,-6383.45328681774,-3063.6299737061563,-555.5663239231291
145,-5612.185993764212,-3063.0626071693405,-201.3002525067442
146,-6334.222954376215,-3060.8826150753794,-450.556436296761
147,-6171.217601342384,-3059.290044456952,-240.82387739646197
148,-6417.588133711349,-3058.7356018510663,-560.2097294150915
149,-6078.818215101697,-3058.7264357751383,-201.08201239542626
150,-6369.757080754538,-3058.633350870274,-542.2377238302818
151,-6088.805817199063,-3057.83383723665,-202.83705845826915
152,-5697.496041341175,-3057.1192634522135,-195.33605118296066
153,-6506.913386312572,-3056.2534000804126,-467.9297515473046
154,-6363.07901612224,-3056.197072525216,-496.0319114129436
155,-6218.103002714965,-3055.48429192729,-413.2785676292107
156,-6357.235709376589,-3054.065328903102,-471.1518584888204
157,-6674.977125383227,-3053.3020155207,-459.9490236914366
158,-6208.823891912795,-3052.103273040555,-375.2180200927964
159,-6207.697945867639,-3051.6930133804126,-333.27541984572065
160,-6205.362822136052,-3050.8421670431203,-290.7758019378942
161,-6018.966705666819,-3049.1149552646084,-203.64972410718133
162,-6482.237852635515,-3049.114533276129,-466.5973767696398
163,-5868.4399484117075,-3048.56744788759,-200.78992375884806
164,-6340.54054702628,-3047.9746327597054,-446.27180556469716
165,-6431.712106928031,-3047.9349164500736,-491.2988982653318
166,-6190.152901214872,-3045.30014572269,-263.9644915639724
167,-5794.6207559515615,-3042.3027092202137,-201.38191613125997
168,-6319.7293243083395,-3040.38232360524,-431.8558238844688
169,-5642.433846326302,-3039.820691046264,-201.3002525067442
170,-6609.980926585695,-3039.611148277456,-465.07941606435156
171,-5722.4354545693095,-3038.0173844478204,-197.200113015511
172,-6020.681796900424,-3037.600076660926,-200.0828804110138
173,-6167.115078627431,-3036.905880912405,-242.0720959067274
174,-6366.477011524253,-3036.2039660226437,-441.4205321216622
175,-6287.904108076146,-3033.1853175669407,-425.22039959610584
176,-6451.664596622292,-3032.677130213286,-475.9530824447529
177,-6789.665929904789,-3031.986404511118,-437.77360860149395
178,-5961.045489753511,-3031.8099141183607,-207.9033042723355
179,-6433.856494294843,-3031.5060666356767,-466.28252137223643
180,-6539.321291694807,-3031.4543072661795,-465.0395285797686
181,-5892.703565975816,-3029.9764638993734,-206.33360459503245
182,-6279.237094263564,-3025.610028242285,-426.5638947708577
183,-6131.836609825768,-3024.0515059775107,-232.13623111378394
184,-6133.038427338128,-3023.9682450989285,-209.63854587291797
185,-6217.856420663485,-3023.5518670049246,-261.68365481624994
186,-6407.303819001278,-3021.8421813468567,-443.81573938043664
187,-5968.01285576207,-3018.4605596579704,-200.3088260495823
188,-5586.603541748399,-3018.4051146795755,-201.30025272086417
189,-5908.223800715115,-3018.084731977317,-215.90045154942487
190,-5671.899924661146,-3017.179476443388,-201.28428053835427
191,-6725.880116743784,-3014.3069218820215,-460.15039065202984
192,-6644.34469909679,-3013.3153919211395,-459.9490236810886
193,-6236.730110953779,-3010.1027145738108,-424.20768415892843
194,-6369.307064269802,-3008.0132064879144,-424.94604550492767
195,-5762.671358981278,-3007.1994429558113,-201.38191613125997
196,-5840.774116083116,-3006.898089693249,-200.69697893845628
197,-6084.543008571633,-3006.8191911069352,-229.8616308551245
198,-6074.874840885825,-3006.2679798403556,-210.65312093475947
199,-6498.225569761954,-3005.186376580758,-466.5973768930401
200,-5930.52142254837,-3004.836440624063,-203.6739272366423
201,-6214.798401667024,-3002.1016317230965,-399.3418455730884
202,-6411.492333565239,-3001.761249884746,-421.5594757440723
203,-6210.685098902081,-3000.601024735193,-349.4271841904619
204,-6579.949191672579,-3000.3651316310156,-461.12546853159387
205,-6494.554939342442,-2999.878632839054,-468.3386265888073
206,-6208.174347056249,-2999.6850572073804,-308.04457068498704
207,-6206.937968322401,-2999.2340039604564,-263.9644910408796
208,-5696.8098652114,-2998.039117711758,-203.1483423709046
209,-5613.746314224398,-2997.615613702247,-201.30025272086417
210,-6005.708999852162,-2997.5995659576915,-214.90670080071632
211,-6167.797870187352,-2997.355546667492,-220.09052585838725
212,-6253.002929220589,-2996.6199639697043,-440.7473604211839
213,-6337.635149864252,-2996.486166582948,-422.0815176685298
214,-6754.1056835785475,-2992.68425114485,-453.0366915164898
215,-5896.036218971388,-2992.3047639670704,-209.46789743690837
216,-6462.509796586017,-2992.187568319152,-456.84767453822093
217,-6842.685266720977,-2991.4221878969356,-432.726179190373
218,-6183.903473454373,-2990.8306050527967,-242.07209564013633
219,-6344.098130614218,-2990.1711297392917,-426.1974636474629
220,-6037.258605522163,-2989.59022777557,-232.41868488520947
221,-5863.429423679969,-2989.519018192351,-208.65827027751024
222,-5546.04510527077,-2987.1318450586464,-211.66260612853947
223,-5949.707907764658,-2986.2992668509487,-221.30441895329167
224,-5790.927412795294,-2985.5572448752228,-219.95375990593968
225,-5469.244962016925,-2981.5634900289024,-226.2050737201946
226,-6296.2966278464655,-2981.440950597272,-420.34388193020624
227,-6438.36403996612,-2981.20081593153,-439.99369312710587
228,-5721.276059239385,-2979.239725977019,-221.20934731590532
229,-5856.935220904779,-2978.0957405625086,-219.67955678395379
230,-6691.343480155344,-2977.351107285029,-455.20795627569623
231,-6145.738247081633,-2976.907242571927,-239.83194694616526
232,-5642.356263154849,-2975.7023562493896,-192.0598016850056
233,-5562.961851313216,-2974.154047236868,-195.31061326377286
234,-6411.892509853769,-2973.7653322467568,-428.98955169982924
235,-5993.573276360029,-2973.672654840039,-231.41955328325776
236,-6198.880135140461,-2973.5581875627677,-233.45539822555793
237,-6615.09798257914,-2973.4686655459946,-456.983563424325
238,-5885.709034876287,-2972.4281464689066,-219.99075933152358
239,-6264.632665900043,-2969.91680500152,-408.21336421318364
240,-6783.865409417166,-2969.8863120705355,-439.2577182247475
241,-5484.770798682512,-2969.662879284009,-199.73869002094614
242,-6124.702953198397,-2968.080623110777,-226.31846504527525
243,-6536.258421941175,-2967.987734381199,-462.97228703083624
244,-6044.992421384533,-2967.5101366988542,-224.6714052219218
245,-5823.410339891576,-2965.913038265746,-235.71562362963616
246,-5817.285745598654,-2965.368570853041,-235.88337431412072
247,-5979.7788196542915,-2963.258686031779,-224.57116244379029
248,-6297.6328823466965,-2962.4211311580234,-430.5537388036499
249,-6880.974886080938,-2962.127434188929,-428.7598609281434
250,-5961.7041799239205,-2962.060548976569,-230.41660942978876
251,-6101.343332013292,-2960.711177369352,-237.5573459029959
252,-6219.041488532004,-2958.122151372367,-248.33297673027738
253,-5665.831093761206,-2957.722247022707,-203.14834237366608
254,-5749.498720627906,-2957.553931013046,-239.78119161160828
255,-6508.608495930042,-2957.1698819642047,-447.93525719167815
256,-6388.75516467336,-2955.9880269093724,-434.4530836754169
257,-6224.722469853994,-2955.391430357378,-380.32267146620313
258,-6472.5913793260115,-2955.0123432009595,-450.90377149927394
259,-5936.348109023197,-2952.8215867056697,-228.8661544436104
260,-5785.657348438522,-2952.1938708359307,-243.39314904351482
261,-6352.3563083634235,-2952.0970440093693,-432.8641997703313
262,-6069.054618960309,-2949.079517279111,-233.4077653545198
263,-5429.660560030461,-2946.7916837414004,-220.24884055522026
264,-5841.686678249669,-2946.6791310161725,-247.87989085500317
265,-6153.740709420177,-2945.826616205766,-246.88995184925608
266,-6815.754434995297,-2945.4571870775208,-439.2675005444861
267,-5920.900987716774,-2945.4321120051786,-228.70186776525003
268,-6052.61983288357,-2942.9359666816454,-233.95782796126983
269,-6737.897725538763,-2941.7269890785865,-453.0366916136319
270,-5687.397008242156,-2941.204236544038,-235.0460662081271
271,-5903.028336739433,-2940.680899758945,-232.20234624607917
272,-6661.311745658162,-2938.1050903203086,-455.20795627569623
273,-6452.8507084560415,-2936.8767530741866,-448.8496233690943
274,-6165.875230867435,-2936.5269402248196,-355.66132564100536
275,-6172.760196095145,-2936.4796842753008,-372.8972557800417
276,-5777.3981196963505,-2936.1165251111906,-249.76257614337243
277,-5740.39153428615,-2935.7445973002023,-249.64347190042673
278,-5529.521740436238,-2935.3611183065195,-181.32729206237133
279,-6249.357863199363,-2934.9111770176705,-260.5019986239995
280,-6016.917738461953,-2934.8025399905446,-231.06912241096907
281,-5880.68172646173,-2932.5384911796923,-250.40178477513393
282,-6336.97281823712,-2932.2759081384675,-432.65374719327303
283,-5619.925236724129,-2930.4541951936926,-184.25533464139747
284,-6289.486292343694,-2929.215409062847,-435.17006952272607
285,-6924.052339779356,-2929.169587713631,-426.2420477204529
286,-6588.486637683748,-2928.048510578055,-459.02359028409046
287,-6010.386741855641,-2927.528573854299,-239.11526861673477
288,-5705.49006368408,-2927.346197755799,-248.53381404253938
289,-6097.858595769972,-2927.01689674405,-244.74617935888537
290,-5459.8096106027015,-2923.70823888609,-193.12656716742347
291,-6845.371326357495,-2922.7686687589216,-448.3838254085432
292,-6515.151681066435,-2922.448044532741,-452.07550269333353
293,-6409.749177517816,-2921.1898873947634,-440.9866278604484
294,-5848.899291402426,-2920.9579620220047,-251.0767379758626
295,-5698.146999501119,-2920.393235106,-246.6692826413232
296,-6187.824931839698,-2919.7050896221444,-367.0731045375092
297,-5984.450372680413,-2918.0665188952257,-249.1937762077572
298,-6439.02256975049,-2917.5104183322087,-444.4745385937788
299,-5468.423624737507,-2917.1129691681526,-198.55102202977275
300,-6770.2863889834325,-2916.942620529622,-447.4951081239863
301,-6040.342224268695,-2916.854505678896,-244.6037715507327
302,-5958.543580333863,-2916.5561717525543,-239.47698800631696
303,-6113.515064224138,-2914.9173312546573,-363.3870050846506
304,-5472.730632171717,-2913.81533402834,-276.3015364877311
305,-5885.860417841026,-2912.845078020342,-249.28670266442515
306,-5676.844067938457,-2912.6519019399248,-215.56881967964586
307,-5969.39275227737,-2912.5732275696787,-279.01033807716954
308,-6524.855819013085,-2912.5284289210845,-447.9352571003566
309,-6235.643953252692,-2909.6194104335395,-396.49669481791096
310,-6050.733537490213,-2908.892595744923,-274.3356237935592
311,-6283.976254135601,-2908.406471457113,-304.0235028302098
312,-5970.134581021963,-2907.6646204520807,-282.6387387022048
313,-6052.84218817582,-2907.276930190136,-312.94880225191025
314,-6123.9873119734975,-2907.0034119924135,-246.88995240521038
315,-5815.920160713665,-2906.51686859421,-253.82812021039678
316,-5659.535776559853,-2906.3621924835925,-196.2764985630791
317,-5567.879690406102,-2905.959608977541,-184.7794285443887
318,-5951.101873758286,-2905.900385406304,-316.765175352916
319,-5807.116917414028,-2905.733766665444,-249.53759463696235
320,-6057.1803166257005,-2903.9530203758864,-342.855718835007
321,-5975.181558589149,-2903.7930427377382,-340.3354214186138
322,-5487.0873231300075,-2902.8232172700914,-297.9993550131786
323,-6130.395552925764,-2902.0949721140823,-334.7220478411129
324,-6355.223479443698,-2901.3451792568694,-434.1972080714663
325,-5741.942095651662,-2899.4264428786682,-246.5021106457369
326,-6963.387478470783,-2899.0749244785984,-424.5905794279776
327,-6712.576101414383,-2898.8767137416353,-453.0366916136319
328,-5930.475566385514,-2898.375536702719,-343.8571716563756
329,-5662.927351938972,-2897.4648273940707,-199.4677240446357
330,-5633.681517256575,-2896.9669393260624,-185.42238874853825
331,-6068.031375330624,-2895.6388496589507,-359.5132053586853
332,-6301.326575190848,-2895.1226318991894,-344.3400426080575
333,-6139.501145019096,-2895.120476042594,-354.24346492743757
334,-6219.913127446895,-2895.113281592698,-361.8965898428456
335,-6385.56664646592,-2895.039655557594,-439.43063087424844
336,-6552.657055283082,-2893.7514385945806,-454.6648765382239
337,-5910.872497083678,-2893.6875418357126,-273.34236170138604
338,-6469.129070632687,-2892.150016601736,-448.84962314764624
339,-5913.813691837761,-2891.4347885007837,-340.99944838445964
340,-6184.94823761388,-2891.1686300450638,-368.8537496658547
341,-6473.51206977672,-2891.110140060532,-448.30176437640773
342,-6887.562889783657,-2890.4471111728135,-451.3171133603891
343,-6043.937229732554,-2889.5943758937688,-373.3254018631624
344,-6806.113589416378,-2889.5270236765855,-452.44732429360255
345,-6322.4164840310905,-2889.405024947255,-400.51184659123965
346,-6639.039784911454,-2889.3902215215735,-456.4618798128141
347,-5905.106781617839,-2889.1205467658115,-318.5461902164437
348,-5757.82407345104,-2887.7729900379277,-249.64347167714874
349,-5998.487101020377,-2885.9151707844226,-377.22983632518003
350,-5678.72673836322,-2885.344219671547,-215.83731030221333
351,-5894.561880796957,-2885.273576882283,-280.2296583015256
352,-5598.642027375009,-2884.233838985172,-188.37936637615923
353,-6084.5262910744295,-2883.0003091086874,-372.16162204876787
354,-5598.018079615759,-2882.8584231163495,-188.23156595035576
355,-6318.379324378113,-2882.06662080269,-398.86145821934184
356,-5514.365034923699,-2881.93819621578,-316.08087060504306
357,-6297.3845395726685,-2880.2946118861305,-369.8365235845944
358,-6160.329735330734,-2879.166662186871,-364.237384368388
359,-6738.684617279382,-2878.8980233405923,-454.4145159135076
360,-6426.051532690809,-2876.3972254306154,-440.98662834085536
361,-5868.625511108687,-2875.811521736043,-254.15502371574377
362,-6412.187263721427,-2874.6409328367245,-441.1044200909698
363,-5693.343043263799,-2874.131221059093,-248.64523079600548
364,-6247.367292823209,-2874.0729098370603,-378.20623497814563
365,-5860.041696837326,-2872.6146588521324,-255.23493201981876
366,-5778.776864264101,-2871.2135379978176,-247.89169305181824
367,-5940.295465494007,-2871.1515672567234,-379.8859441885635
368,-6129.502781304753,-2870.989174542608,-363.38700493861404
369,-5560.288913776496,-2870.2965914542838,-197.85074722171123
370,-5706.93304091881,-2869.2298832871506,-250.9703946267465
371,-5987.684358650518,-2869.1210605952806,-380.65324420565486
372,-6102.924024243093,-2868.9038141464493,-370.35577935658256
373,-6837.050995167314,-2865.8531827541296,-456.6212152260326
374,-6339.582740845454,-2865.832755069882,-421.89708025214344
375,-5545.274014939733,-2864.8402844662814,-213.82630583559163
376,-6026.604704834902,-2864.345927240168,-377.46358612164335
377,-5539.142408431312,-2862.612102458311,-274.44218070651004
378,-6511.0115505590065,-2862.405846668547,-454.66487649747853
379,-5540.20707806173,-2862.1523865002814,-258.2200218198163
380,-5686.214096616844,-2861.68054547972,-229.70104456656875
381,-5823.957319409324,-2859.5157602928607,-254.15502371574377
382,-6598.872700508794,-2858.3903153710335,-449.9238096565712
383,-5522.8485798712545,-2856.6910415440752,-279.55393265316883
384,-5671.797802249089,-2856.427696950019,-197.50538738033285
385,-5547.757697621679,-2856.3712986408846,-210.63469253584412
386,-6190.173290183087,-2856.3077691084723,-367.5680291168428
387,-6933.064575443127,-2855.5897787138874,-449.66564514992194
388,-5633.636175754451,-2855.5570217973277,-188.23156595035576
389,-6365.7429797699515,-2854.34331786337,-435.7446323294507
390,-6224.141558730823,-2853.637721111802,-366.18773214804344
391,-6440.388440882236,-2853.0310660262016,-449.26686839124596
392,-5886.979528049802,-2851.9161047219577,-256.04446411266895
393,-6278.354839954256,-2850.3246187309305,-393.7282414184668
394,-6776.866873314662,-2849.6802969831597,-458.3782453308693
395,-6691.329517385258,-2849.403955512194,-454.27518594819946
396,-5932.6038497294585,-2849.07442823233,-380.06683967636127
397,-5651.14747810086,-2848.9033621887575,-192.79572351537234
398,-5559.296463530303,-2847.536709773423,-193.97766986399876
399,-5494.551270350279,-2846.4080013877924,-267.87948607710086
400,-6132.417060518731,-2846.30600639105,-367.1310011644691
401,-5733.062380242562,-2843.66025911215,-250.5667911937363
402,-6867.484589244489,-2842.5648672863786,-452.96459100089913
403,-5899.528413799547,-2842.2737623627786,-275.8264516475681
404,-6049.792478930073,-2841.978492569155,-374.6732374624734
405,-6371.368905129414,-2841.496473039975,-436.73169766193377
406,-5773.225668843694,-2841.007939765885,-252.72175825845392
407,-5906.724293333174,-2839.655525557772,-346.74283577695957
408,-5903.283005069177,-2839.388800688687,-335.05114191762186
409,-5899.704228499786,-2837.100562620144,-268.83550113043884
410,-6318.421225789642,-2837.0384823523727,-423.72320575912283
411,-6544.59983459505,-2836.6954117667565,-457.2494716203642
412,-5616.696277792585,-2836.3504181194035,-185.30714384709043
413,-6064.870534835742,-2834.9918965000097,-378.1733703932449
414,-5461.211273621737,-2834.292484719474,-255.2963056481516
415,-5662.861280842589,-2833.1558715647325,-192.83441520901204
416,-6221.009905226404,-2832.688234181677,-369.6990744829715
417,-5992.15140425383,-2831.4334769075936,-382.77580184841025
418,-6468.95312902253,-2831.142649713788,-458.26354868450005
419,-5879.018315066213,-2829.5718939528124,-252.14044301235032
420,-5834.237539065859,-2828.7344672244126,-249.6151834732767
421,-6308.6749258137115,-2827.087857773115,-420.59013335916444
422,-6807.019260670132,-2826.60716578941,-456.6212152260326
423,-6146.148836846594,-2825.2521550880797,-363.38700389411014
424,-6422.844006128542,-2824.4340427028365,-453.7446780042547
425,-5723.787915730142,-2822.9721563509756,-250.97039482788628
426,-5925.417926646536,-2822.3807175649085,-369.9722285962408
427,-5992.273049493894,-2821.0442114918624,-379.30540905700053
428,-6649.245431634239,-2819.8484678271097,-441.42624088335754
429,-5570.850077853739,-2819.6454911945066,-191.7063018314198
430,-5420.786546023138,-2819.6024274581973,-263.2840852236878
431,-6270.619132860801,-2819.557994296939,-394.8949302579583
432,-5596.633056905083,-2818.9501646619347,-191.82028991054975
433,-5682.953540315693,-2817.7550809906056,-207.7936757616198
434,-6169.84114074436,-2817.6313673183663,-364.45473647377855
435,-6902.538028119076,-2815.7413662345207,-451.31312270842386
436,-6572.940399284104,-2815.001887836329,-450.7603288201458
437,-5695.697913748841,-2812.7244173266013,-242.26014891086234
438,-5401.614365601532,-2812.635394037132,-276.6635265433843
439,-6094.4952124427045,-2812.2665643401433,-372.22147147094967
440,-5548.555564953415,-2811.5220652764833,-205.62438964211862
441,-6250.87819347278,-2809.810396375942,-380.9675006115848
442,-6744.23630995989,-2808.9458200139466,-456.05955796229136
443,-6377.088451967162,-2807.7394486169273,-438.93414456982725
444,-5818.3119624884885,-2807.4777275033807,-251.0595715866088
445,-5697.134569234412,-2806.885270315743,-245.15785720995487
446,-5782.6855333499425,-2805.591516654772,-250.08849026736675
447,-5947.37653162249,-2805.508113006178,-379.79032599776525
448,-5673.90965161929,-2804.7756665843654,-200.64516363226574
449,-5947.325008188398,-2804.6853056441078,-374.67549878811855
450,-5379.485129205111,-2804.5937875966465,-264.43895615061
451,-5529.3802637042,-2804.5351829054625,-243.3017032697523
452,-6227.467518356757,-2803.7781144696364,-373.92485197061575
453,-6837.452854747307,-2803.3188503216584,-452.96459100089913
454,-6421.522234181578,-2803.0978304844125,-457.46360140054054
455,-6034.129136325513,-2799.2814149654346,-380.82947825662836
456,-6676.248724096437,-2799.187353013417,-452.0958290274065
457,-6346.151888959345,-2798.3661965589386,-428.30484782983234
458,-6514.269450672883,-2796.417869623123,-458.14913985289905
459,-6066.438534382455,-2796.241473082067,-374.67323740374854
460,-6598.138815951711,-2795.713547572639,-449.1513745834472
461,-5347.918048604161,-2793.122535985409,-245.37840114786496
462,-5494.318762821781,-2791.7598643207316,-246.69408177791945
463,-5911.741940193274,-2791.7347956285516,-351.2360647974296
464,-5633.564188115798,-2790.056914301029,-185.30714335193727
465,-5903.170148287873,-2788.615079337158,-316.7640395996396
466,-6208.03153678366,-2788.3695707460156,-368.7307108987006
467,-6323.798021022613,-2788.2956427317545,-431.1654006499983
468,-5637.227980177154,-2787.8688982548524,-187.61408300125714
469,-5900.499596024318,-2787.643127906748,-267.33775821942095
470,-5332.32565371655,-2787.4563710575,-250.293957685766
471,-5762.524532637497,-2787.17381022659,-248.3959256485446
